id,months,offer,phone,multiple,internet_type,gb_mon,security,backup,protection,support,unlimited,contract,paperless,payment,monthly,total_revenue,satisfaction,churn_value,churn_score,cltv
9695-IDRZR,34,None,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.15,4880.88,4,0,46,5104
8144-DGHXP,54,None,Yes,No,DSL,28,Yes,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.6,6420.67,4,0,53,4231
7814-LEEVE,1,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,26.94,5,0,54,4215
8631-WUXGY,46,None,Yes,No,Fiber Optic,85,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,5196.71,5,0,46,2405
5906-DVAPM,55,None,Yes,Yes,DSL,51,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card,75.0,6056.4,3,0,65,5011
6654-QGBZZ,1,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,21.4,5,0,54,5057
5641-DMBFJ,58,None,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,6730.0599999999995,4,0,69,5724
9200-NLNPD,56,None,No,No,DSL,30,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.05,2999.8,4,0,27,6445
2664-XJZNO,72,Offer A,Yes,No,Fiber Optic,57,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,8059.95,4,0,35,5169
0921-OHLVP,22,Offer D,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.05,2051.42,4,0,59,5357
8350-NYMVI,39,None,No,No,DSL,8,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,41.1,1597.05,3,0,42,3618
1600-DILPE,12,None,Yes,No,DSL,13,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.0,957.6700000000001,3,0,35,4998
0536-ESJEP,54,None,Yes,No,DSL,25,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.55,4957.17,4,0,59,4544
4654-GGUII,18,None,No,No,DSL,48,Yes,Yes,No,Yes,No,One Year,Yes,Credit Card,40.2,801.95,4,0,48,4624
6478-HRRCZ,32,None,Yes,No,DSL,6,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card,70.5,3624.15,4,0,61,5870
8510-BBWMU,41,None,Yes,No,None,0,No,No,No,No,No,One Year,Yes,Credit Card,19.75,2342.8100000000004,3,0,39,5678
6857-TKDJV,67,None,Yes,Yes,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.65,2585.92,5,0,62,4444
2360-RDGRO,65,None,Yes,Yes,Fiber Optic,10,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,9490.95,3,0,70,5089
0584-BJQGZ,25,None,Yes,Yes,Cable,85,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.35,2539.15,4,0,63,4855
1360-XFJMR,67,None,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.7,8531.69,4,0,24,4017
9058-MJLZC,24,None,Yes,No,Fiber Optic,3,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,3136.59,3,0,42,3667
0902-XKXPN,69,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,3001.45,3,0,78,5463
5177-RVZNU,37,None,Yes,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,20.3,1133.9099999999999,3,0,43,4186
0056-EPFBG,20,None,No,No,Cable,22,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,39.4,825.4,3,0,29,3899
8993-IZEUX,7,None,Yes,No,Fiber Optic,7,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.15,636.49,3,0,20,4320
8190-ZTQFB,41,None,No,No,Cable,8,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,51.35,2155.1,5,0,59,5622
0931-MHTEM,54,None,Yes,No,Fiber Optic,20,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,100.05,7150.23,4,0,69,4478
0440-UEDAI,53,None,Yes,No,Fiber Optic,6,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,94.45,6838.39,4,0,64,5452
1337-BOZWO,18,None,No,No,DSL,59,No,Yes,Yes,No,Yes,One Year,No,Credit Card,46.4,812.4,5,0,35,4003
0868-VJRDR,64,None,Yes,No,Fiber Optic,8,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,104.05,6910.1900000000005,4,0,36,4337
6344-SFJVH,20,None,No,No,DSL,21,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.9,505.95,5,0,20,5942
3950-VPYJB,57,None,Yes,No,DSL,58,Yes,Yes,No,Yes,No,One Year,No,Credit Card,59.6,4408.75,3,0,28,4778
7321-ZNSLA,13,None,No,No,DSL,57,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,40.55,590.35,3,0,27,2898
8727-JQFHV,57,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.75,2812.63,3,0,68,4937
9475-NNDGC,71,None,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.15,9881.61,3,0,75,4068
1355-KUSBG,7,Offer E,Yes,Yes,DSL,28,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.8,413.5,4,0,51,4785
3688-FTHLT,16,None,Yes,Yes,DSL,23,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,63.05,1760.73,3,0,73,3214
0899-LIIBW,34,None,Yes,Yes,Fiber Optic,41,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,100.85,4668.0,5,0,76,5891
1384-RCUXW,16,None,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1795.7800000000002,4,0,24,5183
5825-XJOCM,48,None,Yes,Yes,Cable,53,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,64.4,4294.87,4,0,45,2545
6848-YLDFR,58,None,Yes,No,DSL,29,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card,75.2,6351.1,4,0,46,4559
8125-QPFJD,72,None,Yes,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.9,6161.78,4,0,65,4447
2320-YKQBO,7,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,196.19,5,0,57,4764
4973-RLZVI,30,None,Yes,No,DSL,13,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,74.65,2485.2,3,0,59,5616
7869-ZYDST,31,None,Yes,Yes,Cable,21,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,2773.12,5,0,59,5841
1215-EXRMO,50,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.55,3413.15,3,0,78,4745
2305-MRGLV,28,None,Yes,No,Fiber Optic,5,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,76.55,2678.88,3,0,71,2085
8404-VIOMB,66,None,No,No,DSL,15,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,62.5,4136.4,4,0,57,4165
2359-KLTEK,41,None,Yes,No,Fiber Optic,59,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,5618.79,3,0,53,3539
2673-ZALNP,7,Offer E,Yes,No,None,0,No,No,No,No,No,One Year,No,Credit Card,19.9,286.55,3,0,46,2750
9184-GALIL,38,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,889.93,4,0,43,5587
4393-RYCRE,44,None,Yes,No,Fiber Optic,41,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,106.05,6197.32,3,0,60,4588
9746-MDMBK,47,None,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.45,5749.7300000000005,3,0,35,3729
3162-ZJZFU,53,None,Yes,No,Fiber Optic,52,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,6068.94,3,0,27,4700
8404-GFGCZ,4,Offer E,Yes,Yes,DSL,3,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,65.6,290.62,4,0,44,4552
3521-MNKLV,24,None,Yes,No,DSL,73,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,49.7,2096.12,5,0,48,5832
2533-TIBIX,15,None,No,No,Cable,16,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.2,469.65,4,0,78,5825
5092-STPKP,24,None,Yes,No,DSL,4,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,56.35,2105.52,4,0,42,5128
0114-PEGZZ,33,None,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,107.55,5285.27,3,0,33,4800
3359-DSRKA,58,Offer B,Yes,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,1843.83,4,0,46,6440
8639-NHQEI,72,None,Yes,Yes,Fiber Optic,59,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.9,7807.349999999999,3,0,30,4213
7161-DFHUF,71,None,Yes,Yes,None,0,No,No,No,No,No,Two Year,No,Credit Card,23.85,3176.59,5,0,77,6166
3720-DBRWL,51,Offer B,Yes,No,Cable,41,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.85,4658.490000000001,3,0,53,5703
4994-OBRSZ,14,None,Yes,No,Cable,52,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.1,1569.02,3,0,33,2045
0562-FGDCR,72,None,Yes,Yes,DSL,30,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,74.55,7003.129999999999,3,0,25,4703
2436-QBZFP,22,None,No,No,DSL,19,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,39.2,899.9,4,0,25,3288
3420-YJLQT,2,Offer E,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.55,202.87,4,0,24,5965
6040-CGACY,15,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,897.4499999999999,5,0,35,3195
6582-PLFUU,51,Offer B,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.55,2563.71,4,0,40,5974
8242-PDSGJ,70,None,No,No,DSL,18,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,39.15,2692.75,3,0,60,5840
0264-CNITK,71,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.1,3592.73,3,0,23,5043
0089-IIQKO,39,None,Yes,Yes,Fiber Optic,53,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,99.95,4718.22,3,0,43,4447
7839-NUIAA,61,Offer B,Yes,Yes,DSL,30,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,59.8,5370.2,3,0,53,5381
6075-QMNRR,52,Offer B,Yes,No,DSL,8,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.75,4559.91,3,0,26,6334
5966-EMAZU,64,Offer B,Yes,Yes,Fiber Optic,71,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,108.5,7137.490000000001,3,0,22,4576
0440-EKDCF,62,Offer B,Yes,No,Cable,15,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,60.15,5842.6,5,0,80,4404
4774-HHGGS,30,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.05,978.95,4,0,28,2347
8180-AKMJV,1,Offer E,Yes,No,Cable,82,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.55,67.59,5,0,45,5825
4298-OYIFC,15,None,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.45,1958.8,5,0,53,5640
5566-SOEZD,27,None,Yes,No,Fiber Optic,53,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,80.65,2633.92,3,0,31,5856
9842-EFSYY,4,Offer E,No,No,Cable,52,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,57.2,223.75,3,0,26,2421
2272-WUSPA,72,None,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.75,10612.98,4,0,34,4848
0930-EHUZA,36,None,Yes,No,Cable,8,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,76.35,4221.67,5,0,38,4771
9975-SKRNR,1,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,18.9,68.41,4,0,69,4480
4973-MGTON,71,None,Yes,No,DSL,26,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.4,6188.6900000000005,5,0,21,5619
3682-YEUWS,10,None,Yes,Yes,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.4,295.5,5,0,54,4458
1223-UNPKS,20,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.05,477.4,4,0,24,4328
3446-QDSZF,4,Offer E,Yes,No,DSL,10,No,No,No,No,Yes,Month-to-Month,No,Credit Card,55.5,383.19,4,0,66,2328
7379-FNIUJ,2,Offer E,Yes,No,Fiber Optic,15,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,100.2,253.62,3,0,23,4855
1627-AFWVJ,29,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.4,990.99,3,0,35,2265
4486-EFAEB,13,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.4,861.61,5,0,54,2486
0060-FUALY,59,Offer B,Yes,Yes,Fiber Optic,14,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,6564.66,3,0,26,5238
6954-OOYZZ,18,Offer D,Yes,No,DSL,17,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,1594.6100000000001,3,0,44,2935
7088-FBAWU,17,Offer D,Yes,No,DSL,47,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,74.55,1979.1,3,0,22,4451
8313-AFGBW,47,Offer B,Yes,No,DSL,28,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,73.6,4187.2300000000005,4,0,51,4795
3097-IDVPU,19,Offer D,Yes,Yes,DSL,13,No,No,No,No,No,Month-to-Month,No,Credit Card,50.1,1210.38,5,0,76,5749
2303-PJYHN,2,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.85,124.1,5,0,80,4107
9795-VOWON,7,Offer E,No,No,Cable,48,No,No,No,No,Yes,One Year,Yes,Credit Card,24.35,150.85,4,0,26,4665
1237-WIYYZ,18,Offer D,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.55,581.31,4,0,28,2386
1987-AUELQ,71,None,Yes,Yes,None,0,No,No,No,No,No,Two Year,No,Credit Card,25.05,5057.34,5,0,52,6334
4822-LPTYJ,72,None,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,103.75,8664.2,4,0,45,4655
8165-CBKXO,66,None,No,No,Cable,25,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,56.75,3708.4,3,0,46,5748
6527-PZFPV,24,Offer C,Yes,No,None,0,No,No,No,No,No,One Year,Yes,Credit Card,20.8,1089.81,5,0,48,4654
9593-CVZKR,56,Offer B,Yes,Yes,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,24.45,3151.5299999999997,3,0,52,5577
5236-XMZJY,42,Offer B,Yes,No,Cable,26,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,59.65,3463.91,3,0,80,3048
4827-DPADN,72,None,Yes,Yes,Cable,69,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,83.3,7885.26,3,0,61,4505
2694-CIUMO,12,Offer D,Yes,Yes,Fiber Optic,16,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,79.55,1221.4099999999999,3,0,62,3445
5846-ABOBJ,71,None,Yes,Yes,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.45,4116.96,3,0,72,4766
1439-LCGVL,26,Offer C,Yes,No,None,0,No,No,No,No,No,One Year,No,Credit Card,19.2,505.1,3,0,39,3656
0909-SDHNU,7,None,No,No,Cable,19,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,29.8,201.95,3,0,56,4236
4647-XXZAM,6,None,Yes,No,DSL,29,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.5,461.65999999999997,4,0,51,5450
7740-KKCXF,51,None,No,No,DSL,6,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,30.05,1529.45,4,0,21,5045
5360-XGYAZ,72,None,No,No,DSL,16,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,65.65,4724.5,3,0,47,4934
3557-HTYWR,47,None,Yes,Yes,DSL,3,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,74.05,5642.790000000001,4,0,75,2831
1699-TLDLZ,16,Offer D,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.7,415.79,3,0,43,5293
5600-PDUJF,6,None,Yes,No,DSL,22,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,49.5,473.26,5,0,75,5552
0567-XRHCU,69,None,No,No,DSL,59,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card,43.95,2960.1,3,0,73,4479
2067-QYTCF,64,None,Yes,Yes,Fiber Optic,21,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.15,7503.799999999999,4,0,55,5455
7407-SUJIZ,25,Offer C,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,20.6,875.5,3,0,50,2305
9150-KPBJQ,6,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.65,291.39,5,0,27,3945
0052-DCKON,66,None,Yes,Yes,Fiber Optic,41,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,115.8,10830.97,3,0,42,5845
3654-ARMGP,61,None,Yes,Yes,DSL,22,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.65,6515.63,4,0,79,4730
9367-TCUYN,12,Offer D,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,20.1,329.44,4,0,32,5179
0708-SJDIS,34,Offer C,Yes,Yes,Cable,27,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,65.0,3697.02,5,0,55,5567
2073-QBVBI,41,None,No,No,Cable,17,No,Yes,No,Yes,Yes,One Year,No,Credit Card,35.45,1391.65,4,0,80,2954
6928-ONTRW,72,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.7,4838.68,3,0,33,5451
5231-FIQPA,41,None,Yes,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,905.57,5,0,40,3523
6617-WLBQC,23,Offer D,Yes,Yes,Fiber Optic,30,Yes,No,No,No,Yes,One Year,No,Credit Card,81.85,1941.9499999999998,4,0,80,5939
2599-CIPQE,71,None,Yes,No,Fiber Optic,57,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,109.3,9874.220000000001,3,0,61,5737
8774-GSBUN,72,None,Yes,Yes,None,0,No,No,No,No,No,Two Year,No,Credit Card,25.4,2095.9,5,0,46,6011
7326-RIGQZ,6,None,Yes,No,Fiber Optic,20,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,608.85,4,0,62,2651
1401-FTHFQ,23,Offer D,Yes,No,None,0,No,No,No,No,No,One Year,Yes,Credit Card,20.0,1002.3599999999999,5,0,62,2170
0254-FNMCI,72,None,Yes,No,Fiber Optic,73,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,10641.72,4,0,37,5234
1848-LBZHY,7,None,Yes,No,DSL,53,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.3,587.78,3,0,42,2547
8118-TJAFG,9,None,Yes,No,Fiber Optic,16,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,1239.31,3,0,60,2757
5429-LWCMV,12,Offer D,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.15,1544.31,5,0,80,4041
7298-IZWLY,1,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.4,43.37,4,0,25,2742
3955-JBZZM,20,Offer D,Yes,No,Fiber Optic,24,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.8,2549.1,3,0,80,2317
4815-TUMEQ,10,Offer D,Yes,No,None,0,No,No,No,No,No,One Year,Yes,Credit Card,19.3,639.4000000000001,4,0,38,4190
9909-IDLEK,20,Offer D,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,96.8,2667.9,4,0,26,3222
4092-OFQZS,20,Offer D,Yes,No,None,0,No,No,No,No,No,One Year,No,Credit Card,20.65,1346.9,3,0,40,4147
1561-BWHIN,19,Offer D,Yes,No,None,0,No,No,No,No,No,One Year,No,Credit Card,19.8,593.97,5,0,27,4464
9927-DSWDF,22,Offer D,Yes,No,Fiber Optic,3,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.6,3273.07,3,0,68,2429
9500-LTVBP,35,Offer C,Yes,Yes,Fiber Optic,6,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,80.05,3295.8,5,0,31,3999
7252-NTGSS,1,None,Yes,No,DSL,10,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.15,87.49000000000001,3,0,48,4131
8149-AIQCG,39,Offer C,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.15,3069.7599999999998,5,0,62,3271
0899-WZRSD,56,None,Yes,Yes,Fiber Optic,24,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,105.35,7921.889999999999,3,0,31,5680
3255-GRXMG,18,Offer D,Yes,No,DSL,28,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.65,1400.46,5,0,75,4403
4828-FAZPK,16,Offer D,Yes,Yes,Fiber Optic,69,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,79.95,2065.55,4,0,65,3855
6094-ZIVKX,68,Offer A,Yes,No,Cable,27,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,54.45,4858.83,4,0,45,6309
3262-EIDHV,72,Offer A,Yes,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,84.7,7686.7,4,0,49,6375
7354-OIJLX,9,Offer E,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,790.53,5,0,70,5212
1376-HHBDV,30,Offer C,Yes,No,DSL,13,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,1858.95,3,0,71,4864
6133-OZILE,18,Offer D,No,No,DSL,11,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35.2,657.3,3,0,32,5381
7191-ADRGF,44,None,No,No,Cable,18,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,54.3,2390.45,3,0,64,3222
5018-LXQQG,30,Offer C,Yes,No,DSL,17,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.3,2417.9,3,0,80,4631
6892-BOGQE,71,Offer A,Yes,No,None,0,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.9,2551.81,4,0,53,4030
1746-TGTWV,1,Offer E,Yes,No,Fiber Optic,9,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,75.35,114.24,5,0,70,3514
8050-WYBND,22,None,No,No,DSL,29,No,No,Yes,No,Yes,One Year,Yes,Credit Card,49.45,1031.4,3,0,28,5941
2821-WARNZ,49,None,Yes,No,None,0,No,No,No,No,No,One Year,No,Credit Card,19.45,3157.66,5,0,34,4170
4879-GZLFH,42,None,Yes,No,Fiber Optic,53,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.15,4620.9,5,0,33,5697
8314-HTWVE,7,Offer E,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.85,390.97,3,0,60,3973
9402-ROUMJ,67,Offer A,Yes,Yes,Fiber Optic,30,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.25,6892.68,3,0,64,5588
2507-QZPQS,15,None,Yes,Yes,Fiber Optic,47,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.7,1600.6499999999999,5,0,23,4999
7159-NOKYQ,67,Offer A,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,93.15,7624.0,4,0,59,4001
5707-ZMDJP,53,None,Yes,No,DSL,16,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,69.7,5409.17,4,0,27,4590
8779-YIQQA,21,None,Yes,No,None,0,No,No,No,No,No,One Year,No,Credit Card,19.8,728.1,3,0,47,3243
7136-IHZJA,40,None,Yes,No,DSL,48,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,4012.7999999999997,4,0,43,5807
8966-OIQHG,22,None,Yes,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,20.75,1450.0500000000002,4,0,59,2258
7074-STDCN,39,Offer C,No,No,Cable,26,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.6,1494.5,5,0,58,4436
8739-QOTTN,2,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,52.69,4,0,74,5761
1399-OUPJN,57,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.75,1970.87,5,0,80,4235
0277-BKSQP,8,Offer E,Yes,No,DSL,57,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,487.58000000000004,4,0,62,4854
5774-XZTQC,7,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,191.63,4,0,75,4484
2676-SSLTO,49,None,Yes,Yes,DSL,13,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,66.15,4069.73,3,0,33,6138
6266-QHOJZ,65,None,Yes,Yes,Fiber Optic,7,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,89.85,8336.099999999999,3,0,77,6421
7269-JISCY,55,None,Yes,No,DSL,5,No,No,No,No,Yes,One Year,No,Bank Withdrawal,45.05,4310.6,3,0,39,4055
0363-SVHYR,71,Offer A,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.85,6981.610000000001,4,0,60,6452
8547-NSBBO,35,Offer C,Yes,Yes,Fiber Optic,23,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,96.75,4928.85,3,0,37,5154
6591-QGOYB,17,None,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.65,2331.3599999999997,3,0,25,2754
9070-BCKQP,72,Offer A,Yes,Yes,Fiber Optic,85,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.15,9587.6,3,0,21,4498
