Código,País,1970,,,,1971,,,,1972,,,,1973,,,,1974,,,,1975,,,,1976,,,,1977,,,,1978,,,,1979,,,,1980,,,,1981,,,,1982,,,,1983,,,,1984,,,,1985,,,,1986,,,,1987,,,,1988,,,,1989,,,,1990,,,,1991,,,,1992,,,,1993,,,,1994,,,,1995,,,,1996,,,,1997,,,,1998,,,,1999,,,,2000,,,,2001,,,,2002,,,,2003,,,,2004,,,,2005,,,,2006,,,,2007,,,,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,,,2019,,,,2020,,,,2021,,,,2022,,,,2023,,,2024*,,
 26 , Armenia ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"12,810","68,687","55,957,238",,0,0,0,,0,0,0,,57,"2,774","3,238,035",,0,0,0,,90,225,"409,192",,0,0,0,,0,0,0,,"78,364","23,494","65,089,264",,0,0,0,,0,0,0,,"1,120","3,006","7,086,339",,"23,516","43,184","102,655,027",,"25,072","70,182","152,477,522",,"30,600","198,582","372,268,876",,"82,701","660,504","1,461,396,370",,"78,034","647,971","1,200,795,289",,"50,348","412,182","753,475,997",,"87,209","664,680","1,193,467,990",,"34,680","277,161","497,995,531",,"33,612","180,396","356,230,877",,"19,275","67,990","162,272,759",,"19,267","59,309","196,303,402",,"22,483","194,849","579,101,758",," 49,123 "," 305,522 "," 914,188,532 ",," 82,086 "," 513,015 "," 1,655,385,357 ",,"90,034","575,753","2,076,340,439",,"45,316","327,186","1,219,650,823",," 105,561 "," 623,321 "," 2,698,418,364 ",," 104,346 "," 669,744 "," 2,900,521,594 "," 67,856 "," 438,028 "," 1,706,418,221 "
 27 , Aruba ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"2,362","68,538","37,075,798",,"187,468,783","43,189,358","26,762,382,313",,"179,460,958","23,777,681","16,143,885,731",,"259,499,432","32,582,690","24,712,204,214",,"146,581,787","11,595,386","9,559,743,108",,"1,046,133,852","116,782,329","103,705,659,628",,"132,035,356","18,074,490","18,641,511,855",,"369,033,438","50,103,372","57,360,221,461",,"52,051,733","9,019,350","12,834,745,468",,"68,109,737","6,936,437","12,275,541,625",,"46,996,805","13,013,964","27,692,227,164",,"93,023,847","11,348,099","26,054,939,409",,"122,872,458","7,808,102","19,783,220,414",,"134,338,346","12,842,234","36,744,708,916",,"209,730,776","43,129,254","111,872,750,239",,"537,063,762","136,159,186","313,132,101,284",,"786,580,420","229,173,897","526,935,883,067",,"89,863,751","14,942,904","30,682,134,072",,"50,424,455","23,385,398","45,152,675,680",,"36,069,714","18,609,385","39,605,975,807",,"237,809,288","97,234,451","185,589,398,959",,"2,684,351,451","1,724,064,438","3,176,735,792,846",,"1,761,564,959","1,027,488,331","1,850,423,538,668",,"2,975,716,768","1,716,467,254","3,240,503,085,541",,"2,235,132,977","1,179,950,626","2,363,316,351,332",,"2,928,526,578","877,874,355","2,290,750,259,694",,"1,783,525,436","434,713,703","1,303,169,751,321",,"892,095,571","250,192,718","733,581,370,229",," 444,765,737 "," 183,211,079 "," 536,759,913,157 ",," 115,364,035 "," 45,874,339 "," 147,291,345,351 ",,"146,808,948","40,919,920","150,920,593,298",,"34,889,244","20,980,065","79,120,284,837",," 179,651,420 "," 121,441,949 "," 513,062,604,464 ",," 97,914,930 "," 39,126,157 "," 172,306,962,057 "," 48,910,979 "," 11,299,759 "," 43,985,773,703 "
 29 , Bosnia y Herzegovina ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"2,219","15,523","13,208,521",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"39,000","21,700","62,220,193",,828,"13,256","34,990,538",,0,0,0,,"1,898","8,902","19,994,596",,"25,000","12,759","25,538,945",,0,0,0,,0,0,0,,"24,000","15,756","30,348,577",,"1,988","12,555","22,185,313",,0,0,0,,"1,592","16,335","29,824,257",,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,"6,349","52,327","191,673,702",,"37,760","141,565","529,649,137",," 18,459 "," 146,038 "," 614,502,835 ",," 10,104 "," 156,340 "," 682,858,272 "," 86,256 "," 175,931 "," 686,596,674 "
 31 , Burkina Faso ,200,560,0,,471,"1,341",0,,500,"1,400",0,,900,"2,450",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"1,620",0,0,,"1,620",1,56,,"1,440",0,0,,"2,881",3,250,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,320,"11,911","7,867,454",,0,0,0,,0,0,0,,"8,835","44,548","36,863,106",,"1,470","7,900","7,806,385",,"8,500","12,580","13,220,699",,0,0,0,,0,0,0,,"9,000","13,950","26,354,340",,"2,970","18,250","35,701,563",,0,0,0,,0,0,0,,0,0,0,,"20,000","74,600","205,085,844",,0,0,0,,"54,386","179,031","424,341,389",,"188,822","943,715","1,917,023,125",,"13,680","48,830","94,226,325",,"166,784","470,211","924,247,549",,"87,144","463,720","919,720,501",,0,0,0,,"1,300","8,000","14,571,520",,0,0,0,,0,0,0,,"46,349","75,438","251,786,235",,"162,504","265,320","769,508,093",,"41,180","67,973","204,972,669",," 102,000 "," 168,858 "," 508,716,955 ",," 59,252 "," 94,138 "," 309,252,526 ",,"60,118","91,113","326,146,269",,"8,350","14,620","58,184,676",," 162,465 "," 431,970 "," 1,640,030,445 ",," 19,646 "," 35,241 "," 142,554,233 ", -   , -   , -   
 37 , Andorra ,0,0,0,,0,0,0,,0,0,0,,52,223,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"3,371","5,000","317,600",,0,0,0,,0,0,0,,"6,699","44,752","7,571,591",,0,"8,009","1,627,749",,0,"25,618","6,390,563",,"34,980","152,360","45,815,052",,0,"37,996","14,649,218",,667,"6,124","2,766,334",,"17,520","30,675","20,670,042",,600,"2,940","1,908,530",,"8,180","92,000","73,944,260",,"4,135","70,110","57,527,187",,"15,200","58,600","53,565,389",,74,"10,068","10,105,033",,0,"40,000","48,296,400",,0,"348,867","495,983,670",,0,"219,474","388,224,200",,0,"198,694","419,178,401",,2,"203,766","466,632,345",,248,"171,742","436,714,975",,943,"100,844","290,228,298",,"300,244","335,873","901,512,358",,"38,735","111,339","259,735,422",,0,0,0,,"1,906,968","2,475,098","4,993,025,123",,"1,965,670","2,760,076","5,299,932,271",,"427,585","556,970","1,163,091,936",,"23,670","27,615","53,390,841",,"16,932","41,500","79,718,595",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"1,620","213,152","637,141,259",,10,"308,237","913,198,198",," 3,573 "," 13,430 "," 37,968,820 ",, 919 ," 1,630 "," 5,545,782 ",,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 40 , Angola ,"2,275","3,850",0,,"300,000","31,802",0,,"19,500","27,000",0,,"6,760","9,360",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,930,"6,330","3,147,972",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"84,129","156,322","305,120,921",,"271,274","353,156","751,799,767",,"120,281","272,161","624,934,392",,"8,378","32,668","83,367,395",,"16,708","50,605","143,491,256",,"245,622","327,803","861,872,010",,"238,263","1,108,691","2,554,156,730",,"385,373","565,103","1,325,119,480",,"602,272","777,592","1,594,875,028",,"495,365","851,100","1,745,721,802",,"11,787,759","5,598,977","11,704,161,312",,"2,421,382","4,497,883","8,436,313,946",,"3,598,878","6,963,256","12,873,837,328",,"5,747,570","11,790,299","21,184,739,566",,"6,482,194","13,685,760","25,659,081,795",,"7,505,049","14,460,565","29,026,187,048",,"2,684,833","5,558,291","14,972,826,962",,"673,691","1,718,598","5,436,364,432",,"748,439","1,308,065","3,895,389,854",," 655,366 "," 1,007,460 "," 2,997,752,096 ",," 2,109,857 "," 2,546,677 "," 8,368,677,526 ",,"364,577","871,790","3,238,758,557",,"1,509,457","2,242,718","8,504,027,968",," 2,783,631 "," 4,938,719 "," 21,164,632,730 ",," 1,188,757 "," 2,605,855 "," 11,637,654,288 "," 19,534 "," 735,539 "," 2,817,877,117 "
 41 , Anguila ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,38,"205,184","150,043,018",,101,196,"155,835",,0,0,0,,21,686,"686,398",,"451,500","21,672","23,061,175",,51,"3,977","5,157,651",,330,"19,171","28,936,128",,414,"19,092","36,229,846",,"4,535,378","228,613","495,691,295",,"6,019,906","317,768","730,061,481",,"4,972,147","264,671","658,786,373",,"4,391,730","222,459","636,224,617",,"6,319,885","335,007","872,092,340",,"6,839,664","401,682","937,569,424",,789,"43,002","101,043,494",,"2,750,563","272,678","534,343,563",,913,"64,950","132,835,294",,"8,204","73,095","151,502,867",,"793,008","93,155","182,495,201",,"2,107","69,295","129,416,434",,0,0,0,,0,0,0,,"2,007","46,649","96,109,832",,"4,268","26,747","73,628,298",,45,"2,839","8,572,190",,0,0,0,, 33 ," 3,430 "," 9,853,087 ",, 0 , 0 , 0 ,,"9,319","85,236","341,145,852",,"4,427","3,127","11,330,196",," 29,591 "," 25,316 "," 112,557,517 ",," 25,653 "," 28,903 "," 127,540,258 ", -   , -   , -   
 43 , Antigua y Barbuda ,0,0,0,,0,0,0,,316,"1,373",0,,"1,080","4,693",0,,645,"4,835",0,,"2,986","6,385",0,,"3,086","5,349",0,,"6,552","17,525",0,,0,0,0,,0,0,0,,132,"1,194","54,099",,0,0,0,,14,130,"8,473",,"3,028","8,739","722,185",,"5,976","3,900","439,764",,736,"7,574","1,102,094",,"27,533","117,240","22,876,091",,"25,408,176","682,656","169,709,085",,"5,208,806","181,204","51,877,948",,"62,223","219,615","83,754,666",,"62,094","257,775","138,678,071",,"2,630,814","384,079","251,767,400",,"15,613,440","1,291,189","900,975,827",,"795,040","415,053","327,261,552",,"56,500","348,442","287,058,490",,"84,640","187,343","171,173,515",,"23,899","128,566","132,183,346",,"563,419","200,252","229,164,193",,"99,085","271,396","377,757,168",,"275,627","173,580","308,061,188",,"262,303","272,551","568,842,247",,"108,893","164,565","379,710,824",,"2,275,030","603,981","1,559,861,028",,"2,245,818","3,751,113","10,732,768,155",,"1,501,887","2,707,949","7,169,610,783",,"1,570,982","1,365,541","3,181,500,407",,"3,237,685","1,929,185","4,722,368,599",,"25,560,214","11,260,178","23,094,228,054",,"6,097,801","2,223,531","4,555,843,848",,"2,939,268","1,735,442","3,697,899,158",,"889,356","674,346","1,292,577,787",,"505,876","663,536","1,237,578,532",,"808,992","1,927,454","3,489,555,012",,"406,735","611,107","1,147,546,303",,"777,622","798,957","1,596,121,642",,"823,610","670,687","1,831,174,033",,"1,184,004","642,897","1,965,495,084",,"1,299,942","570,714","1,687,758,276",," 785,162 "," 741,076 "," 2,215,617,690 ",," 641,567 "," 1,158,397 "," 3,777,115,726 ",,"2,042,308","1,211,233","4,543,659,116",,"1,222,213","1,428,153","5,446,726,742",," 986,934 "," 1,128,465 "," 5,011,074,249 ",," 762,414 "," 3,237,649 "," 14,801,324,512 "," 181,437 "," 478,072 "," 1,853,761,498 "
 47 , Antillas Holandesas ,"29,442,342","2,309,938",0,,"48,299,319","3,824,703",0,,"38,215,255","5,786,130",0,,"151,221,477","10,833,795",0,,"76,637,267","13,628,673",0,,"77,381,278","9,618,883",0,,"108,309,020","12,188,133",0,,"58,190,916","12,986,462",0,,"37,766,657","12,071,903",0,,"43,010,547","26,394,859",0,,"44,353,193","33,512,186","1,591,997,268",,"41,296,159","27,971,931","1,530,642,013",,"37,912,341","24,754,594","1,576,864,022",,"327,754,068","65,407,824","5,100,311,333",,"588,704,293","107,129,433","10,902,685,844",,"496,883,474","73,185,338","10,808,923,797",,"319,584,709","30,721,085","6,075,047,617",,"541,004,606","77,387,805","18,850,022,959",,"401,780,503","50,999,229","15,249,056,074",,"198,185,099","30,956,389","12,165,312,027",,"111,760,745","61,817,014","31,450,826,936",,"499,793,425","153,132,648","94,729,206,944",,"547,126,930","82,546,095","54,389,771,117",,"397,155,294","42,199,908","33,074,062,564",,"248,548,746","29,649,212","24,574,362,870",,"303,692,573","39,154,766","35,411,421,154",,"587,233,928","75,808,948","78,017,232,798",,"824,690,098","86,869,385","100,500,275,018",,"949,422,153","72,461,164","102,692,501,407",,"271,750,235","35,455,271","61,490,829,977",,"274,641,443","52,600,543","111,629,274,800",,"168,946,204","26,686,915","61,493,979,969",,"99,065,958","22,895,907","57,913,248,884",,"123,317,897","22,374,014","64,297,778,128",,"330,445,750","60,604,075","156,581,996,632",,"118,621,084","32,538,839","75,220,656,345",,"113,658,750","38,433,619","89,256,102,887",,"87,526,302","28,211,562","58,067,617,610",,"89,421,301","32,983,040","64,471,451,620",,"90,447,523","33,466,341","71,765,723,780",,"612,531,025","300,766,123","567,429,114,182",,"870,799,446","539,078,222","991,616,581,351",,"1,107,493,232","750,024,409","1,342,278,470,720",,"631,508,661","368,941,771","697,268,753,601",,"517,951,658","286,243,848","565,906,663,928",,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 53 , Arabia Saudita ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,419,892,0,,550,"3,360",0,,"2,902","14,908",0,,775,"5,565",0,,"23,063","25,800",0,,15,"1,300",0,,"115,313","137,498","6,697,866",,"9,884","26,232","1,431,480",,"1,869,886","395,843","26,466,488",,"11,394,377","2,565,956","208,122,784",,"67,537","48,108","4,403,082",,"910,873","343,384","52,661,500",,"137,171","293,993","58,449,669",,"9,518,961","2,763,321","674,881,604",,"21,555,201","5,862,656","1,721,821,199",,"12,207,915","3,228,566","1,276,747,813",,"49,134,850","13,990,331","7,109,069,058",,"86,395,127","28,433,423","18,312,648,353",,"129,749,606","43,355,195","29,259,853,506",,"105,606,363","31,524,584","24,617,433,372",,"85,714,209","31,793,429","26,303,158,680",,"7,223,752","4,975,115","4,389,961,161",,"9,853,996","7,978,648","8,245,668,367",,"5,619,380","5,068,085","5,605,849,090",,"7,979,087","5,361,749","7,975,288,971",,"11,889,285","6,938,243","12,281,307,259",,"15,810,025","6,834,795","14,670,166,470",,"10,000,599","4,127,324","9,524,666,979",,"11,079,109","4,922,358","12,326,769,888",,"7,643,339","3,467,947","9,930,812,499",,"1,618,161","2,474,039","6,464,146,189",,"1,871,737","4,271,004","9,885,384,185",,"1,129,639","4,390,875","10,485,433,475",,"2,471,972","4,958,979","10,275,812,586",,"983,542","3,048,123","5,866,369,365",,"3,851,124","3,756,814","7,730,019,721",,"1,250,056","2,621,648","4,984,417,565",,"1,302,296","7,834,691","14,716,710,007",,"11,283,990","6,963,672","12,406,241,718",,"975,194","5,848,802","10,717,013,116",,"944,789","7,295,653","14,998,469,943",,"1,599,265","7,012,877","19,203,693,256",,"4,427,599","8,530,791","26,062,098,606",,"28,462,124","11,066,109","32,602,657,427",," 4,616,834 "," 14,447,527 "," 42,037,651,917 ",," 18,644,852 "," 18,865,775 "," 61,721,314,948 ",,"8,557,584","25,897,289","95,698,663,206",,"10,262,998","37,291,957","140,481,907,178",," 164,418,355 "," 151,461,474 "," 611,707,711,372 ",," 37,870,226 "," 96,820,228 "," 415,640,557,573 "," 16,081,075 "," 46,409,644 "," 180,608,301,158 "
 59 , Argelia ,"99,628","48,000",0,,"333,336","173,952",0,,"764,592","420,514",0,,"1,627,467","1,393,804",0,,"1,460,101","1,317,492",0,,"826,438","902,061",0,,"1,527,168","1,787,092",0,,"1,128,000","1,441,406",0,,"11,951,504","40,576,472",0,,"11,746,518","34,100,594",0,,"14,703,393","52,073,083","2,400,474,636",,"10,650,120","27,579,245","1,445,832,910",,"12,094,766","19,285,743","1,195,332,560",,"7,364,621","20,359,746","1,725,909,212",,"16,874,880","49,267,031","4,945,622,953",,"20,912,656","60,458,861","8,134,671,708",,0,0,0,,"5,001,000","11,132,963","2,814,858,365",,"10,349,940","28,580,408","7,987,185,066",,0,0,0,,"78,749","191,007","92,827,492",,"450,000","699,000","436,280,850",,0,0,0,,"30,903,429","5,976,990","4,826,932,891",,"5,373,000","1,447,592","1,184,680,341",,"14,800,626","5,605,900","4,895,724,977",,"39,000,178","11,516,263","11,924,432,995",,0,0,0,,0,0,0,,"1,300,000","2,910,000","4,582,289,700",,0,0,0,,"606,600","1,223,640","2,788,217,665",,"966,277","299,155","828,290,579",,"22,478,868","4,632,385","13,539,044,021",,"11,393,478","3,447,435","9,118,748,113",,"949,498","1,185,163","2,748,900,797",,"3,189,058","1,230,540","2,895,213,106",,"991,953","1,322,895","2,925,309,234",,"55,027","91,018","172,542,495",,"101,086","167,066","355,843,797",,"215,222","765,499","1,446,902,522",,"347,107","1,159,146","2,164,850,569",,"3,498,353","2,151,320","3,905,795,561",,"3,260,907","1,811,686","3,475,934,324",,"23,113,918","11,179,278","22,145,329,714",,"16,259,399","6,887,443","17,373,398,974",,"480,697","1,637,828","4,875,063,831",,"249,851","857,933","2,506,653,877",," 139,786 "," 368,539 "," 1,084,583,202 ",," 3,091,560 "," 2,489,502 "," 8,130,015,849 ",,"9,419,357","3,677,841","12,880,861,375",,"609,750","1,177,675","4,360,841,098",," 3,224,408 "," 1,420,234 "," 5,657,814,309 ",," 339,440 "," 1,347,595 "," 5,550,592,985 "," 222,164 "," 575,272 "," 2,259,472,209 "
 63 , Argentina ,"37,294,440","11,514,485",0,,"19,178,775","8,130,168",0,,"26,781,874","14,678,863",0,,"28,258,695","12,311,079",0,,"36,494,946","23,591,203",0,,"38,194,967","27,816,289",0,,"28,172,809","17,085,183",0,,"87,703,989","40,878,562",0,,"130,675,367","26,962,603",0,,"93,085,762","46,519,974",0,,"42,751,842","68,711,859","3,279,713,312",,"59,490,094","51,418,034","2,828,227,450",,"21,132,333","36,398,453","2,341,541,908",,"18,936,607","42,982,202","3,384,196,455",,"22,323,973","58,710,853","5,819,576,488",,"45,137,068","36,649,755","5,215,023,863",,"54,578,498","67,252,767","12,881,199,549",,"184,668,368","41,859,628","10,120,651,226",,"293,419,342","51,418,992","15,131,930,780",,"36,951,956","33,682,401","12,563,938,696",,"72,458,594","27,302,268","13,645,916,726",,"86,508,202","35,450,359","22,704,599,323",,"555,540,519","87,376,388","59,496,356,008",,"179,696,254","61,438,797","48,562,229,451",,"230,337,400","67,981,769","56,113,934,586",,"204,437,476","60,944,231","54,682,353,907",,"16,589,388","51,508,807","53,333,032,882",,"301,167,553","90,216,171","106,000,538,271",,"396,541,122","85,985,190","122,644,630,221",,"18,949,380","50,249,579","88,910,015,878",,"67,356,300","55,899,153","117,524,728,543",,"18,844,010","37,263,466","85,587,245,472",,"21,215,275","13,798,695","35,207,829,391",,"9,514,362","19,146,617","55,012,236,999",,"130,659,279","38,226,941","99,984,902,423",,"99,686,576","46,945,040","108,851,843,468",,"92,626,067","51,656,118","122,078,455,611",,"216,689,522","79,231,572","161,450,300,835",,"212,254,067","126,793,177","244,968,198,047",,"335,667,948","98,586,253","209,889,881,750",,"382,187,740","130,382,390","245,176,807,809",,"722,117,621","305,249,525","564,655,657,582",,"820,690,163","288,252,941","518,784,707,402",,"506,752,718","433,025,665","804,605,323,907",,"894,149,552","201,122,103","402,052,142,038",,"262,917,610","150,654,259","409,624,273,289",,"628,343,841","176,212,111","533,144,546,534",,"904,134,559","265,577,012","784,202,273,725",," 551,362,914 "," 295,541,224 "," 868,491,859,356 ",," 281,027,920 "," 236,370,374 "," 776,756,208,549 ",,"437,810,142","211,024,173","778,940,695,581",,"764,898,181","295,332,711","1,109,260,335,476",," 782,827,529 "," 420,074,023 "," 1,758,101,034,379 ",," 575,403,414 "," 357,426,587 "," 1,545,961,375,554 "," 32,075,600 "," 86,204,285 "," 335,824,117,223 "
 69 , Australia ,"19,346","24,865",0,,"91,307","94,921",0,,"86,719","93,494",0,,"308,812","501,963",0,,"325,873","476,423",0,,"116,535","243,423",0,,"256,451","851,685",0,,"318,208","1,400,253",0,,"146,902","968,906",0,,"224,434","1,020,912",0,,"236,282","1,051,844","50,206,489",,"267,378","1,104,633","60,604,488",,"341,558","1,156,248","74,783,530",,"16,717,931","3,867,454","316,339,483",,"561,139","1,549,388","158,008,194",,"711,258","1,861,172","267,043,787",,"788,323","2,810,721","535,614,923",,"822,343","2,208,840","547,054,217",,"1,403,143","4,785,494","1,485,344,570",,"2,128,734","5,313,995","2,053,079,469",,"3,493,277","6,456,840","3,252,831,752",,"3,085,130","6,225,784","3,960,654,576",,"3,787,377","7,786,915","5,295,902,966",,"2,780,931","7,034,471","5,551,537,329",,"2,525,860","8,245,871","6,818,305,551",,"2,942,636","10,723,567","9,769,010,851",,"3,540,509","12,104,930","12,570,798,737",,"3,708,828","13,794,703","15,848,976,325",,"3,335,894","10,895,282","15,523,225,869",,"2,945,606","9,572,981","16,783,432,879",,"3,636,892","9,818,374","20,612,027,837",,"3,507,114","7,803,769","17,926,770,385",,"15,251,859","14,119,546","35,919,452,538",,"12,345,784","13,190,499","37,901,659,235",,"17,094,021","21,512,173","56,427,615,120",,"10,504,768","16,962,129","39,368,019,893",,"7,186,665","16,346,332","38,532,897,657",,"6,181,953","17,301,921","35,682,164,324",,"6,227,516","22,115,606","43,097,164,950",,"7,348,622","19,465,858","41,549,559,872",,"9,836,528","33,671,639","63,324,367,222",,"13,047,738","37,954,229","70,336,351,400",,"12,624,736","40,204,655","72,351,820,140",,"18,810,112","47,764,327","89,448,504,975",,"20,730,419","49,593,776","99,301,096,598",,"12,947,255","47,845,834","131,767,695,900",,"13,650,277","47,576,769","144,845,472,902",,"15,101,001","57,020,658","168,505,709,722",," 22,261,078 "," 56,283,082 "," 165,604,432,121 ",," 16,479,119 "," 85,333,913 "," 278,062,191,440 ",,"17,622,179","145,446,241","531,300,233,431",,"17,844,715","210,711,387","796,605,687,777",," 15,108,357 "," 261,593,827 "," 1,105,838,906,585 ",," 29,135,324 "," 98,259,072 "," 429,370,821,604 "," 5,859,713 "," 30,757,958 "," 119,855,467,754 "
 72 , Austria ,"12,994","61,465",0,,"16,913","95,070",0,,"45,132","93,815",0,,"14,354","233,747",0,,"689,135","1,125,927",0,,"85,998","218,917",0,,"234,526","465,639",0,,"144,269","357,873",0,,"182,653","507,430",0,,"197,320","637,258",0,,"888,793","3,190,945","150,984,902",,"808,333","2,306,776","119,947,052",,"1,224,790","3,758,882","245,274,862",,"2,184,393","6,327,934","498,277,019",,"1,649,574","5,036,296","502,948,274",,"3,246,416","9,831,493","1,417,697,574",,"7,234,328","32,600,001","6,303,533,929",,"8,372,213","20,906,845","5,007,160,362",,"2,775,570","8,150,613","2,434,734,006",,"3,937,876","9,457,686","3,559,041,842",,"6,616,883","12,464,950","6,211,700,311",,"23,058,973","42,348,866","27,299,963,358",,"7,238,051","12,125,619","8,103,599,950",,"3,293,403","7,090,493","5,572,983,767",,"1,580,582","5,791,257","4,790,550,301",,"1,106,717","4,259,776","3,844,689,379",,"815,407","3,502,016","3,646,475,546",,"991,751","5,583,015","6,409,886,677",,"1,180,774","5,044,388","7,306,724,344",,"1,300,112","5,227,639","8,966,711,443",,"1,404,747","4,306,609","9,111,539,824",,"1,439,806","3,426,253","7,876,121,838",,"1,319,901","3,477,394","8,910,588,821",,"1,232,364","3,043,559","8,688,984,749",,"1,479,685","3,160,625","8,328,658,400",,"1,025,061","4,033,399","9,395,512,008",,"1,971,012","5,386,716","12,612,157,368",,"1,099,476","4,716,515","9,720,150,148",,"757,167","3,423,999","6,639,655,360",,"223,670","1,813,156","3,879,509,253",,"198,041","1,297,711","2,464,135,094",,"184,890","1,935,576","3,589,881,558",,"170,895","1,275,998","2,285,668,990",,"161,558","1,677,545","3,123,418,980",,"120,127","1,254,981","2,512,993,484",,"118,245","2,046,688","5,356,512,475",,"154,331","1,530,710","4,623,549,789",,"107,327","698,824","2,058,501,319",," 310,053 "," 3,489,487 "," 10,466,385,918 ",," 254,492 "," 1,896,703 "," 6,220,977,795 ",,"561,678","4,412,083","16,369,565,340",,"581,215","3,566,594","13,187,822,532",," 496,772 "," 3,264,077 "," 13,496,269,874 ",," 374,168 "," 2,057,989 "," 9,216,101,277 "," 401,346 "," 1,944,817 "," 7,561,760,229 "
 74 , Azerbaiyán ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"12,221","16,852","11,925,149",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"15,525","133,113","153,549,345",,"19,439","167,526","229,838,675",,"10,371","117,636","221,970,215",,"2,110","42,500","87,637,000",,0,"10,000","23,104,700",,0,0,0,,0,0,0,,"1,354","7,164","18,610,078",,340,"2,000","4,644,100",,"3,491","5,000","11,964,670",,"5,265","7,045","15,336,345",,"7,489","9,223","18,098,333",,"8,454","82,785","164,010,542",,"14,790","198,451","372,906,981",,"7,884","149,308","275,534,026",,"16,580","142,404","254,141,712",,"14,310","165,584","303,670,161",,"17,169","232,600","469,572,813",,"12,563","344,805","923,233,734",,"9,271","90,340","273,615,584",,"8,922","204,968","608,589,803",," 32,233 "," 401,038 "," 1,175,472,041 ",," 30,685 "," 382,420 "," 1,233,742,551 ",,"13,788","212,192","774,395,425",,"15,237","160,260","611,913,075",," 21,993 "," 246,120 "," 1,076,603,035 ",," 27,642 "," 216,792 "," 923,322,742 "," 23,536 "," 129,461 "," 502,849,830 "
