DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P3053,P3095,P3096,P3097,P3098,P3054,P3055,P469,CLASE_TE,COD_DEPTO,AREA,F_EXP
7558022,1,2,2,,1,,,1,3,1,1,70,70,15.0006303254501
7558025,1,1,3,,,1,,,,,1,70,70,16.0967705291501
7558026,1,1,3,,,1,,,,,1,70,70,14.9139464991296
7558030,1,1,1,1,,,,1,4,2,1,70,70,15.0006303254501
7558031,1,2,1,2,,,,1,1,1,1,70,70,5.93031291112125
7558031,1,3,3,,,1,,,,,1,70,70,5.93031291112125
7558034,1,2,3,,,1,,,,,1,70,70,12.9549526367012
7558045,1,1,4,,,,1,,,,1,73,73,23.2812216883469
7558046,1,3,2,,1,,,1,3,2,1,73,73,21.3026410616109
7558048,1,1,1,1,,,,1,3,1,1,73,73,22.7803200416381
7558051,1,1,3,,,1,,,,,1,73,73,28.4619874048067
7558064,1,2,1,2,,,,1,2,1,1,73,73,22.6672653536891
7558067,1,1,5,,,,,1,1,2,1,73,73,20.0938246059153
7558070,1,1,2,,1,,,1,3,1,1,73,73,19.973778093333
7558072,1,1,4,,,,1,,,,1,73,73,23.0785530531261
7558079,1,1,1,2,,,,1,4,1,1,73,73,18.9029663056392
7558081,1,1,3,,,1,,,,,1,73,73,31.3314755939286
7558081,1,3,3,,,1,,,,,1,73,73,31.3314755939286
7558097,1,1,1,1,,,,1,3,1,1,73,73,28.0478779916854
7558107,1,1,1,1,,,,1,3,1,1,73,73,17.5200667642947
7558111,1,4,1,1,,,,1,1,2,1,73,73,20.2241406790488
7558121,1,1,1,1,,,,1,1,1,1,73,73,21.8335395565819
7558134,1,2,1,2,,,,1,3,2,1,73,73,33.2116132669714
7558166,1,2,5,,,,,1,1,1,1,76,"",60.4923496035046
7558172,1,1,3,,,1,,,,,1,76,76,118.052482341704
7558173,1,1,2,,1,,,1,3,1,1,76,76,73.7563426315908
7558173,1,2,2,,1,,,1,3,1,1,76,76,73.7563426315908
7558174,1,1,1,2,,,,1,1,2,1,76,76,68.1521768071166
7558191,1,1,2,,1,,,1,3,1,1,76,76,104.74779481684
7558195,1,1,1,2,,,,1,3,2,1,76,76,67.8963491180496
7558197,1,3,5,,,,,1,3,1,1,76,76,97.3301696383032
7558198,2,1,3,,,1,,,,,1,76,76,187.090492918249
7558218,1,1,3,,,1,,,,,1,76,76,176.310442655425
7558221,1,1,5,,,,,1,1,1,1,76,76,86.1189393145961
7558221,1,2,1,2,,,,1,1,2,1,76,76,86.1189393145961
7558222,1,1,4,,,,2,1,,1,1,76,76,96.9091339687461
7558223,1,2,5,,,,,1,3,2,1,76,76,117.474751207722
7558224,1,2,1,2,,,,1,4,1,1,76,76,121.440170805374
7558225,1,2,5,,,,,3,1,1,1,76,76,89.1549189138916
7558228,1,1,1,2,,,,1,1,2,1,76,76,89.2310173692129
7558254,1,1,3,,,1,,,,,1,76,76,63.0990765682291
7558255,1,1,3,,,1,,,,,1,76,76,60.178273563464
7558261,1,2,1,2,,,,1,4,2,1,76,76,89.0558242790609
7558270,1,1,5,,,,,1,3,1,1,76,76,157.678616993286
7558272,1,2,3,,,1,,,,,1,76,76,118.142741154678
7558273,1,1,3,,,1,,,,,1,76,76,119.36084989003
7558275,1,1,5,,,,,1,1,1,1,76,76,13.4538811335348
7558282,1,1,1,2,,,,1,4,2,1,76,76,83.2387754322129
7558284,1,2,1,2,,,,1,4,1,1,76,76,72.3011170198332
7558285,1,2,3,,,1,,,,,1,76,76,10.1559994665036
7558299,1,2,4,,,,1,,,,1,76,76,14.7498510478254
7558312,1,2,2,,4,,,1,3,1,1,76,76,13.8407973807299
7558324,1,1,2,,1,,,1,3,1,1,76,76,9.59188643490054
7558327,2,2,1,2,,,,1,4,2,1,76,76,120.705991764641
7558337,1,2,1,2,,,,1,3,1,1,76,76,113.06065629687
7558337,1,3,5,,,,,1,1,1,1,76,76,113.06065629687
7558338,1,1,3,,,1,,,,,1,76,76,163.460272281913
7558340,2,1,2,,2,,,1,4,1,1,76,76,89.2499679502163
7558343,1,2,1,2,,,,1,4,1,1,76,76,79.6568500421181
7558343,1,3,1,2,,,,1,4,1,1,76,76,79.6568500421181
7558346,1,1,4,,,,1,,,,1,76,76,75.7833237361134
7558349,1,1,1,2,,,,1,4,1,1,76,76,96.7378897546653
7558358,1,1,2,,2,,,1,4,1,1,76,76,85.7060860826652
7558358,1,3,2,,3,,,1,3,1,1,76,76,85.7060860826652
7558359,1,3,3,,,1,,,,,1,76,76,88.3520540055642
7558361,1,1,1,2,,,,1,3,1,1,76,76,56.6976511537618
7558362,1,2,3,,,1,,,,,1,76,76,104.315161008414
7558367,1,1,3,,,2,,,,,1,76,76,67.7803841424947
7558371,1,2,1,2,,,,1,4,2,1,76,76,93.6592727322873
7558425,1,1,5,,,,,1,1,1,1,88,88,4.97905123500497
7558427,1,1,6,,,,,,,,1,88,88,6.58350570292157
7558429,1,2,1,2,,,,1,3,1,1,88,88,3.83386945095382
7558433,1,4,5,,,,,1,1,1,1,88,88,4.99084228727738
7558435,1,1,2,,2,,,1,3,1,1,88,88,3.23243426414857
7558556,1,1,3,,,1,,,,,1,08,"",95.7127332570115
7558559,1,1,1,2,,,,1,1,2,1,08,"",79.0780955156813
7558560,1,1,1,2,,,,1,1,2,1,08,"",91.6504783154585
7558560,1,4,4,,,,1,,,,1,08,"",91.6504783154585
7558562,1,1,5,,,,,1,3,2,1,08,"",120.855546323694
7558563,1,1,1,2,,,,1,1,2,1,08,"",144.917778292448
7558566,1,2,1,2,,,,1,1,2,1,08,"",85.0743449932939
7558567,1,2,1,2,,,,1,3,2,1,08,"",122.961949177373
7558569,1,5,2,,1,,,1,4,1,1,08,"",108.053972241952
7558570,1,3,1,2,,,,1,1,2,1,08,"",104.919520783316
7558574,1,3,1,2,,,,1,4,2,1,08,"",88.8191433913838
7558574,1,4,5,,,,,1,1,2,1,08,"",88.8191433913838
7558577,1,1,1,2,,,,1,1,2,1,08,"",134.389311820589
7558577,1,2,2,,1,,,1,1,1,1,08,"",134.389311820589
7558578,1,1,2,,4,,,1,3,1,1,08,"",88.2595833294429
7558579,1,1,2,,1,,,1,1,1,1,08,"",112.212524813229
7558580,1,2,1,2,,,,1,4,2,1,08,"",75.5192427817798
7558585,1,1,1,1,,,,1,3,1,1,08,"",464.741361021005
7558596,1,1,3,,,1,,,,,1,08,"",165.235824811099
7558600,1,1,5,,,,,1,1,1,1,08,"",228.770607718033
7558603,1,1,1,2,,,,1,1,2,2,08,"",42.6193922815019
7558613,1,1,1,1,,,,1,4,1,2,08,"",34.8704118666834
7558615,1,4,3,,,1,,,,,2,08,"",28.008476011061
7558624,1,1,3,,,1,,,,,1,08,"",271.422173971066
7558656,1,1,2,,1,,,1,3,1,1,08,"",183.806014755828
7558659,1,1,1,2,,,,1,4,1,2,44,"",78.8171051935608
7558667,1,2,5,,,,,1,1,1,2,44,"",53.6911168669807
7558670,1,1,7,,,,,1,5,2,2,44,"",61.3148423300262
7558685,1,2,1,2,,,,1,1,2,1,47,"",100.159002480847
7558685,1,3,4,,,,1,,,,1,47,"",100.159002480847
7558688,1,1,1,2,,,,1,1,2,1,47,"",66.7670805025887
7558691,1,1,3,,,1,,,,,1,47,"",82.4768415413064
7558693,1,1,1,2,,,,1,1,2,1,47,"",71.8835834624107
7558695,1,1,4,,,,1,,,,1,47,"",98.9186462013061
7558696,1,3,2,,1,,,1,3,1,1,47,"",74.7060281366972
7558704,1,2,4,,,,1,,,,1,47,"",103.601793210185
7558710,1,3,5,,,,,1,1,2,1,47,"",85.3061322717044
7558737,1,1,3,,,1,,,,,2,47,"",202.44347379501
7558739,1,1,1,1,,,,1,1,1,2,47,"",117.005068637165
7558741,1,1,7,,,,,1,1,2,2,47,"",208.428889554044
7558742,1,1,7,,,,,1,1,2,2,47,"",169.76966858816
7558745,1,2,7,,,,,1,1,2,2,47,"",143.987571600878
7558746,1,1,7,,,,,1,1,2,2,47,"",95.64366654265
7558750,1,1,7,,,,,1,1,2,2,47,"",84.2436494187587
7558752,1,2,7,,,,,1,1,2,2,47,"",159.578146239117
7558757,1,1,1,2,,,,1,1,2,1,47,"",98.6144868253923
7558759,1,1,1,2,,,,1,1,2,1,47,"",74.8195473321592
7558759,1,2,4,,,,1,,,,1,47,"",74.8195473321592
7558762,1,1,1,2,,,,1,4,2,1,47,"",96.2193485519241
7558762,1,2,4,,,,1,,,,1,47,"",96.2193485519241
7558768,1,3,1,2,,,,1,4,2,2,47,"",107.696361908187
7558772,1,2,3,,,1,,,,,2,47,"",101.116896699887
7558778,1,1,1,1,,,,1,3,1,2,47,"",190.283964019336
7558779,1,1,2,,1,,,1,1,2,2,47,"",177.856879163053
7558788,1,1,2,,1,,,1,1,1,1,47,"",98.6072618748075
7558789,1,1,1,2,,,,1,4,2,1,47,"",93.6351494686224
7558789,1,2,3,,,1,,,,,1,47,"",93.6351494686224
7558790,1,1,5,,,,,1,1,1,1,47,"",134.594027518742
7558793,1,1,7,,,,,1,4,2,2,47,"",153.668343596878
7558795,1,2,7,,,,,1,1,2,2,47,"",153.688802763314
7558797,1,1,7,,,,,1,4,2,2,47,"",126.76311425248
7558828,1,1,4,,,,1,,,,1,47,"",102.135918937648
7558829,1,1,4,,,,1,,,,1,47,"",58.0798225162496
7558830,1,5,1,2,,,,1,4,2,1,47,"",53.5234355738903
7558836,1,1,1,2,,,,1,4,2,1,47,"",52.3463601319781
7558839,1,4,3,,,1,,,,,1,47,"",79.4616419242078
7558840,1,1,2,,1,,,1,1,1,1,47,"",79.4303041758084
7558842,1,1,1,2,,,,1,4,2,1,47,"",88.2308181062496
7558844,1,1,3,,,1,,,,,1,47,"",80.5840458090711
7558845,1,1,1,2,,,,1,2,2,1,47,"",66.0577726127068
7558845,1,2,1,2,,,,1,2,1,1,47,"",66.0577726127068
7558848,1,1,5,,,,,1,1,2,1,47,"",99.34841353467
7558848,1,2,1,2,,,,1,4,2,1,47,"",99.34841353467
7558849,1,1,1,2,,,,1,1,1,1,47,"",92.8706087013786
7558850,1,1,3,,,2,,,,,1,47,"",94.6259058662227
7558851,1,1,5,,,,,1,1,2,1,47,"",91.1260103017857
7558852,1,1,5,,,,,1,1,2,1,47,"",86.6190965253393
7558852,1,2,1,2,,,,1,2,2,1,47,"",86.6190965253393
7558854,1,8,1,2,,,,1,1,2,1,47,"",45.5031184652049
7558855,1,1,3,,,1,,,,,1,47,"",92.3639248908566
7558857,1,3,3,,,1,,,,,1,47,"",79.3928067013715
7558858,1,1,1,2,,,,1,1,2,1,47,"",98.0097004961713
7558858,1,2,1,2,,,,1,1,1,1,47,"",98.0097004961713
7558859,1,1,5,,,,,1,1,2,1,47,"",108.986022342191
7558860,1,1,3,,,2,,,,,1,47,"",110.999827055735
7558862,1,1,1,2,,,,1,4,2,1,47,"",89.1779930271542
7558864,1,3,1,2,,,,1,1,2,1,47,"",117.888084243544
7558865,1,1,5,,,,,1,1,2,1,47,"",150.335795225913
7558865,1,2,1,2,,,,1,4,2,1,47,"",150.335795225913
7558867,1,1,4,,,,1,,,,1,47,"",64.8623154621633
7558870,1,3,5,,,,,1,1,2,1,47,"",48.87990053995
7558871,1,1,1,2,,,,1,1,2,1,47,"",46.8698117834732
7558871,1,2,5,,,,,1,3,2,1,47,"",46.8698117834732
7558872,1,2,5,,,,,1,1,2,1,47,"",75.9534484374342
7558875,1,1,6,,,,,,,,1,47,"",83.3710693144537
7558875,1,2,1,2,,,,1,1,1,1,47,"",83.3710693144537
7558876,1,1,5,,,,,1,1,2,1,47,"",89.2221718168843
7558886,1,1,1,1,,,,1,1,2,1,47,"",85.9667596115817
7558893,1,1,5,,,,,1,1,1,2,47,"",69.0569854325002
7558894,1,1,5,,,,,1,1,2,2,47,"",74.8050382183278
7558894,1,2,1,2,,,,1,1,2,2,47,"",74.8050382183278
7558895,1,1,4,,,,1,,,,2,47,"",59.1553227792901
7558896,1,2,2,,1,,,1,3,1,2,47,"",59.2625690761622
7558896,1,3,3,,,2,,,,,2,47,"",59.2625690761622
7558896,1,4,5,,,,,1,1,2,2,47,"",59.2625690761622
7558900,1,1,7,,,,,1,1,2,2,47,"",93.9714595140027
7558901,1,1,1,1,,,,1,1,2,2,47,"",59.1249993383974
7558901,1,2,7,,,,,1,1,2,2,47,"",59.1249993383974
7558903,1,2,4,,,,1,,,,2,47,"",111.276548922736
7558905,1,1,7,,,,,1,4,2,2,47,"",99.5162137432652
7558908,1,1,3,,,1,,,,,2,47,"",101.22396974771
7558910,1,1,4,,,,1,,,,2,47,"",103.996346862341
7558912,1,2,5,,,,,1,1,1,1,47,"",73.5132913788717
7558913,1,2,7,,,,,1,1,2,1,47,"",55.7750829612192
7558914,1,1,4,,,,1,,,,1,47,"",79.2299397496577
7558915,1,1,4,,,,1,,,,1,47,"",76.1585480164558
7558915,1,6,4,,,,1,,,,1,47,"",76.1585480164558
7558920,1,1,5,,,,,1,3,2,1,47,"",80.6143487438173
7558922,1,1,1,2,,,,1,1,2,1,47,"",62.5462525636377
7558923,1,1,7,,,,,1,1,2,1,47,"",50.0224130923412
7558923,2,1,3,,,1,,,,,1,47,"",50.0224130923412
7558923,3,1,7,,,,,1,1,2,1,47,"",50.0224130923412
7558924,1,1,1,2,,,,1,1,2,1,47,"",52.0236270132466
7558925,1,4,7,,,,,1,1,2,1,47,"",35.8379340365792
7558926,1,1,7,,,,,1,1,2,1,47,"",66.4702211575068
7558926,1,2,1,2,,,,1,1,1,1,47,"",66.4702211575068
7558928,1,2,1,2,,,,1,1,2,1,47,"",52.1100429552086
7558933,1,1,3,,,1,,,,,2,47,"",179.682052592007
7558933,1,2,1,2,,,,1,1,2,2,47,"",179.682052592007
7558935,1,2,4,,,,1,,,,2,47,"",157.146832680714
7558937,1,1,3,,,1,,,,,2,47,"",215.337082213253
7558937,1,3,4,,,,1,,,,2,47,"",215.337082213253
7558939,1,3,4,,,,1,,,,2,47,"",176.287327021024
7558941,1,2,7,,,,,1,4,2,2,47,"",60.6495643003571
7558943,1,1,1,2,,,,1,4,2,2,47,"",96.7317052592744
7558951,1,1,1,1,,,,1,1,2,2,47,"",121.89689670954
7558953,1,3,4,,,,1,,,,2,47,"",96.6701640929991
7558960,1,1,2,,1,,,1,1,1,2,47,"",59.8060145015196
7558963,1,1,1,2,,,,1,1,2,2,47,"",55.2295226444642
7558963,1,2,1,1,,,,1,1,1,2,47,"",55.2295226444642
7558964,1,1,1,1,,,,1,1,2,2,47,"",36.9610620872766
7558964,1,2,1,1,,,,1,1,2,2,47,"",36.9610620872766
7558965,1,1,4,,,,1,,,,2,47,"",63.0318512645416
7558965,1,2,1,1,,,,1,1,1,2,47,"",63.0318512645416
7558966,1,1,7,,,,,1,3,2,2,47,"",97.6360580424134
7558967,1,1,1,2,,,,1,1,1,2,47,"",50.4811885268088
7558971,1,1,7,,,,,1,3,2,2,47,"",79.4277172884385
7558971,1,2,1,2,,,,1,1,2,2,47,"",79.4277172884385
7558977,1,1,7,,,,,1,1,1,2,41,"",63.485515589315
7558979,1,2,7,,,,,1,1,2,2,41,"",117.002156661429
7558981,1,2,7,,,,,1,1,1,2,41,"",53.6299451349784
7558983,1,1,1,1,,,,1,1,1,2,41,"",72.2742448371699
7558986,1,1,7,,,,,1,1,1,2,41,"",72.2742448371699
7558988,1,1,7,,,,,1,1,1,2,41,"",108.921340029411
7558989,1,1,7,,,,,1,1,1,2,41,"",185.33185538941
7558991,1,1,7,,,,,1,1,1,2,41,"",103.9922337976
7558992,1,1,7,,,,,1,1,1,2,41,"",111.532940766738
7558994,1,1,7,,,,,1,2,1,2,41,"",137.021447602213
7559008,1,1,7,,,,,1,1,1,1,41,"",146.238237494851
7559020,1,1,2,,1,,,1,1,1,1,41,"",35.6590564878564
7559032,1,1,7,,,,,1,1,1,2,41,"",72.2742448371699
7559037,1,1,1,1,,,,1,1,1,2,41,"",130.362859707523
7559038,1,1,7,,,,,1,1,1,2,41,"",93.1108123875118
7559039,1,1,7,,,,,1,1,1,2,41,"",117.092773930568
7559043,1,2,5,,,,,1,1,2,1,41,"",52.4464793489405
7559050,1,2,1,1,,,,1,1,1,1,41,"",115.086334144006
7559060,1,1,7,,,,,1,3,1,1,41,"",31.9653536841133
7559063,1,2,2,,1,,,1,3,1,1,41,"",58.3454667954626
7559065,1,1,5,,,,,1,1,1,1,41,"",68.0414362610045
7559065,1,2,1,1,,,,1,3,1,1,41,"",68.0414362610045
7559066,1,1,2,,1,,,1,3,1,1,41,"",70.5397145930031
7559071,1,1,1,1,,,,1,3,2,1,41,"",41.1687067196402
7559079,1,1,7,,,,,1,1,1,2,41,"",56.4878976127991
7559082,1,1,7,,,,,1,1,1,2,41,"",41.4079848927741
7559084,1,2,3,,,1,,,,,2,41,"",77.3490882099648
7559086,1,1,1,2,,,,1,3,2,2,41,"",70.6098720159989
7559090,1,3,8,,,,,,,,2,41,"",88.5507354549394
7559091,1,2,2,,1,,,1,1,1,2,41,"",45.1975583310145
7559092,1,1,1,1,,,,1,3,1,2,41,"",60.0787154121363
7559092,1,2,3,,,1,,,,,2,41,"",60.0787154121363
7559093,1,1,1,2,,,,1,3,2,2,41,"",108.628216794238
7559102,1,1,7,,,,,1,1,1,2,41,"",28.2999125038722
7559103,1,1,7,,,,,1,5,1,2,41,"",23.2369194446732
7559108,1,1,7,,,,,1,4,2,2,41,"",44.0740723687237
7559111,1,2,7,,,,,2,2,1,2,41,"",46.5539051270867
7559161,1,1,7,,,,,1,1,1,2,41,"",99.4592019019315
7559193,1,1,2,,1,,,1,3,1,1,41,"",117.272176363146
7559210,1,1,1,1,,,,1,3,1,1,41,"",90.8416557023467
7559250,1,1,7,,,,,1,3,2,1,15,"",343.481329475338
7559253,1,1,1,1,,,,1,1,2,1,68,"",125.257679495577
7559254,1,1,1,2,,,,1,1,2,1,68,"",31.6198760325094
7559254,1,2,3,,,1,,,,,1,68,"",31.6198760325094
7559256,1,1,7,,,,,1,1,2,2,68,"",122.914511676183
7559257,1,1,7,,,,,1,1,1,2,68,"",175.633685910679
7559257,1,2,7,,,,,1,3,2,2,68,"",175.633685910679
7559257,1,3,7,,,,,1,4,2,2,68,"",175.633685910679
7559259,1,1,7,,,,,1,6,2,2,68,"",85.0326534352427
7559260,1,1,7,,,,,1,4,2,2,68,"",110.874440032313
7559262,1,1,7,,,,,1,1,2,2,68,"",214.864005354743
7559265,1,1,7,,,,,1,1,2,2,68,"",181.669646586355
7559267,1,1,7,,,,,1,1,2,2,68,"",94.9720870888154
7559270,1,2,7,,,,,1,4,1,2,68,"",58.0012062505348
7559271,1,1,7,,,,,1,1,1,2,68,"",99.7309829910102
7559272,1,1,7,,,,,1,4,1,2,68,"",102.263519153627
7559274,1,1,7,,,,,1,4,2,2,68,"",94.9720870888154
7559275,1,1,7,,,,,1,1,1,2,68,"",85.3006377738612
7559276,1,1,6,,,,,,,,2,68,"",80.6798360463044
7559276,1,2,7,,,,,1,4,2,2,68,"",80.6798360463044
7559278,1,1,3,,,2,,,,,2,68,"",62.7405839614892
7559279,1,1,2,,1,,,1,3,1,2,68,"",144.790530708762
7559281,1,1,1,2,,,,1,4,2,2,68,"",47.6061176887807
7559283,1,1,7,,,,,1,3,1,2,68,"",145.781843213838
7559284,1,1,5,,,,,1,1,1,2,68,"",50.5251805195673
7559290,1,1,7,,,,,1,1,2,2,68,"",16.3039423567737
7559294,1,1,7,,,,,1,1,2,2,68,"",9.52595190677219
7559295,1,4,7,,,,,1,1,2,2,68,"",9.84141888134944
7559296,1,1,7,,,,,1,1,2,2,68,"",6.99180580484542
7559300,1,1,1,1,,,,1,1,2,2,68,"",6.58785830312203
7559301,1,1,1,1,,,,1,4,1,2,68,"",12.3755649832762
7559301,1,2,2,,1,,,1,3,1,2,68,"",12.3755649832762
7559312,1,1,7,,,,,1,4,1,2,68,"",96.6941982194012
7559312,1,3,8,,,,,,,,2,68,"",96.6941982194012
7559314,1,1,7,,,,,1,1,1,2,68,"",131.731716713406
7559317,1,1,7,,,,,1,4,1,2,68,"",93.6424308959257
7559319,1,1,7,,,,,1,1,2,2,68,"",106.091053259532
7559320,1,1,7,,,,,1,1,2,2,68,"",133.530212209606
7559321,1,1,7,,,,,1,1,2,2,68,"",115.520268478297
7559321,1,2,8,,,,,,,,2,68,"",115.520268478297
7559321,1,3,8,,,,,,,,2,68,"",115.520268478297
7559322,1,2,7,,,,,1,1,2,2,68,"",228.403490439344
7559323,1,1,8,,,,,,,,2,68,"",77.8681279605053
7559324,1,2,8,,,,,,,,2,68,"",264.562463474099
7559328,1,2,7,,,,,1,1,1,2,68,"",106.091053259532
7559329,1,1,8,,,,,,,,2,68,"",138.332577514435
7559330,1,2,1,1,,,,1,1,2,2,68,"",145.754821029107
7559340,1,1,1,1,,,,1,4,1,2,76,"",157.900697964654
7559341,1,1,5,,,,,1,1,2,2,76,"",199.995592870575
7559341,2,1,3,,,2,,,,,2,76,"",199.995592870575
7559345,1,1,3,,,2,,,,,2,76,"",85.7510954330168
7559348,1,1,2,,4,,,1,1,1,2,76,"",141.292087436436
7559349,1,2,1,1,,,,1,3,1,1,76,"",347.150121309976
7559358,1,1,6,,,,,,,,1,76,"",375.801915603169
7559358,1,2,1,2,,,,1,4,2,1,76,"",375.801915603169
7559363,1,1,3,,,2,,,,,1,76,"",132.870004996888
7559374,1,1,3,,,1,,,,,2,76,"",168.935639743873
7559378,1,1,1,1,,,,1,1,1,1,76,"",153.12086051872
7559380,1,1,3,,,1,,,,,2,76,"",35.2594115672672
7559381,1,2,1,1,,,,1,1,1,2,76,"",12.6422322419575
7559382,1,1,1,2,,,,1,1,2,2,76,"",33.2218462068826
7559383,1,1,1,1,,,,1,4,2,2,76,"",12.6422322419575
7559383,1,2,1,2,,,,1,1,2,2,76,"",12.6422322419575
7559384,1,1,1,2,,,,1,4,2,2,76,"",33.2218462068826
7559392,1,1,1,1,,,,1,1,1,1,76,"",242.304952284789
7559394,1,2,5,,,,,1,1,1,2,52,"",217.034626133271
7559395,1,1,5,,,,,1,1,1,2,52,"",257.662562123431
7559397,1,1,2,,1,,,1,3,1,2,52,"",293.775893447385
7559399,1,1,6,,,,,,,,2,52,"",96.9319648337366
7559399,1,3,5,,,,,1,1,1,2,52,"",96.9319648337366
7559401,1,1,2,,1,,,1,1,1,2,52,"",219.108013654555
7559402,1,1,2,,1,,,1,3,1,2,52,"",73.4439733618462
7559406,1,1,3,,,2,,,,,2,52,"",145.705433156469
7559406,1,5,3,,,2,,,,,2,52,"",145.705433156469
7559407,1,1,3,,,2,,,,,2,52,"",241.149584592523
7559407,1,2,1,1,,,,1,1,1,2,52,"",241.149584592523
7559408,1,1,7,,,,,1,1,1,2,52,"",81.6044148464958
7559408,1,2,1,1,,,,1,1,1,2,52,"",81.6044148464958
7559409,1,2,1,1,,,,1,4,1,2,52,"",81.6044148464958
7559410,1,2,1,1,,,,1,4,1,2,52,"",103.051011871906
7559410,1,3,1,1,,,,1,4,1,2,52,"",103.051011871906
7559413,1,1,7,,,,,1,1,1,2,52,"",123.559360842206
7559413,1,2,1,1,,,,1,1,2,2,52,"",123.559360842206
7559414,1,1,3,,,2,,,,,2,52,"",81.6044148464958
7559414,1,2,3,,,2,,,,,2,52,"",81.6044148464958
7559416,1,1,7,,,,,1,1,1,2,52,"",123.559360842206
7559416,1,2,1,1,,,,1,1,1,2,52,"",123.559360842206
7559418,1,1,3,,,1,,,,,1,17,"",82.6484609778965
7559419,1,2,1,2,,,,1,1,2,1,17,"",119.858414448631
7559420,1,1,5,,,,,1,1,2,1,17,"",173.253249771617
7559420,1,2,1,1,,,,1,3,1,1,17,"",173.253249771617
7559422,1,1,2,,1,,,1,3,1,1,17,"",72.4945324661745
7559436,1,1,3,,,1,,,,,1,17,"",109.433626401748
7559437,1,1,2,,4,,,1,4,1,1,17,"",78.8081164919665
7559438,1,1,2,,4,,,1,4,1,1,17,"",90.8773225769555
7559438,1,2,3,,,1,,,,,1,17,"",90.8773225769555
7559441,1,1,1,2,,,,1,3,2,1,17,"",82.6484609778965
7559441,1,2,4,,,,2,1,,1,1,17,"",82.6484609778965
7559443,1,1,5,,,,,1,1,2,1,17,"",75.7261632631729
7559451,1,1,1,2,,,,1,3,1,1,17,"",118.446596047421
7559452,1,1,1,2,,,,1,1,2,1,17,"",193.379162776516
7559464,1,2,2,,1,,,1,4,1,1,17,"",67.071381091566
7559471,1,1,7,,,,,1,1,2,2,17,"",119.692333107363
7559476,1,1,7,,,,,1,1,2,2,17,"",17.1657770828173
7559478,1,1,7,,,,,1,1,2,2,17,"",34.2733444033489
7559482,1,1,5,,,,,1,1,1,2,17,"",29.3325113044884
7559494,1,1,1,2,,,,1,5,2,2,17,"",37.7006788436838
7559495,1,2,1,2,,,,1,1,2,2,17,"",6.6236846182561
7559503,1,1,1,1,,,,1,1,1,2,17,"",9.90736359346652
7559505,1,1,2,,1,,,1,1,1,2,17,"",8.27960577282012
7559508,1,1,2,,1,,,1,1,1,2,17,"",9.33047714277045
7559514,1,1,2,,4,,,1,3,1,2,17,"",10.2198659749536
7559549,1,1,2,,2,,,1,4,1,1,63,"",21.5679824893818
7559564,1,2,5,,,,,1,4,1,1,73,"",129.707027058762
7559568,1,1,1,2,,,,1,1,1,1,73,"",126.223641191604
7559577,1,1,1,1,,,,1,1,1,1,73,"",123.297139566285
7559584,1,1,1,1,,,,1,3,1,1,73,"",42.0406234633743
7559595,1,1,7,,,,,1,1,1,2,73,"",62.1588999075726
7559595,1,3,2,,4,,,1,4,1,2,73,"",62.1588999075726
7559600,1,1,7,,,,,1,1,1,2,73,"",51.0383680417435
7559603,1,1,3,,,1,,,,,2,73,"",51.0383680417435
7559613,1,1,7,,,,,1,5,1,2,73,"",50.0145219191817
7559617,1,1,3,,,1,,,,,2,73,"",65.7526608822558
7559639,1,1,7,,,,,1,5,1,2,73,"",38.8244852625746
7559640,1,1,3,,,1,,,,,2,73,"",27.9138702072087
7559641,1,1,7,,,,,1,5,1,2,73,"",47.6545582786095
7559645,1,1,7,,,,,1,5,1,2,73,"",23.8677473305116
7559649,1,2,1,2,,,,1,4,1,2,73,"",43.6362239232446
7559655,1,2,3,,,1,,,,,2,73,"",48.7351225264356
7559659,1,1,1,2,,,,1,4,1,2,73,"",87.2522804745141
7559659,1,5,8,,,,,,,,2,73,"",87.2522804745141
7559661,1,1,7,,,,,1,1,1,2,73,"",104.187089141014
7559662,1,1,7,,,,,1,1,1,2,73,"",75.0919924247968
7559664,1,1,7,,,,,1,1,1,2,73,"",92.0888903167429
7559665,1,1,8,,,,,,,,1,73,"",167.545302489055
7559668,1,1,2,,1,,,1,3,1,1,73,"",197.305870624904
7559669,1,1,1,2,,,,1,1,1,1,73,"",186.715645831324
7559675,1,1,4,,,,1,,,,1,73,"",90.1031830856658
7559678,1,3,8,,,,,,,,1,73,"",74.2907292268842
7559679,1,1,3,,,1,,,,,1,73,"",100.34330426075
7559682,1,1,1,2,,,,1,1,1,1,73,"",92.3551199109327
7559682,1,2,8,,,,,,,,1,73,"",92.3551199109327
7559686,1,1,1,2,,,,1,1,1,1,73,"",61.7021389965844
7559689,1,1,7,,,,,1,5,1,2,73,"",86.8770404122332
7559689,1,2,1,1,,,,1,5,1,2,73,"",86.8770404122332
7559690,1,1,3,,,1,,,,,2,73,"",82.9960865515112
7559690,1,2,1,1,,,,1,3,1,2,73,"",82.9960865515112
7559691,1,1,7,,,,,1,1,1,2,73,"",102.853914900403
7559694,1,1,7,,,,,1,1,1,2,73,"",121.089246276303
7559695,1,1,7,,,,,1,5,1,2,73,"",98.867928820762
7559696,1,1,7,,,,,1,1,1,2,73,"",41.491723322067
7559700,1,1,7,,,,,1,4,2,2,73,"",126.893590629127
