,Sector,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Costos financieros,Ingreso (gasto) por impuestos,Ganancia (pérdida),Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,Activos corrientes totales,Propiedades planta y equipo,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,Pasivos por impuestos corrientes corriente,Otros pasivos financieros corrientes,Pasivos corrientes totales,Total de pasivos no corrientes,Total pasivos,Capital emitido,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
32412,C,1671136.0,1226689.0,444447.0,0.0,0.0,444609.0,0.0,61898.0,8632.0,-64956.0,4569.0,1707829.0,155120.0,1867518.0,1233347.0,1301101.0,3168619.0,146860.0,146860.0,1286433.0,397998.0,0.0,1995510.0,991434.0,2986944.0,200000.0,1000.0,-19325.0,181675.0,3168619.0
32444,C,16280728.0,11448351.0,4832377.0,246629.0,2576186.0,1433914.0,111596.0,614293.0,71399.0,411152.0,1155169.0,5410011.0,6537125.0,13473922.0,6166908.0,6178394.0,19652316.0,595584.0,595584.0,2073817.0,457882.0,2896176.0,6536355.0,986609.0,7522964.0,606000.0,645000.0,10878352.0,12129352.0,19652316.0
32604,C,57257672.0,40323154.0,16934518.0,801021.0,6344537.0,3463954.0,649505.0,1338708.0,2489409.0,3973195.0,2005543.0,16607869.0,22824278.0,42295419.0,1529494.0,3355654.0,45651073.0,485379.0,485379.0,12595445.0,1054793.0,2938328.0,17784597.0,7410453.0,25195050.0,51640.0,1483712.0,17455911.0,20456023.0,45651073.0
32648,C,16258661.0,12153560.0,4105101.0,301105.0,1825666.0,1259462.0,24892.0,724384.0,-361122.0,1054525.0,217111.0,4510637.0,2367454.0,8120754.0,9304138.0,9676903.0,17797657.0,353078.0,711495.0,2749463.0,51568.0,4685531.0,8198057.0,3345706.0,11543763.0,937000.0,197325.0,3330973.0,6253894.0,17797657.0
32656,C,15681740.0,10737840.0,4943900.0,46169.0,737370.0,2587861.0,31188.0,111563.0,563682.0,1016861.0,1991086.0,1583240.0,1730011.0,5324416.0,1737805.0,2107147.0,7431563.0,92870.0,92870.0,929940.0,554720.0,483559.0,2165174.0,879164.0,3044338.0,150000.0,1796937.0,2333553.0,4387225.0,7431563.0
32680,C,18240004.0,13746485.0,4493519.0,72066.0,1206849.0,1492945.0,91331.0,181664.0,579808.0,1092625.0,1160979.0,3452675.0,4533482.0,9234244.0,5103760.0,5103760.0,14338004.0,258819.0,258819.0,1488368.0,393394.0,11231.0,2159062.0,3364861.0,5523923.0,130500.0,269587.0,5735434.0,8814081.0,14338004.0
32684,C,6025868.0,4508007.0,1517861.0,190518.0,792104.0,848806.0,793058.0,669548.0,12453.0,-1407451.0,28447.0,1383890.0,785515.0,2396452.0,781736.0,922891.0,3319343.0,112312.0,112312.0,1203177.0,163711.0,16845.0,1507960.0,1203732.0,2711692.0,1500000.0,194728.0,-1234100.0,607651.0,3319343.0
32688,C,26715000.0,24506000.0,2209000.0,194000.0,3000.0,2019000.0,14000.0,113000.0,245000.0,16000.0,528000.0,4482000.0,720000.0,7432000.0,3656000.0,3687000.0,11119000.0,701000.0,701000.0,3085000.0,1276000.0,205000.0,5267000.0,746000.0,6013000.0,1466000.0,1151000.0,775000.0,5106000.0,11119000.0
32704,C,10696471.0,7538845.0,3157626.0,926278.0,654185.0,1855686.0,110267.0,830470.0,220037.0,413259.0,141629.0,4970163.0,1519280.0,7160026.0,2418549.0,2421259.0,9581285.0,331215.0,331215.0,1973946.0,381494.0,108793.0,2869638.0,3725934.0,6595572.0,1000000.0,161084.0,1824629.0,2985713.0,9581285.0
32716,C,11435366.0,9457206.0,1978160.0,73640.0,1367618.0,1458347.0,0.0,560425.0,-17.0,-1324815.0,441011.0,2359663.0,1199006.0,5030285.0,3190338.0,3257537.0,8287822.0,232847.0,297574.0,2082019.0,863912.0,519600.0,3998433.0,2199869.0,6198302.0,300000.0,106000.0,-250580.0,2089520.0,8287822.0
32748,C,20157235.0,15302401.0,4854834.0,0.0,1816331.0,1104579.0,0.0,1121360.0,289908.0,641830.0,16422.0,5124667.0,1609972.0,6782907.0,12824196.0,12824196.0,19607103.0,374865.0,374865.0,4814712.0,169354.0,2782300.0,8141231.0,3634748.0,11775979.0,50000.0,25000.0,7756124.0,7831124.0,19607103.0
32804,C,253994.0,0.0,253994.0,0.0,29526.0,148536.0,13750.0,0.0,18119.0,44063.0,15448.0,1082.0,0.0,16530.0,0.0,1988729.0,2005259.0,0.0,0.0,654.0,23233.0,0.0,23887.0,242437.0,266324.0,70000.0,34068.0,44063.0,1738935.0,2005259.0
32820,C,9189613.0,5430478.0,3759135.0,47152.0,1540210.0,1423302.0,16106.0,215530.0,227478.0,436042.0,502038.0,2969773.0,1995311.0,5485514.0,1197322.0,1286523.0,6772037.0,274107.0,274107.0,473281.0,192259.0,1277056.0,2216703.0,402873.0,2619576.0,1300800.0,569053.0,1804017.0,4152461.0,6772037.0
32860,C,27979463.0,17837217.0,10142246.0,654975.0,11538149.0,4167739.0,2019385.0,2488104.0,-565665.0,-8850491.0,3955942.0,4387060.0,5805830.0,15059734.0,39245921.0,39712326.0,54772060.0,798983.0,798983.0,22054241.0,730333.0,389717.0,24524131.0,10841369.0,35365500.0,22521800.0,5000.0,-3120240.0,19406560.0,54772060.0
32904,C,28219231.0,20677049.0,7542182.0,776373.0,1750278.0,2677136.0,396813.0,1027940.0,905989.0,1560399.0,864544.0,5917976.0,10615981.0,17457097.0,4690569.0,4870289.0,22327386.0,0.0,0.0,6980688.0,0.0,0.0,6980688.0,2628000.0,9608688.0,8000000.0,617172.0,4101526.0,12718698.0,22327386.0
33000,C,67705886.0,54199625.0,13506261.0,324048.0,3442958.0,2542028.0,5227236.0,1592530.0,558713.0,1108826.0,2812.0,14294794.0,7184570.0,21482176.0,14832722.0,14832722.0,36314898.0,546388.0,546388.0,17214052.0,553440.0,6703652.0,25175694.0,877958.0,26053652.0,430000.0,1530516.0,5207917.0,10261246.0,36314898.0
33032,C,9179625.0,3051144.0,6128481.0,278561.0,2540235.0,1953179.0,175233.0,55780.0,638200.0,1084946.0,949303.0,2900651.0,1178229.0,5040802.0,507416.0,547908.0,5588710.0,284986.0,284986.0,419106.0,433620.0,143793.0,1281505.0,706697.0,1988202.0,30000.0,498924.0,3071584.0,3600508.0,5588710.0
33040,C,9035856.0,7442168.0,1593688.0,912664.0,103490.0,285934.0,87057.0,71211.0,617975.0,1340685.0,1629397.0,2204826.0,0.0,3834223.0,10293439.0,11037207.0,14871430.0,169218.0,169218.0,1137451.0,850920.0,9166.0,2436268.0,1417767.0,3854035.0,6800000.0,1407524.0,1340685.0,11017395.0,14871430.0
33076,C,4095169.0,2423541.0,1671628.0,1920289.0,917457.0,914156.0,243257.0,553628.0,-104596.0,1077670.0,3072683.0,1324864.0,2251863.0,6649410.0,670646.0,681179.0,7330589.0,63605.0,63605.0,715033.0,1046975.0,660054.0,2485667.0,2874210.0,5359877.0,621560.0,310780.0,839345.0,1970712.0,7330589.0
33084,C,10177242.0,7353086.0,2824156.0,118005.0,774965.0,1544397.0,66010.0,551850.0,39446.0,-1265.0,5243.0,2884388.0,1930065.0,4942900.0,3752021.0,3752021.0,8694921.0,159358.0,159358.0,2539077.0,203451.0,3077868.0,5979754.0,114245.0,6093999.0,700001.0,184117.0,1716804.0,2600922.0,8694921.0
33136,C,5841498.0,4212780.0,1628718.0,37442.0,290969.0,915139.0,77727.0,93341.0,149066.0,162608.0,377871.0,1525530.0,884339.0,2824981.0,2212033.0,2212033.0,5037014.0,138624.0,138624.0,435078.0,186997.0,2846.0,771912.0,470280.0,1242192.0,146000.0,2366853.0,525614.0,3794822.0,5037014.0
33140,C,6109286.0,2881067.0,3228219.0,38494.0,419073.0,2967634.0,3544.0,87475.0,-26621.0,-184233.0,79232.0,1332497.0,28344.0,1702978.0,3838789.0,4440671.0,6143649.0,75363.0,75363.0,803788.0,495177.0,32858.0,1428486.0,839714.0,2268200.0,126000.0,64440.0,3685009.0,3875449.0,6143649.0
33264,C,9717621.0,6961714.0,2755907.0,244290.0,1255745.0,763744.0,369437.0,301987.0,178281.0,160583.0,255737.0,2956047.0,2815956.0,6458849.0,1201948.0,1231838.0,7690687.0,133500.0,334560.0,1374124.0,123148.0,2778512.0,4640197.0,1058860.0,5699057.0,150000.0,75000.0,1766630.0,1991630.0,7690687.0
33276,C,3533396.0,1201421.0,2331975.0,117248.0,1600809.0,613746.0,57180.0,103951.0,56395.0,22564.0,18737.0,906512.0,1524705.0,2573979.0,10083333.0,10197029.0,12771008.0,91710.0,91710.0,742421.0,54811.0,47320.0,982448.0,1729014.0,2711462.0,1200000.0,197155.0,8662391.0,10059546.0,12771008.0
33328,C,6416664.0,5300105.0,1116559.0,82025.0,968214.0,913074.0,42859.0,193900.0,25659.0,-934451.0,70879.0,1746630.0,2486550.0,4304059.0,17140116.0,22526823.0,26830882.0,300603.0,300603.0,499198.0,421321.0,435932.0,1723150.0,22248103.0,23971253.0,2400000.0,213144.0,246485.0,2859629.0,26830882.0
33336,C,32582427.0,18346286.0,14236141.0,480092.0,9350617.0,3870909.0,66503.0,593725.0,357206.0,491765.0,1790248.0,9353447.0,7004032.0,18472973.0,4540254.0,5096620.0,23569593.0,1185763.0,1185763.0,7076597.0,1363410.0,767539.0,10393309.0,437462.0,10830771.0,1500000.0,1122282.0,3911905.0,12738822.0,23569593.0
33340,C,5152784.0,4107811.0,1044973.0,132817.0,241799.0,366755.0,265202.0,217114.0,72408.0,14512.0,31179.0,1296332.0,6283031.0,7973414.0,608710.0,734376.0,8707790.0,0.0,0.0,473178.0,276016.0,2719435.0,3468629.0,430652.0,3899281.0,1400000.0,700000.0,1487796.0,4808509.0,8707790.0
33376,C,37276979.0,29714896.0,7562083.0,562969.0,2302973.0,1488843.0,0.0,1968901.0,938232.0,1868693.0,1354659.0,10797126.0,4791861.0,17170416.0,14281945.0,16782854.0,33953270.0,0.0,0.0,4531826.0,331608.0,1695917.0,7442712.0,10881389.0,18324101.0,742750.0,2444052.0,10832367.0,15629169.0,33953270.0
33392,C,6183177.0,4791532.0,1391645.0,144572.0,359706.0,820634.0,297651.0,0.0,41769.0,16457.0,113398.0,2335844.0,1377899.0,3860658.0,1619447.0,1719324.0,5579982.0,198947.0,198947.0,598691.0,185521.0,241659.0,1420792.0,917236.0,2338028.0,1580000.0,351757.0,1310197.0,3241954.0,5579982.0
33400,C,10910169.0,6652185.0,4257984.0,589263.0,2978899.0,1146717.0,874784.0,1326305.0,68382.0,-1545023.0,248576.0,1271751.0,5717889.0,7238216.0,8056213.0,8820645.0,16058861.0,473354.0,473354.0,2632354.0,1208416.0,5153019.0,9467143.0,1663684.0,11130827.0,3300000.0,661763.0,966271.0,4928034.0,16058861.0
33428,C,62003733.0,51314119.0,10689614.0,7453.0,3414579.0,1231452.0,870930.0,0.0,2340963.0,3363647.0,318562.0,8114032.0,6814002.0,15351048.0,8441501.0,10668346.0,26019394.0,292885.0,292885.0,2537684.0,436485.0,0.0,3267054.0,1966965.0,5234019.0,1349000.0,90560.0,19345815.0,20785375.0,26019394.0
33464,C,6833641.0,6336509.0,497132.0,9442.0,0.0,182431.0,97346.0,89153.0,136658.0,986.0,42105.0,2499279.0,763599.0,3369085.0,2250391.0,2250391.0,5619476.0,43182.0,93164.0,1558858.0,0.0,548413.0,2200435.0,1686949.0,3887384.0,291188.0,257400.0,1183504.0,1732092.0,5619476.0
33608,C,4321527.0,2793442.0,1528085.0,5014.0,466708.0,359438.0,194799.0,474054.0,0.0,39188.0,31282.0,1210019.0,283660.0,1708419.0,2340969.0,2340969.0,4049388.0,186060.0,186060.0,1593096.0,79183.0,283247.0,2215112.0,1478487.0,3693599.0,56900.0,226996.0,-611150.0,355789.0,4049388.0
33716,C,42541681.0,24456073.0,18085608.0,251618.0,14366955.0,1366390.0,130159.0,1357943.0,541932.0,967032.0,279789.0,8791976.0,3801581.0,13629402.0,3146424.0,3328323.0,16957725.0,487542.0,487542.0,6351575.0,454627.0,3253849.0,10599123.0,2717325.0,13316448.0,725000.0,606345.0,2123626.0,3641277.0,16957725.0
33724,C,6311201.0,5763588.0,547613.0,779279.0,185062.0,455910.0,157926.0,120587.0,197583.0,209824.0,63000.0,1392233.0,928452.0,2383685.0,8360104.0,8362092.0,10745777.0,160567.0,160567.0,1562620.0,945231.0,767745.0,3436163.0,792637.0,4228800.0,200000.0,1084876.0,4103376.0,6516977.0,10745777.0
33856,C,14204812.0,7798849.0,6405963.0,72259.0,3409212.0,1016802.0,489658.0,0.0,686247.0,1186981.0,407552.0,2639127.0,753118.0,4776814.0,3586666.0,3628316.0,8405130.0,159560.0,159560.0,1001784.0,629385.0,2593.0,1850263.0,2423698.0,4273961.0,2897240.0,676525.0,557404.0,4131169.0,8405130.0
34104,C,6100330.0,3941774.0,2158556.0,17534.0,560187.0,1247823.0,3822.0,131049.0,120041.0,139389.0,1018459.0,1658212.0,1550052.0,4488773.0,650515.0,1376650.0,5865423.0,117821.0,117821.0,136141.0,232671.0,129613.0,620628.0,1694558.0,2315186.0,2789717.0,423892.0,336628.0,3550237.0,5865423.0
34168,C,3004410.0,2819248.0,185162.0,349433.0,265125.0,673088.0,262210.0,115372.0,0.0,-781200.0,342.0,946690.0,71916.0,1193922.0,4848066.0,4848066.0,6041988.0,0.0,0.0,458006.0,42216.0,618832.0,1119640.0,0.0,1119640.0,200000.0,689146.0,4033202.0,4922348.0,6041988.0
34232,C,5326936.0,3430452.0,1896484.0,241338.0,753977.0,536722.0,154530.0,230302.0,195178.0,267113.0,41724.0,144145.0,628776.0,851365.0,7710945.0,7931815.0,8783180.0,218195.0,218195.0,803094.0,53014.0,292672.0,1544403.0,1770559.0,3314962.0,2000000.0,1000000.0,324620.0,5468218.0,8783180.0
34268,C,7232519.0,7011997.0,220522.0,4069.0,229186.0,1732990.0,69261.0,720412.0,709602.0,3372899.0,88556.0,6485665.0,15424.0,6815022.0,2857948.0,2865313.0,9680335.0,23286.0,23286.0,66200.0,598343.0,71365.0,1224572.0,559986.0,1784558.0,2400000.0,212200.0,5283577.0,7895777.0,9680335.0
34436,C,81070947.0,56166253.0,24904694.0,507717.0,17145296.0,4478787.0,255086.0,1903544.0,635937.0,996719.0,981629.0,7034254.0,5885006.0,16150852.0,27362314.0,27873943.0,44024795.0,787559.0,787559.0,7477676.0,0.0,5640927.0,14146209.0,14595326.0,28741535.0,4282430.0,256377.0,10744453.0,15283260.0,44024795.0
34748,C,9444225.0,6339529.0,3104696.0,132976.0,1640968.0,508557.0,93705.0,704171.0,136744.0,153527.0,61303.0,3063353.0,1414230.0,4725392.0,6520553.0,6546582.0,11271974.0,121600.0,121600.0,1539958.0,69724.0,1626494.0,3360699.0,3909986.0,7270685.0,400000.0,119503.0,374140.0,4001289.0,11271974.0
34940,C,8715500.0,5357336.0,3358164.0,57550.0,1455400.0,1064130.0,309718.0,0.0,0.0,586466.0,243355.0,1933732.0,215638.0,2591725.0,5685446.0,5816807.0,8408532.0,0.0,0.0,2204354.0,58122.0,1161670.0,3424146.0,524540.0,3948686.0,200000.0,188893.0,4070953.0,4459846.0,8408532.0
35036,C,9371044.0,5630182.0,3740862.0,25293.0,1248748.0,1412288.0,99861.0,86704.0,350141.0,663152.0,58156.0,3388631.0,694185.0,4701409.0,84197.0,84197.0,4785606.0,0.0,0.0,1471467.0,528777.0,222076.0,2222320.0,636218.0,2858538.0,265000.0,397986.0,977766.0,1927068.0,4785606.0
35160,C,221079.0,136127.0,84952.0,1415.0,30515.0,55161.0,0.0,0.0,228.0,463.0,8399.0,68073.0,33136.0,115616.0,13211.0,19991.0,135607.0,3164.0,3164.0,78202.0,73904.0,8810.0,164080.0,0.0,164080.0,3000.0,0.0,-31473.0,-28473.0,135607.0
35328,C,6107033.0,2554109.0,3552924.0,0.0,487155.0,2181646.0,0.0,648482.0,364067.0,692347.0,80549.0,2232020.0,4552691.0,6934601.0,3081615.0,3081615.0,10016216.0,70658.0,70658.0,4332226.0,94458.0,0.0,4510190.0,2047055.0,6557245.0,1000000.0,255234.0,1659837.0,3458971.0,10016216.0
35392,C,13013000.0,7353000.0,5660000.0,40000.0,3349000.0,1068000.0,66000.0,37000.0,210000.0,1031000.0,1429000.0,1876000.0,546000.0,4546000.0,6274000.0,6452000.0,10998000.0,234000.0,300000.0,1078000.0,155000.0,0.0,1533000.0,0.0,1533000.0,400000.0,306000.0,2332000.0,9465000.0,10998000.0
35640,C,4068149.0,1793878.0,2274271.0,479471.0,0.0,1580259.0,483600.0,0.0,0.0,689883.0,248315.0,4725198.0,0.0,5493097.0,48224526.0,48244663.0,53737760.0,0.0,0.0,0.0,249757.0,0.0,249757.0,13608648.0,13858405.0,3000000.0,20000.0,36859355.0,39879355.0,53737760.0
35772,C,14336194.0,10220499.0,4115695.0,28652.0,1005979.0,2036453.0,140928.0,751552.0,168178.0,96471.0,1113252.0,3365949.0,1457804.0,6088422.0,8877885.0,8930612.0,15019034.0,145835.0,145835.0,1585362.0,4656.0,2097343.0,3833196.0,5236719.0,9069915.0,1710000.0,23599.0,2894669.0,5949119.0,15019034.0
35944,C,27738134.0,20238525.0,7499609.0,80149.0,3754505.0,1409084.0,64833.0,1239071.0,736676.0,1028252.0,904259.0,9845188.0,3734060.0,15057521.0,1539063.0,1725924.0,16783445.0,217770.0,217770.0,4340632.0,16087.0,2885129.0,7459618.0,1937037.0,9396655.0,460000.0,410488.0,6516302.0,7386790.0,16783445.0
35948,C,17580648.0,14115903.0,3464745.0,295999.0,3550806.0,664417.0,309378.0,274532.0,12988.0,-1051353.0,120916.0,1182636.0,1520696.0,3264350.0,5363317.0,17037327.0,20301677.0,319469.0,319469.0,14241747.0,539836.0,419976.0,15521028.0,2767077.0,18288105.0,122000.0,0.0,-1731688.0,2013572.0,20301677.0
36188,C,12181177.0,10602765.0,1578412.0,195534.0,617116.0,335371.0,102034.0,0.0,260635.0,458790.0,94279.0,1787406.0,1530186.0,3916637.0,3666452.0,3940256.0,7856893.0,42697.0,42697.0,101596.0,385169.0,2056373.0,2796350.0,276757.0,3073107.0,400000.0,1979286.0,2373573.0,4783786.0,7856893.0
36336,C,21226568.0,13904540.0,7322028.0,67351.0,3063747.0,1392222.0,328802.0,832842.0,359827.0,1415133.0,125086.0,2781664.0,3266010.0,6903979.0,1638542.0,2693451.0,9597430.0,271559.0,271559.0,2584451.0,179212.0,78027.0,3905417.0,2929682.0,6835099.0,600000.0,231550.0,1845181.0,2762331.0,9597430.0
36416,C,154747016.0,94116220.0,60630796.0,510282.0,42165254.0,3190774.0,693119.0,4843887.0,1795194.0,8469568.0,3698071.0,8609955.0,32301521.0,44609547.0,51477496.0,72408979.0,117018526.0,1022580.0,1022580.0,37245898.0,1415813.0,33839187.0,73523478.0,6567379.0,80090857.0,2898426.0,2015336.0,32013907.0,36927669.0,117018526.0
36472,C,17393961.0,14445284.0,2948677.0,27472.0,1008467.0,741019.0,1114483.0,745621.0,208043.0,-841484.0,201963.0,1635188.0,545093.0,3800748.0,17562288.0,18854288.0,22655036.0,81590.0,81590.0,482106.0,36344.0,260052.0,934011.0,14058095.0,14992106.0,1380000.0,268172.0,6014758.0,7662930.0,22655036.0
36620,C,121900708.0,91107504.0,30793204.0,1575725.0,6751521.0,3549902.0,291120.0,1257142.0,330320.0,21135132.0,924262.0,13703803.0,36989016.0,56167508.0,83705819.0,110478639.0,166646147.0,128941.0,128941.0,26490655.0,6652.0,3031097.0,29661978.0,24354681.0,54016659.0,24780.0,2503041.0,44333999.0,112629488.0,166646147.0
36928,C,14139809.0,9546872.0,4592937.0,131445.0,2303620.0,1309949.0,190682.0,1860899.0,267387.0,207135.0,839175.0,2779670.0,995404.0,4973627.0,2632362.0,2738633.0,7712260.0,148750.0,148750.0,1575815.0,18040.0,1610004.0,3446907.0,1858522.0,5305429.0,300000.0,241878.0,1864953.0,2406831.0,7712260.0
36956,C,12628643.0,10031851.0,2596792.0,409691.0,785015.0,1064709.0,125291.0,133983.0,390000.0,647715.0,855950.0,5268127.0,1914262.0,8762113.0,2411489.0,2452235.0,11214348.0,186531.0,221263.0,2632609.0,488327.0,788828.0,4406785.0,2411592.0,6818377.0,2000000.0,127740.0,2268231.0,4395971.0,11214348.0
37264,C,2766424.0,1415875.0,1350549.0,7736.0,720119.0,358088.0,203556.0,268791.0,-91038.0,-53237.0,89332.0,236465.0,135541.0,510431.0,1004468.0,1970805.0,2481236.0,29935.0,29935.0,292393.0,17349.0,83492.0,508242.0,1143739.0,1651981.0,200000.0,92725.0,536530.0,829255.0,2481236.0
37272,C,4028104.0,2599475.0,1428629.0,106378.0,744253.0,576710.0,32784.0,96486.0,61180.0,59115.0,136287.0,858592.0,413910.0,1721509.0,3911871.0,4903703.0,6625212.0,33887.0,49499.0,416546.0,42076.0,19847.0,614411.0,4955128.0,5569539.0,1000000.0,94044.0,-42070.0,1055673.0,6625212.0
37292,C,12682536.0,10418865.0,2263671.0,137529.0,1269423.0,543106.0,0.0,532459.0,68111.0,130147.0,453646.0,5406357.0,1012243.0,7730140.0,4583098.0,5978930.0,13709070.0,46167.0,46167.0,595047.0,275332.0,286068.0,1202614.0,6783032.0,7985646.0,50000.0,25381.0,5648043.0,5723424.0,13709070.0
37300,C,35190762.0,32329791.0,2860971.0,54628.0,1180797.0,1509209.0,152075.0,204653.0,98611.0,-218804.0,465202.0,5277810.0,7735201.0,14698723.0,9422894.0,10331671.0,25030394.0,84931.0,84931.0,11978213.0,1001679.0,206847.0,13304066.0,6386660.0,19690726.0,830000.0,1273612.0,394257.0,5339668.0,25030394.0
37340,C,17553340.0,12231963.0,5321377.0,28692.0,950255.0,2474763.0,43722.0,961984.0,312428.0,681667.0,326034.0,3315478.0,4510023.0,12211790.0,9447126.0,11221581.0,23433371.0,272648.0,272648.0,4571019.0,941859.0,4655235.0,10631356.0,3850029.0,14481385.0,1200000.0,456333.0,4162579.0,8951986.0,23433371.0
37528,C,86090023.0,71746200.0,14343823.0,2019651.0,3338441.0,6425782.0,2837455.0,0.0,1725935.0,2035861.0,1832128.0,31585066.0,3087716.0,36504910.0,10253230.0,10299515.0,46804425.0,173178.0,173178.0,25559126.0,44245.0,803243.0,26947752.0,2200876.0,29148628.0,6194279.0,4718608.0,1920941.0,17655797.0,46804425.0
37636,C,291200293.0,276133209.0,15067084.0,2136646.0,0.0,6801092.0,1730467.0,2600935.0,1364177.0,4707059.0,3345886.0,10043507.0,22701787.0,44433905.0,48819094.0,49225206.0,93659111.0,334696.0,1852937.0,26413974.0,905061.0,8251898.0,37923774.0,8244082.0,46167856.0,6600000.0,17987003.0,22904252.0,47491255.0,93659111.0
37704,C,72195478.0,58281425.0,13914053.0,590151.0,7508599.0,1457084.0,601540.0,2671698.0,1381585.0,883698.0,460548.0,5423289.0,1474866.0,12363710.0,25895201.0,34687843.0,47051553.0,428214.0,428214.0,4280175.0,4068327.0,3593712.0,13036795.0,23544691.0,36581486.0,760000.0,876718.0,8833349.0,10470067.0,47051553.0
37728,C,35351461.0,16938081.0,18413380.0,618091.0,12745288.0,2866171.0,52665.0,2223067.0,366568.0,777757.0,1217932.0,221196.0,628578.0,2067706.0,17544916.0,18173696.0,20241402.0,745941.0,745941.0,1500501.0,617905.0,252371.0,3154030.0,7863096.0,11017126.0,2200000.0,4710748.0,1535771.0,9224276.0,20241402.0
37788,C,10183503.0,7511699.0,2671804.0,653180.0,1231047.0,1012356.0,0.0,517864.0,217976.0,345741.0,31345.0,1456980.0,2024806.0,3765979.0,2317111.0,13295945.0,17061924.0,100203.0,100203.0,1506835.0,301062.0,80060.0,2485045.0,3123029.0,5608074.0,3000000.0,339625.0,565805.0,11453850.0,17061924.0
37804,C,15579423.0,10871863.0,4707560.0,5051272.0,5320515.0,2184406.0,531783.0,1519245.0,78026.0,158417.0,164032.0,699403.0,1751652.0,3205051.0,8293699.0,12452999.0,15658050.0,124090.0,124090.0,5428585.0,678898.0,1530916.0,7762489.0,4290483.0,12052972.0,1250000.0,185308.0,2169770.0,3605078.0,15658050.0
37868,C,25461017.0,10514752.0,14946265.0,179620.0,7283496.0,4558457.0,1408495.0,1215576.0,878860.0,191039.0,985133.0,2420198.0,6510732.0,9916063.0,9881370.0,11688024.0,21604087.0,483903.0,483903.0,5349370.0,1794194.0,49217.0,7676684.0,8522464.0,16199148.0,877280.0,192859.0,2849623.0,5404939.0,21604087.0
37948,C,3368526.0,4833991.0,-1465465.0,2093.0,0.0,45830.0,0.0,37891.0,122312.0,-1669170.0,124947.0,684558.0,270560.0,1080065.0,17459426.0,21981896.0,23061961.0,423123.0,423123.0,5165236.0,225606.0,266991.0,6080956.0,8060462.0,14141418.0,11600000.0,53383.0,-2732840.0,8920543.0,23061961.0
37968,C,91119381.0,60097468.0,31021913.0,6281214.0,15198032.0,4173065.0,6080766.0,9411960.0,4410236.0,2899713.0,2156337.0,30527236.0,21547017.0,54230590.0,5680870.0,6003300.0,60233890.0,595860.0,595860.0,13462271.0,5151530.0,11845113.0,40437245.0,1015811.0,41453056.0,2502000.0,1333695.0,11276643.0,18780834.0,60233890.0
38016,C,30240789.0,20197399.0,10043390.0,79516.0,895117.0,3404638.0,159.0,186344.0,2096430.0,3540218.0,4219825.0,3821785.0,2755648.0,12802877.0,16622923.0,19341698.0,32144575.0,0.0,0.0,4997847.0,2441761.0,451427.0,7891035.0,1415316.0,9306351.0,4133160.0,4632096.0,3391757.0,22838224.0,32144575.0
38128,C,30329629.0,25887595.0,4442034.0,351700.0,2250437.0,710044.0,644049.0,0.0,464705.0,724499.0,79849.0,6564070.0,6220385.0,13261485.0,2811177.0,2849748.0,16111233.0,0.0,0.0,7395977.0,478942.0,337155.0,8212074.0,4252964.0,12465038.0,836000.0,264946.0,2545249.0,3646195.0,16111233.0
38252,C,19368312.0,12703583.0,6664729.0,58174.0,2886193.0,1936859.0,159313.0,659238.0,152574.0,930450.0,764761.0,6570946.0,1555511.0,9483977.0,8479954.0,9251565.0,18735542.0,59576.0,59576.0,2361224.0,172549.0,768520.0,3361869.0,2724237.0,6086106.0,284500.0,448813.0,2579176.0,12649436.0,18735542.0
38748,C,10548860.0,7246065.0,3302795.0,335052.0,542884.0,1721864.0,64316.0,852884.0,269043.0,186856.0,5222.0,4504942.0,1581239.0,6641073.0,7313839.0,8596945.0,15238018.0,244210.0,244210.0,3987644.0,235107.0,2067875.0,6672948.0,3760273.0,10433221.0,3640000.0,77880.0,1086917.0,4804797.0,15238018.0
38764,C,10678076.0,8032715.0,2645361.0,426601.0,533904.0,1009250.0,321738.0,1.0,565334.0,651808.0,814722.0,40622.0,9235340.0,10973791.0,618419.0,698634.0,11672425.0,0.0,7972.0,274938.0,46259.0,132.0,5321560.0,0.0,5321560.0,1100000.0,550000.0,4432445.0,6350865.0,11672425.0
38980,C,24467810.0,18040302.0,6427508.0,146442.0,4072066.0,749780.0,181760.0,630467.0,429513.0,629426.0,272621.0,1968019.0,1078133.0,4350977.0,10527471.0,16301525.0,20652502.0,158892.0,158892.0,2794039.0,169085.0,1435240.0,4829747.0,3561480.0,8391227.0,300000.0,150000.0,11532420.0,12261275.0,20652502.0
39044,C,10537137.0,7176204.0,3360933.0,384545.0,1370469.0,917860.0,67463.0,323011.0,405436.0,698628.0,506342.0,1773743.0,2783937.0,5065984.0,2036276.0,2084026.0,7150010.0,192933.0,192933.0,327293.0,128103.0,896267.0,1744611.0,1411905.0,3156516.0,789181.0,32075.0,2924544.0,3993494.0,7150010.0
