Punto de Entrada,Nombre Formulario,NIT,Fecha de Corte,El Máximo Órgano Social aprobó distribuir utilidades del ejercicio inmediatamente anterior,Valor de las utilidades decretadas en miles de pesos (ejercicio inmediatamente anterior),Razón social de la sociedad,Objeto social principal,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),Corte de cuentas según estatutos,Fecha de constitución (Aaaa-Mm-Dd),Fecha de vencimiento (Aaaa-Mm-Dd),Estado actual,Tipo societario,La sociedad es,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección de notificación judicial,Ciudad de la dirección de notificación judicial,Dirección del domicilio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Teléfono del domicilio,Celular corporativo,E-mail de la sociedad,Matricula mercantil número,Domicilio casa matriz sucursal de sociedad extranjera,País del domicilio casa matriz sucursal de sociedad extranjera,La compañía está obligada a tener Revisor fiscal?,El Revisor fiscal pertenece a una firma?,A que firma pertenece el Revisor Fiscal?,Los estados finacieros estan acompañados del dictamen del Revisor fiscal?,Concepto del Revisor fiscal en su informe,Estos estados financieros presentan información reexpresada?,La información reexpresada corresponde a:,Reexpresión según normatividad que aplique,"La Entidad posee inversiones en subsidiarias, asociadas y/o negocios conjuntos?"
Plenas-Individuales,Carátula,900453465,2020-12-31,NO,,DECAMERON HOTELS S.A.S.,"LA SOCIEDAD TENDRÁ POR OBJETO LA ADMINISTRACIÓN DE PORTAFOLIO DE INMUEBLES Y LA REALIZACIÓN DE TODO TIPO DE ACTIVIDADES RELACIONADAS CON LA INVERSIÓN, ESTRUCTURACIÓN, DIRECCIÓN, ADMINISTRACIÓN, PROMOCIÓN, EJECUCIÓN, DESARROLLO, Y GERENCIA DE PROYECTOS HOTELEROS. LA SOCIEDAD TAMBIÉN PODRÁ DESARROLLAR CUALQUIER ACTIVIDAD LÍCITA DE ÍNDOLE COMERCIAL.",L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,2011-07-21,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 26 # 92 - 32 EDIFICIO BTS 4,BOGOTA D.C.,BOGOTA D.C.,CALLE 26 # 92 - 32 EDIFICIO BTS 4,BOGOTA D.C.,BOGOTA D.C.,2193030,3115733377,notificaciones.hodecol@decameron.com,2124950,,,SI,SI,Ernst & Young Audit SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900453688,2020-12-31,NO,,RECAUDO BOGOTA SAS EN REORGANIZACION,OPERAR LA CONCESION ADJUDICADA EN PROCESO LICITATORIO TMSA LP 003 2011,H4921 - Transporte de pasajeros,01. ANUAL,2011-07-25,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CARRERA 7 # 24-89 PISO 30,BOGOTA D.C.,BOGOTA D.C.,CARRERA 7 # 24-89 PISO 30,BOGOTA D.C.,BOGOTA D.C.,3849280,3102201519,RECAUDOBOGOTASAS@RBSAS.CO,2125234,,,SI,SI,KPMG SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900454187,2020-12-31,SI,2090000.0,CENTROS  COMERCIALES DEL SUR SAS,Actividades inmobiliarias realizadas con bienes propios o arrendados,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,2011-07-28,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 52 3 29,VALLE,CALI-VALLE,CL 52 3 29,VALLE,CALI-VALLE,4865050,3207162225,lecheverri@unico.com.co,823946-16,,,SI,SI,PWC CONTADORES Y AUDITORES SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900454399,2020-12-31,NO,,ALKHORAYEF ZONA FRANCA S.A.S.,"LA SOCIEDAD TENDRA COMO OBJETO SOCIAL CALIFICARSE EN UNA O VARIAS ZONAS FRANCAS COMO USUARIO INDUSTRIAL DE BIENES Y SERVICIOS PARA DESARROLLAR DE  MANERA EXCLUSIVA ACTIVIDADES DE TRANSFORMACION DE BIENES Y PRESTACION DE SERVICIOS, INCLUYENDO SERVICIOS DE REPARACION, SERVICIOS TECNICOS, MAQUILA, ACONDICIONAMIENTO INCLUYENDO PERO NO LIMITADO A AQUELLOS RELACIONADOS CON LA PERFORIZACION DE POZOS DE HIDROCARBUROS",G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,01. ANUAL,2011-07-27,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Cr 106 No 15 A -25 MZ 12 Bodega 1 Lote 72-73,BOGOTA D.C.,BOGOTA D.C.,Cr 106 No 15 A -25 MZ 12 Bodega 1 Lote 72-73,BOGOTA D.C.,BOGOTA D.C.,4320848,3183821530,lcastellanos@alkhorayef.com,2126405,,,SI,SI,Ernst & Young Audit SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900454432,2020-12-31,NO,,SLOANE INVESTMENTS CORPORATION SUCURSAL COLOMBIA EN REORGANIZACION,GENERACION ENERGIA,D3511 - Generación de energía eléctrica,01. ANUAL,2011-07-25,2045-07-25,ACUERDO DE REESTRUCTURACIÓN,02. SUCURSAL EXTRANJERA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 7 71 52 TO B P 9,BOGOTA D.C.,BOGOTA D.C.,CR 7 71 52 TO B P 9,BOGOTA D.C.,BOGOTA D.C.,3903227,3183903227,contabilidad@sloaneeg.com,2126327,PANAMA,580 - PANAMA,SI,NO,,SI,02. CON SALVEDAD,NO,,,
Plenas-Individuales,Carátula,900455438,2020-12-31,NO,,"COMSA INSTALACIONES Y SISTEMAS INDUSTRIALES, S.A. SOCIEDAD UNIPERSONAL SUCURSAL COLOMBIA",CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,F4220 - Construcción de proyectos de servicio público,01. ANUAL,2011-07-26,2061-07-26,ACTIVA,02. SUCURSAL EXTRANJERA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 11 A 93 A 62 OFC  304,BOGOTA D.C.,BOGOTA D.C.,CR 11 A 93 A 62 OFC  304,BOGOTA D.C.,BOGOTA D.C.,2365532,3183976213,colombia@comsa.com,2127617,Av Roma  25  27,245 - ESPAÑA,SI,SI,SUMMA AUDITORES SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900455634,2020-12-31,NO,,COMSA S.A. SOCIEDAD UNIPERSONAL SUCURSAL COLOMBIA,"La ejecución de obras públicas y privadas de cualquier clase, tanto viciles o de cualquier otro tipo, especialmente infraestructuras, nivelaciones de terrenos, desmontes, tendidos de líneas eléctricas, telefónicas, férreas, carreteras o de otra índole.",F4210 - Construcción de carreteras y vías de ferrocarril,01. ANUAL,2011-07-26,2020-12-31,ACTIVA,07. EMPRESA UNIPERSONAL,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 11A 93A 62,BOGOTA D.C.,BOGOTA D.C.,CR 11A 93A 62,BOGOTA D.C.,BOGOTA D.C.,2365532,3183976213,colombia@comsa.com,2127621,,,SI,SI,ASESORAR CONSULTORES & ASESORES  SAS,SI,03. LIMPIO,SI,1. Modificación información corte anterior,,NO
Plenas-Individuales,Carátula,900455728,2020-12-31,NO,,HAYS COLOMBIA SAS,"1.Proveer servicios administrativos, de contaduría, recursos humanos, reclutamiento, servicios organizacionales, outsorucing, ventas, distribución y cualquier otro similar o relacionado con los mismos, incluyendo contratación de empleados para la compañía o terceras partes. 2. Celebrar y ejecutar todo tipo de acuerdos, contratos y operaciones sobre cualquier tipo de bienes, tanqibles e intangibles, muebles e inmuebles, que guarden relación directa con el objeto social de la sociedad.",N7810 - Actividades de agencias de empleo,01. ANUAL,2011-08-04,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AK 45 108 27 TORRE 2 OFICINA 1105,BOGOTA D.C.,BOGOTA D.C.,AK 45 108 27 TORRE 2 OFICINA 1105,BOGOTA D.C.,BOGOTA D.C.,5142482,3183506189,hays.colombia@hays.com,2128133,,,SI,SI,PWC CONTADORES Y AUDITORES SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900455901,2020-12-31,NO,,SPEEDCAST SUCURSAL COLOMBIA,"SERVICIO DE TELECOMUNICACIONES INCLUYENDO, SIN LIMITACION SERVICIOS DE VALOR AGREGADO Y TELEMATICOS",J6190 - Otras actividades de telecomunicaciones,01. ANUAL,2011-08-02,2041-08-02,ACTIVA,02. SUCURSAL EXTRANJERA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,"AK 45 # 108-27, TORRE 2, OFICINA 804 - CENTRO EMPRESARIAL PARALEL MUNICIPIO",BOGOTA D.C.,BOGOTA D.C.,"AK 45 # 108-27, TORRE 2, OFICINA 804 - CENTRO EMPRESARIAL PARALEL MUNICIPIO",BOGOTA D.C.,BOGOTA D.C.,6198087,3007352819,alejandra.finol@speedcast.com,2128446,MIAMI FLORIDA,249 - ESTADOS UNIDOS,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900456075,2020-12-31,NO,,DEPURACION DE AGUAS DE MEDITERRANEO SUCURSAL EN COLOMBIA,CONSTRCCION DE OBRAS DE INGENIERIA CIVIL,F4290 - Construcción de otras obras de ingeniería civil,01. ANUAL,2011-07-22,2026-07-07,ACTIVA,02. SUCURSAL EXTRANJERA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 9A 117A 22,BOGOTA D.C.,BOGOTA D.C.,CRA 9A 117A 22,BOGOTA D.C.,BOGOTA D.C.,9277772,3204692786,sora.tapia@dam-aguas.es,2123362,"AV BENJAMIN FRANKLIN, 21 46980 PARQUE TECNOLOGICO",245 - ESPAÑA,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900456739,2020-12-31,SI,107851.0,HILTI COLOMBIA S.A.S.,"La compraventa y arriendo deproductos y servicios de uso en la industria de la construcción,demoliciones, reparaciones, remodelaciones y demás actividades relacionadas",G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,01. ANUAL,2011-08-08,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 99 10 - 57 P 5,BOGOTA D.C.,BOGOTA D.C.,CL 99 10 - 57 P 5,BOGOTA D.C.,BOGOTA D.C.,5190001,3175109548,steffany.lozano@hilti.com,2129540,,,SI,SI,PwC Contadores y Auditores S.A.S.,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900457885,2020-12-31,SI,4087168.0,SISTEMAS INTELIGENTES EN RED SAS,"La planeación, diseño, optimización, puesta en servicio, operación, administración o gerenciamiento de mercados de bienes y servicios que requieran el desarrollo de los sistemas de información o plataformas tecnológicas que involucran el intercambio de información con valor agregado. La operación de centros de control operativo de peajes de la infraestructura de vías de transporte terrestre concesionadas o no concesionadas, incluyendo el desarrollo de las actividades propias del diseño, suministro, instalación y puesta en marcha del equipamiento tecnológico requerido; así como, la planeación, operación y administración del servicio de liquidación, facturación, recaudo y distribución de las tasas de peajes, tanto nacionales como internacionales. La planeación y operación de centros de supervisión, control y gestión de sistemas de movilidad de tránsito, tanto nacionales como internacionales.La planeación y operación de centros de supervisión, control y gestión de Sistemas Integrados de Transporte Masivo; así como la planeación, operación y administración del servicio de liquidación, facturación, recaudo y distribución de los recursos correspondientes a dichos sistemas, tanto  acionales como internacionales. El desarrollo de las actividades comerciales o no que se Consideren vinculadas, sean conexas o de valor agregado a su objeto social. Igualmente, podrá prestar servicios técnicos relacionados con la tecnología y el conocimiento adquirido en el ejercicio y desarrollo de su objeto social. En desarrollo de su objeto social, la empresa podrá emplear y desarrollar plataformas tecnológicas especializadas que permitan la integración en línea y tiempo real de la gestión de la información con valor agregado.",N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,01. ANUAL,2011-08-10,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 64 C 72 58 PISO 3,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 64 C 72 58 PISO 3,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3201958,3117694394,info@sistemasinteligentesenred.com.co,2145408412,,,SI,SI,ERNST & YOUNG AUDIT SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900458019,2020-12-31,NO,,FREYSSINET TIERRA ARMADA COLOMBIA S.A.S.,ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,01. ANUAL,2011-06-23,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 119 13 51 OFICINA 301,BOGOTA D.C.,BOGOTA D.C.,CALLE 119 13 51 OFICINA 301,BOGOTA D.C.,BOGOTA D.C.,7442757,3214863342,nrozo@freyssinet-tierrarmada.co,2132683,,,SI,SI,AUDITORIAS Y ASESORIAS EMPRESARIALES COLOMBIA SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900459781,2020-12-31,NO,,PROMOTORA MI CASA  S.A.S.,"La sociedad tendrá como objeto principal el desarrollo de cualquieractividad lícita comercial o civil, tanto en Colombia como en elextranjero, y de manera especial el desarrollo de las actividades depromoción, construcción y enajenación de inmuebles destinados avivienda de interés social. Con la autorización previa y escrita dela junta directiva, la sociedad podrá garantizar con sus bienes,acciones, derechos y patrimonio, obligaciones de terceras personasnaturales o jurídicas cualquiera que sea la naturaleza y cuantía delas mismas.",F4111 - Construcción de edificios residenciales,01. ANUAL,2011-07-15,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Av Calle 82 No. 10 33 Ofc 802,BOGOTA D.C.,BOGOTA D.C.,Av Calle 82 No. 10 33 Ofc 802,BOGOTA D.C.,BOGOTA D.C.,6513060,3128339186,contabilidad@acierto.com.co,2133781,,,SI,NO,,SI,03. LIMPIO,NO,,,
Plenas-Individuales,Carátula,900460790,2020-12-31,NO,,WORLD TRADE CENTER PACIFIC CALI SAS,CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES,F4112 - Construcción de edificios no residenciales,01. ANUAL,2011-08-03,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 36N Nº 6A-65 LOCAL 420 CC PACIFIC MALL,VALLE,CALI-VALLE,CALLE 36N Nº 6A-65 LOCAL 420 CC PACIFIC MALL,VALLE,CALI-VALLE,3797272,3168788290,contabilidadwtc@gmail.com,825240-16,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900461488,2020-12-31,NO,,TECNO FAST COLOMBIA SAS,Otras industrias manufactureras n.c.p.,C3290 - Otras industrias manufactureras n.c.p.,01. ANUAL,2011-08-26,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Aut Medellín Km 6 Costado Sur P.I. Las Palmas - Tenjo,CUNDINAMARCA,TENJO-CUNDINAMARCA,Aut Medellín Km 6 Costado Sur P.I. Las Palmas - Tenjo,CUNDINAMARCA,TENJO-CUNDINAMARCA,8233900,3176613732,contacto@tecnofast.com.co,2137423,,,SI,SI,EY,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900462228,2020-12-31,NO,,CIMENTO INMUEBLES COMERCIALES S.A.S.,"ESTRUCTURAR, DISEÑAR, GERENCIAR, PROMOCIONAR, COMERCIALIZAR (EN VENTA Y/O ARRIENDO) PROYECTOS COMERCIALES Y/O EMPRESARIALES.                                                                    ESTRUCTURAR, DISEÑAR, GERENCIAR, PROMOCIONAR, COMERCIALIZAR (EN VENTA Y/O ARRIENDO) PROYECTOS COMERCIALES Y/O EMPRESARIALES.",L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,01. ANUAL,2011-08-29,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 90 N° 11 A 27 PISO 3,BOGOTA D.C.,BOGOTA D.C.,CL 90 N° 11 A 27 PISO 3,BOGOTA D.C.,BOGOTA D.C.,5804848,3107739084,santiago.cardozo@cimento.com,2135145,,,SI,SI,CROWE CO SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900463394,2020-12-31,NO,,M+GROUP PROMOTORA S.A.S.,ACTIVIDADES DE ARQUITECTURA,F4111 - Construcción de edificios residenciales,01. ANUAL,2011-05-01,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 29 C 10 C 125 ED SELECT P 11,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 29 C 10 C 125 ED SELECT P11,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3111112,3127217103,fredyflorez@mgroup.com.co,2145374712,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900463940,2020-12-31,NO,,OFS & TOOLS SAS,Actividades de consultoría de gestión,M7020 - Actividades de consultaría de gestión,01. ANUAL,2011-09-13,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AV CRA 9 # 113 52,BOGOTA D.C.,BOGOTA D.C.,AV CRA 9 # 113 52,BOGOTA D.C.,BOGOTA D.C.,6203244,3508608008,gerencia@ofstools.com,2140506,,,NO,,,,,NO,,,NO
Plenas-Individuales,Carátula,900464041,2020-12-31,NO,,TORRES ANDINAS SAS,"POSEER,DESARROLLAR, CONSTRUIR, ADMINISTRAR, ARRENDAR, EXPLOTAR Y/U OPERARTORRES DE COMUNICACIÓN, SITIOS DE ANTENAS EN TECHOS, SISTEMAS DEANTENAS DISTRIBUIDAS Y CUALQUIER OTRO TIPO DE INFRAESTRUCTURA DETRANSMISIÓN INALÁMBRICA","N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",01. ANUAL,2011-09-16,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Calle 109 # 18C17 OF 204,BOGOTA D.C.,BOGOTA D.C.,Calle 109 # 18C17 OF 204,BOGOTA D.C.,BOGOTA D.C.,7460810,3007944300,dcerquera@sbasite.com,2141476,,,SI,SI,SERVICIOS DE AUDITORIA Y CONSULTORIA DE NEGOCIOS S.A.S,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900464187,2020-12-31,NO,,ATLETICO NACIONAL SA,ACTIVIDADES DE CLUBES DEPORTIVOS,R9312 - Actividades de clubes deportivos,01. ANUAL,2011-08-26,2211-08-26,ACTIVA,01. SOCIEDAD ANÓNIMA,01. EQUIPO DE FUTBOL PROFESIONAL,CL 52 47 42,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CL 52 47 42,ANTIOQUIA,MEDELLIN-ANTIOQUIA,5406920,3176613118,tesoreria@atlnacional.com.co,21-455395-04,,,SI,SI,KPMG,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900465083,2020-12-31,NO,,TARIACURI SAS,CULTIVO Y VENTA DE CANA DE AZUCAR,A0124 - Cultivo de caña de azúcar,01. ANUAL,2011-09-19,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 105 11 56 APT 802 TO 1 EDIF. BAGATELLE,VALLE,CALI-VALLE,CR 105 11 56 APT 802 TO 1 EDIF. BAGATELLE,VALLE,CALI-VALLE,3334325,3148301877,tariacurisas@gmail.com,828172-16,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900466196,2020-12-31,NO,,BLUEFIELDS  FINANCIAL COLOMBIA EN REORGANIZACION,"CONSTRUCCION DIRECCION Y VENTA DE ESTABLECIMIENTOS HOTELEROS, LOCALES COMERCIALES, VIVIENDA Y CONJUNTOS RESIDENCIALES Y LA EXPLOTACION, ADMINISTRACION, MANEJO, GERENCIA Y FRANQUICIA DE ESTABLECIMIENTOS DE ALIMENTOS Y BEBIDAS Y/O HOTELEROS PROPIOS O DE TERCEROS",I5511 - Alojamiento en hoteles,01. ANUAL,2011-09-09,2041-08-11,ACTIVA,02. SUCURSAL EXTRANJERA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AV 6 D 36 N 18,VALLE,CALI-VALLE,AV 6 D 36 N 18,VALLE,CALI-VALLE,3959999,3185895959,contadorinmobiliaria@spiwak.com,827386-8,CIUDAD DE PANAMA,580 - PANAMA,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900466209,2020-12-31,NO,,PORSCHE COLOMBIA SAS,COMERCIALIZACIÓN Y VENTA AL POR MAYOR Y AL DETAL DE VEHICULOS AUTOMOTORES Y DE SUS PARTES Y ACCESORIOS,G4511 - Comercio de vehículos automotores nuevos,01. ANUAL,2011-09-19,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 7 156 78 P 4 Y 5,BOGOTA D.C.,BOGOTA D.C.,CR 7 156 78 P 4 Y 5,BOGOTA D.C.,BOGOTA D.C.,4325101,3002884710,notificacionesfin@porsche-colombia.co,2142055,,,SI,SI,Ernst & Young Audit SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900466896,2020-12-31,NO,,ZTE COLOMBIA SAS,Suministrar servicios TIC y todo lo relacionado con las telecomunicaciones,J6190 - Otras actividades de telecomunicaciones,01. ANUAL,2011-09-08,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 68A 24B 10 TO 3 P6,BOGOTA D.C.,BOGOTA D.C.,CR 68A 24B 10 TO 3 P6,BOGOTA D.C.,BOGOTA D.C.,5913709,3132247188,carolina.pacheco@zte.com.co,2138986,,,SI,SI,AMEZQUITA Y CIA SAS,SI,02. CON SALVEDAD,NO,,,NO
Plenas-Individuales,Carátula,900467544,2020-12-31,NO,,PORVENIR II S.A.S. E.S.P.,Cualquier actividad civil y comercial,D3511 - Generación de energía eléctrica,01. ANUAL,2011-09-29,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 43 A  1 A SUR 143 PISO 5,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CRA 43 A  1 A SUR 143 PISO 5,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3266600,3108989804,notijudicialcelsiaco@celsia.com,21-456247-12,,,SI,SI,KPMG S.A.S,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900467959,2020-12-31,NO,,TEMATEXTIL SAS,"EL COMERCIO AL POR MAYOR Y AL DETAL DE TODO TIPO DE BIENES EN ALMACENES DE CADENA, COMERCIALIZACION, EMPAQUE, REEMPAQUE DE TODO TIPO DE PRENDAS DE VESTIR, CALZADO Y ACCESORIOS.",G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,01. ANUAL,2011-08-22,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,BG GUADALETE VRD FUSCA AUT NORTE KM 21,CUNDINAMARCA,CHIA-CUNDINAMARCA,BG GUADALETE VRD FUSCA AUT NORTE KM,CUNDINAMARCA,CHIA-CUNDINAMARCA,6672200,3223452507,NOTIFICACIONES@TEXMODA.COM.CO,2145539,,,SI,SI,BDO AUDIT S A,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900468085,2020-12-31,NO,,ANDIMODA S.A.S.,"DESARROLLO DEL COMERCIO AL DETAL DE TODO TIPO DE BIENES EN ALMACENES DE CADENA, ASI COMO LA COMPRA, IMPORTACION , DISTRIBUCION Y FABRICACI DESARROLLO DEL COMERCIO AL DETAL DE TODO TIPO DE BIENES EN ALMACENES DE CADENA, ASI COMO LA COMPRA, IMPORTACION , DISTRIBUCION Y FABRICACION DE TODO TIPO DE PRENDAS DE VESTIR",G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,01. ANUAL,2011-09-28,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,BG GUADALETE VDA FUSCA AUT NORTE KM 21,CUNDINAMARCA,CHIA-CUNDINAMARCA,BG GUADALETE VDA FUSCA AUT NORTE KM 21,CUNDINAMARCA,CHIA-CUNDINAMARCA,6672200,3223452507,notificaciones@texmoda.com.co,2145547,,,SI,SI,BDO AUDIT S.A.,SI,03. LIMPIO,NO,,,
Plenas-Individuales,Carátula,900468560,2020-12-31,NO,,SPORTS SERVICES SOTUH AMERICA SAS,"Almacenamiento, administracion y procesamiento de informacion electronica de cualquier tipo","M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",01. ANUAL,2013-05-09,2099-12-31,ACTIVA,02. SUCURSAL EXTRANJERA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 48A 10S 9,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 48A 10S 9,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2660733,3015439666,info@sports-services.co,21-456228-12,"Tipico tower vjal portomaso, st julians STJ 4011",467 - MALTA,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,900469230,2020-12-31,NO,,BIGFOOT COLOMBIA SAS,DESARROLLAR CUSLQUIER ACTIVIDAD LICITA,G4791 - Comercio al por menor realizado a través de internet,01. ANUAL,2011-10-04,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 100 13 21,BOGOTA D.C.,BOGOTA D.C.,CALLE 100 13 21,BOGOTA D.C.,BOGOTA D.C.,4232928,3004341153,gerencia@dafiti.com.co,2147174,,,SI,SI,ERNTS YOUNG AUDIT SAS,SI,03. LIMPIO,NO,,,NO
