V1;CORRELA_16;CORRE_9;IDOJ1;IDAIO;CIMREP;BRUTA;CONSUI;GAS;EMPAQUE;HONORA;COMISION;ARRIENDO;SEGURO;ASEO;ENERGIA;COMUNICA;PUBLICO;FLETES;PUBLICI;ADECUA;REGALA;OUTSOURCING;OTROS;SUELDOS;PRESTAC;VENTA;AGREGA;PERREMUN;SOCIOS;PERSONOM;DIRECTO;AGENCIA;APRENDIZ;TOTPERSO;PROMUJ;PROHOM;PERMUJ;PERHOM;DIRMUJ;DIRHOM;AGEMUJ;AGEHOM;APRENMUJ;APRENHOM;TOTMUJ;TOTHOM;SUEPLAN;PREPLAN;REMPLAN;COTIZA;GASAGEN;REMTEMP;TOTREM;INVINI;INVFIN;ROTACION;INVPRO;CTO;CTOINS;VENTASNOP;GASTOS;GASTOSNOP;GASTOPNOP
1769087;473;473;5;2001;0;1162422;787363;0;0;185185;0;232;6947;5608;54780;4679;3839;137845;3543;351742;0;0;32963;235922;103474;8395441,208;375059;12;0;12;0;0;0;12;0;0;5;7;0;0;0;0;0;0;5;7;235922;59013;294935;39044,68;0;0;333979,68;110778;124840;7393361;117809;7393361;7393361;0;8233464;96357;8699454
1769090;462;462-463;14;2004;0;1581243;304059;0;4570;11485;0;36000;0;4087;176032;3078;451;30514;138;30989;0;0;6715;579600;259689;5361668;1277184;41;1;41;0;0;1;43;0;1;15;26;0;0;0;0;1;0;16;27;572334;133969;706303;112899,36;0;0;819202,36;19226;25934;3780425;22580;3780425;3780425;0;4105004;23264;5033533
1769091;464;464-465;11;1995;0;2022889;416711;0;5708;28600;0;84823;33793;27080;23929;11008;3189;26736;14024;96850;0;0;60971;400515;145567;7098895;1606178;25;1;25;0;0;1;27;1;0;10;15;0;0;0;0;0;1;11;16;393000;73138;466138;61703,88;0;0;527841,88;2560003;2244573;5076006;2402288;5076006;5076006;0;5639697;94384;6311583
1769092;473;473;11;2005;0;630439;415319,5;0;0;112135;0;0;1570;36989;23596;4286;5077;70571;240;113195;0;0;47660,5;115625;69910;6987618;215119,5;9;1;0;9;0;0;10;0;1;0;0;4;5;0;0;0;0;4;6;0;26446;0;38042,64;0;115625;153667,64;808283;146174;6357179;477228,5;6357179;6357179;0;6827510;75345;7104582
1769093;4773;476 - 477;4;2007;0;1807188;202543,5;0;0;51383;0;659;28004;745;23289;12910;787;17331;32605;25890;0;0;8940,5;478989;163790;7703445;1604644,5;24;0;24;0;0;0;24;0;0;12;12;0;0;0;0;0;0;12;12;478989;86218;565207;66822,24;0;0;632029,24;418400;390480;5896257;404440;5896257;5896257;0;6302911;291577;7264463
1769096;473;473;14;2002;0;977557;359111;0;0;66346;0;45000;8848;0;24370;2087;2214;71244;12437;94103;0;5038;27424;264484;110531;8755042;618446;15;0;15;0;0;0;15;0;0;4;11;0;0;0;0;0;0;4;11;264484;59668;324152;44685,64;0;0;368837,64;130865;128426;7777485;129645,5;7777485;7777485;0;8191092;53435;8650221
1769099;4741-4742;474 - 475;5;1997;0;1989145;867833,5;30;76820;56359;6511;278420;19521;11560;32521;25489;3560;298430;25210;18360;77;12200;2765,5;803906;376748;5898405;1121311,5;49;0;4;45;0;1;50;0;0;2;2;23;22;0;0;0;1;25;25;158822;198595;191662;160696,68;0;640802;993160,68;1879305;2248309;3909260;2063807;3909260;3909260;0;4814712;270698;6302394
1769101;4772;476 - 477;11;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1769102;462;462-463;11;1989;0;3545739;1421734;0;1062;26840;0;0;52402;3127;16450;17973;6875;63783;0;151171;0;0;1082051;419093;254537;155863137;2124005;19;0;19;0;0;0;19;0;0;6;13;0;0;0;0;0;0;6;13;419093;103621;522714;141179,84;0;0;663893,84;1365470;5520861;152317398;3443165,5;152317398;152317398;0;155541094;120599;156485030
1769103;473;473;14;2008;0;2069963;1774914,5;0;0;77735;0;144000;25000;98870;68850;7233;291;1150151;0;136497;0;0;66287,5;171915;77820;19307678;295048,5;14;1;0;14;0;0;15;1;0;0;0;13;1;0;0;0;0;14;1;0;42978;0;30908,56;0;171915;202823,56;152378;4725366;17237715;2438872;17237715;17237715;0;19123261;125568;19514640
1769104;466;466-469;14;2010;0;1807488;601770,5;0;0;16734;0;71976;47847;0;11162;13218;2156;122340;0;150078;0;0;166259,5;276334;113616;21614582,97;1205717,5;19;0;19;0;0;1;20;0;0;7;12;0;0;0;0;1;0;8;12;267334;63338;330672;44336,4;0;0;375008,4;810312;528148;19816344;669230;19816344;19816344;0;20687057;133886;21232238
1769106;462;462-463;14;2009;0;1853467;317739;0;257;91856;0;81647;24350;4691;4733;7560;1925;23891;2178;40292;0;0;34359;386923;147238;12034448;1535728;16;0;16;0;0;0;16;0;0;5;11;0;0;0;0;0;0;5;11;386923;82992;469915;56020,16;0;0;525935,16;1085018;1054739;10186710;1069878,5;10186710;10186710;0;10590850;15657;11140668
1769107;473;473;14;2001;0;912402;472735;0;0;138728;0;4920;0;10748;70196;19064;8191;67847;28965;98966;0;0;25110;496866;215043;10908702;439667;22;0;22;0;0;1;23;0;0;2;20;0;0;0;0;0;1;2;21;489366;124358;613724;80329,48;0;0;694053,48;212842;188918;9996300;200880;9996300;9996300;0;10574148;113452;11440570
1769115;466;466-469;14;2001;0;1554642;521583,5;0;0;17910;0;157539;13302;2796;29632;13723;5038;74764;1136;183085;0;0;19539,5;311781;130754;6113217;1033058,5;18;0;18;0;0;1;19;0;0;3;15;0;0;0;0;0;1;3;16;304648;70239;374887;53661,72;0;0;428548,72;1782468;1623126;4558575;1702797;4558575;4558575;0;5123925;244785;5841342
1769116;466;466-469;14;2011;0;1097086;151092;0;3050;22000;0;70616;4717;1327;4544;6275;1854;4821;4600;18092;0;0;9196;446370;251797;2864217;945994;16;0;16;0;0;0;16;0;0;7;9;0;0;0;0;0;0;7;9;446370;172046;618416;67528,44;0;0;685944,44;547757;617305;1767131;582531;1767131;1767131;0;1949443;26710;2694931
1769117;4759-4761;476 - 477;14;2010;0;5412140;1524341;0;11275;334704;71764;584595;7344;6976;97486;22036;12864;85341;913;212253;0;0;76790;1813249;800983;17839861;3887799;135;5;23;112;0;3;143;2;3;22;1;92;20;0;0;2;1;118;25;304025;421295;375801;339200,56;0;1480467;2195468,56;3703767;3388425;12427721;3546096;12427721;12427721;0;14227801;48847;17154068
1769118;473;473;11;2002;0;1926192;473764,5;0;0;28208;39385;651;24715;0;126838;14940;10881;0;0;205381;0;0;22765,5;362951;165727;23591415;1452427,5;26;1;14;12;0;0;27;0;1;6;8;0;12;0;0;0;0;6;21;203253;86485;251685;70478,56;0;159698;481861,56;729461;539315;21665223;634388;21665223;21665223;0;22194666;4652;22843373
1769119;462;462-463;11;2011;0;279465;104379;0;0;8400;0;857;9246;1926;14062;8114;1001;10822;7356;28101;0;0;14494;93520;36045;3349137;175086;6;1;5;1;0;0;7;0;1;2;3;1;0;0;0;0;0;3;4;83520;21091;101775;12859,04;0;10000;124634,04;397672;396536;3069672;397104;3069672;3069672;0;3208057;68671;3406293
1769122;4711-472;471-472;14;1972;0;2041313;516872;0;129359;2700;0;68200;595;200;197615;8730;16341;0;15680;24329;0;0;53123;702235;279164;29670253;1524441;50;0;50;0;0;2;52;0;0;20;30;0;0;0;0;2;0;22;30;684235;164024;848259;99303,2;0;0;947562,2;2376918;1669406;27628940;2023162;27628940;27628940;0;28258879;84547;29384817
1769123;464;464-465;14;2012;0;2913991;611192;0;1991;33357;0;22897;56048;847;19515;41446;4300;159;2107;176891;0;0;251634;1503552;655343;18738628;2302799;98;0;98;0;0;4;102;0;0;30;68;0;0;0;0;2;2;32;70;1475968;362429;1838397;258645,92;0;0;2097042,92;790117;1122573;15824637;956345;15824637;15824637;0;16808251;26580;19452564
1769126;454;453-454;14;2005;0;1707252;285626;0;0;44619;0;158254;3019;8803;10760;855;1725;3207;11195;689;0;0;42500;144348;36717;8702044;1421626;12;0;12;0;0;0;12;0;0;5;7;0;0;0;0;0;0;5;7;144348;29137;173485;4347,12;0;0;177832,12;867831;1730748;6994792;1299289,5;6994792;6994792;0;7420186;23285;7639528
1769128;4719;471-472;11;2003;0;769668;626456;0;833;18667;0;548384;0;899;30841;4551;7980;0;7431;154;0;0;6716;188628;61591;9001955;143212;14;1;14;0;0;1;16;0;1;10;4;0;0;0;0;1;0;11;5;176628;33121;209749;24676,56;0;0;234425,56;562414;551216;8232287;556815;8232287;8232287;0;8881243;36339;9191307
1769130;4711-472;471-472;14;2010;0;663592;107013,5;0;37765;0;0;20400;911;0;42813;779;2730;33;0;0;152;0;1430,5;208289;79380;7414108;556578,5;14;0;2;12;0;0;14;0;0;1;1;6;6;0;0;0;0;7;7;39600;45091;48342;29596,76;0;168689;246627,76;953621;1037108;6750516;995364,5;6750516;6750516;0;6910118;51653;7264517
1769131;4711-472;471-472;14;2011;0;1246676;408267;0;21041;13900;0;56119;7247;298;67198;6301;2105;1325;5621;220080;0;0;7032;286856;113386;7870711,483;838409;17;0;0;17;0;1;18;0;0;0;0;6;11;0;0;1;0;7;11;0;66125;0;40882,6;0;284856;325738,6;1143503;1437429;6642018;1290466;6642018;6642018;0;7103434;114351;7639413
1769132;466;466-469;14;2006;0;2962798;692328;0;15280;42874;13200;172629;11112;5760;7205;11082;2656;301553;7917;78069;0;0;22991;455509;185142;13336443;2270470;14;0;14;0;0;0;14;0;0;6;8;0;0;0;0;0;0;6;8;455509;88040;543549;87502,48;0;0;631051,48;1795464;1769934;10373645;1782699;10373645;10373645;0;11194736;343768;12478344
1769133;4711-472;471-472;11;2009;0;1290431;295071;0;30000;29408;0;53498;35450;3885;58260;7252;2493;57960;160;12990;0;0;3715;345000;162664;7472129;995360;28;2;28;0;0;0;30;0;2;8;20;0;0;0;0;0;0;8;22;345000;102500;447500;52402,4;0;0;499902,4;260000;300000;6181698;280000;6181698;6181698;0;6621262;42938;7207244
1769134;462;462-463;11;2004;0;1126070;333122;405;66526;18000;0;0;7218;0;22335;2497;637;148388;5800;45345;0;0;15971;201137;83338;12229054;792948;14;0;14;0;0;0;14;0;0;9;5;0;0;0;0;0;0;9;5;201137;45314;246451;32945,36;0;0;279396,36;419017;422624;11102984;420820,5;11102984;11102984;0;11488421;26218;11802811
1769135;4772;476 - 477;11;1988;0;605147;298654;282;0;10246;0;236794;5485;0;13447;9031;1335;2741;9756;1875;0;0;7662;80974;31446;1362006;306493;5;1;5;0;0;0;6;1;0;4;1;0;0;0;0;0;0;5;1;80974;18257;99231;11408,2;0;0;110639,2;1184131;1090136;756859;1137133,5;756859;756859;0;1141528;133612;1395953
1769140;473;473;14;2009;0;248103;113631;0;0;19994;0;5423;4378;4093;21029;2340;1;20743;0;33380;0;0;2250;72148;23295;2756700;134472;5;0;5;0;0;0;5;0;0;3;2;0;0;0;0;0;0;3;2;72148;13095;85243;10200;0;0;95443;38751;39540;2508597;39145,5;2508597;2508597;0;2626746;830;2729406
1769147;464;464-465;4;1988;0;383833;72241;0;891;9706;6519;28000;3259;1307;9671;5566;508;564;0;761;0;0;5489;165554;56888;1031509;311592;11;0;11;0;0;0;11;0;0;9;2;0;0;0;0;0;0;9;2;165554;30357;195911;22868,6;0;0;218779,6;175571;257574;647676;216572,5;647676;647676;0;742172;18880;1001812
1769150;466;466-469;14;2011;0;4320961;1077983,5;1340;2313;32827;31285;467715;88518;14865;36245;24246;5340;59570;55948;99295;0;0;158476,5;1093149;459321;23742257,65;3242977,5;50;0;50;0;0;2;52;0;0;23;27;0;0;0;0;1;1;24;28;1071782;241088;1312870;191802,12;0;0;1504672,12;3213094;4450596;19412033;3831845;19412033;19412033;0;20895053;496967;23185436
1769152;4711-472;471-472;11;2004;0;467485;55400;512;0;24814;0;0;0;0;19106;5431;644;3711;463;719;0;0;0;232343;81604;7454352;412085;13;1;13;0;0;0;14;0;1;9;4;0;0;0;0;0;0;9;5;232343;51400;283743;24999,92;0;0;308742,92;328236;421397;6986867;374816,5;6986867;6986867;0;7078476;12270;7409340
1769154;466;466-469;14;2011;0;1580458;352822;0;8122;25673;0;134179;17310;0;4408;9272;826;36729;0;35369;0;23992;56942;565147;225157;10674857;1227636;22;0;22;0;0;0;22;0;0;3;19;0;0;0;0;0;0;3;19;565147;98329;663476;112903,04;0;0;776379,04;974653;984958;9094399;979805,5;9094399;9094399;0;9591613;185051;10610006
1769157;4752;474 - 475;14;2005;0;2923071;719636,5;0;0;53479;0;403673;17791;8955;26690;26675;4233;28442;33340;55321;0;0;61037,5;581934;274635;12313620;2203434,5;29;0;19;10;0;1;30;0;0;8;11;0;10;0;0;1;0;9;21;439970;153058;565150;104126,84;0;133389;802665,84;2415661;1679847;9390549;2047754;9390549;9390549;0;10297925;489679;11811458
1769163;4771-4751;476 - 477;14;1997;0;3608802;994322,5;0;71919;25277;0;384513;22694;2440;137406;21839;5240;5354;198584;74703;0;0;44353,5;1012956;410502;13614244;2614479,5;67;0;14;53;0;3;70;0;0;11;3;43;10;0;0;2;1;56;14;204339;217774;249845;167894,24;0;773567;1191306,24;420508;582436;10005442;501472;10005442;10005442;0;11133047;219908;12940495
1769164;462;462-463;7;2009;365279;8212549;2052017,5;0;0;589012;0;274463;79279;118934;26465;118881;522;153535;0;227409;0;0;353191,5;2481732;951385;28279348;6160531,5;62;0;62;0;0;2;64;0;0;27;35;0;0;0;0;0;2;27;37;2463697;465780;2929477;418765,64;0;0;3348242,64;2060436;2001776;19701520,18;2031106;19701520;20066799;0;22509689;3294525;29542974
1769166;4772;476 - 477;4;2009;0;643798;199175;0;1041;2700;0;129971;7187;1350;26541;1200;745;2141;19623;1634;0;0;5042;197060;72739;1628825;444623;13;0;7;6;0;1;14;0;0;7;0;4;2;0;0;1;0;12;2;104601;37158;124789;29636,04;0;89659;244084,04;595885;694692;985027;645288,5;985027;985027;0;1200783;17282;1537950
1769167;4711-472;471-472;11;1996;0;1706747;456234;0;97500;0;0;50628;3550;0;42562;2850;4610;57650;0;26950;0;0;169934;414355;156941;19797181;1250513;26;1;0;26;0;0;27;0;1;0;0;9;17;0;0;0;0;9;18;0;91089;0;56826,48;0;414355;471181,48;531299;511114;18090434;521206,5;18090434;18090434;0;18789654;0;19372582
1769169;466;466-469;14;2010;0;1678495;634701,5;1503;0;51981;0;28856;3366;2820;16954;15357;7408;57724;8407;225566;0;0;214759,5;225578;99867;11592363;1043793,5;19;0;0;19;0;0;19;0;0;0;0;8;11;0;0;0;0;8;11;0;54086;0;40639,08;0;225578;266217,08;3991255;4759022;9913868;4375138,5;9913868;9913868;0;10798403;45110;11204497
1769170;4772;476 - 477;11;1999;0;627505;183688,5;0;13807;0;0;65647;12317;3244;51399;11715;5106;0;0;2778;772;0;16903,5;203169;70627;1796302;443816,5;13;1;6;7;0;0;14;1;0;4;2;6;1;0;0;0;0;11;3;95227;37677;112995;28435,28;0;107942;249372,28;262678;361936;1168797;312307;1168797;1168797;0;1394240;12438;1721673
1769172;473;473;4;1978;0;744029;288764,5;0;0;36613;0;0;15426;2011;48204;1057;673;44470;0;106094;0;0;34216,5;200212;76125;7423620;455264,5;14;0;11;3;0;0;14;0;0;2;9;2;1;0;0;0;0;4;10;177904;43715;216749;27763,68;0;22308;266820,68;111491;147079;6679591;129285;6679591;6679591;0;7020236;48229;7344802
1769174;4741-4742;474 - 475;14;1992;0;4289021;1402012,5;0;9738;125850;521377;168393;17536;40585;40645;29102;7567;113928;226009;28904;0;0;72378,5;833633;335623;21397604;2887008,5;46;0;21;25;0;1;47;0;0;14;7;10;15;0;0;1;0;25;22;425892;198578;522020;118347,16;0;397125;1037492,16;9511458;5383426;17108583;7447442;17108583;17108583;0;18782579;869959;20942520
1769175;462;462-463;14;2008;0;4277270;3372189,5;0;96314;54500;0;296683;10268;35774;20870;22657;3973;2260642;15667;146721;0;12426;395694,5;1131637;424033;48988135;905080,5;58;0;1;57;0;2;60;0;0;0;1;27;30;0;0;1;1;28;32;238721;245113;291652;154054,32;0;878991;1324697,32;1657538;3945521;44710865;2801529,5;44710865;44710865;0;48876749;1037400;51725077
1769176;462;462-463;14;2012;0;998646;235406,5;0;0;33907;0;0;5455;1420;6844;5544;3202;110939;0;9711;0;0;58384,5;263545;91038;13888006,47;763239,5;9;0;2;7;0;0;9;0;0;1;1;2;5;0;0;0;0;3;6;160059;47215;188098;38047,16;0;103486;329631,16;397700;1057961;12883625;727830,5;12883625;12883625;0;13251081;205411;13841459
1769178;4771-4751;476 - 477;11;1999;0;1574877;269808,5;0;16246;0;0;85750;6397;1450;6637;2068;383;32430;289;103972;1671;670;11845,5;288289;60713;3004528;1305068,5;23;1;0;23;0;1;25;0;1;0;0;16;7;0;0;1;0;17;8;0;36144;0;20897,64;0;278889;299786,64;1216982;1001748;1429651;1109365;1429651;1429651;0;1796333;35;2161725
1769181;4711-472;471-472;11;1998;0;890820;227325;0;18206;13190;0;64790;16090;2331;10332;6084;730;22718;830;18346;0;0;53678;94949;37063;5546241;663495;6;2;0;6;0;0;8;1;1;0;0;4;2;0;0;0;0;5;3;0;21517;0;13424,16;0;94949;108373,16;474009;583219;4655421;528614;4655421;4655421;0;5013394;172246;5326516
1769184;466;466-469;14;2001;0;2047607;527234,5;0;0;63152;0;65112;23781;0;1267;6603;913;227202;22027;46597;0;0;70580,5;520803;183882;8656383;1520372,5;13;0;11;2;0;0;13;0;0;6;5;0;2;0;0;0;0;6;7;444759;96451;525037;75514,76;0;76044;676595,76;794589;1198496;6608776;996542,5;6608776;6608776;0;7290051;344661;8487913
1769185;465;464-465;14;2008;0;451166;107768,5;0;0;32202;0;25212;1384;1375;5802;10689;1674;21637;0;3982;0;0;3811,5;203031;88172;1570139,539;343397,5;10;0;0;10;0;0;10;0;0;0;0;3;7;0;0;0;0;3;7;0;49233;0;33938,2;0;203031;236969,2;217926;166425;1113557;192175,5;1113557;1113557;0;1234423;7623;1542704
1769186;466;466-469;4;1982;0;1228032;499273;0;5847;45504;0;112000;14518;9601;9732;5312;1197;214463;0;37866;0;0;43233;243152;76283;8336563;728759;15;0;0;15;0;0;15;0;0;0;0;8;7;0;0;0;0;8;7;0;44078;0;26844,68;0;243152;269996,68;1108739;1048940;7108531;1078839,5;7108531;7108531;0;7686919;20692;8082930
1769188;473;473;11;1997;0;1352702;587492,5;0;0;57928;0;13092;26843;6399;38647;6748;7251;184702;1151;162208;0;0;82523,5;371538;165414;21450176;765209,5;25;1;25;0;0;1;27;0;1;11;14;0;0;0;0;1;0;12;15;365363;88462;453825;68306,16;0;0;522131,16;700156;722099;20097474;711127,5;20097474;20097474;0;20824916;229222;21638230
1769193;4771-4751;476 - 477;14;2014;0;12915743;3589520,5;0;220414;74651;0;672823;35791;26019;838509;103374;7003;12748;287614;703912;0;0;116396,5;2882030;1688642;54898336;9326222,5;137;0;30;107;23;3;163;0;0;10;20;61;46;23;0;3;0;97;66;783150;797311;950368;825629;490266;2068880;3844877;0;0;0;0;41982593;41982593;0;45631096;564823;51485480
1769195;462;462-463;14;2015;0;3835200;749354,5;657;0;11000;0;22451;33206;6000;141482;26928;1300;36279;0;233651;0;0;236400,5;1160686;462253;18439642;3085845,5;65;0;65;0;0;2;67;0;0;14;51;0;0;0;0;2;0;16;51;1136686;266451;1403137;172803,92;0;0;1575940,92;385567;320035;14604442;352801;14604442;14604442;0;15590546;70190;17381210
1769200;4773;476 - 477;14;2015;0;637873;235079;0;133;73550;0;93850;5006;2192;5655;3769;1365;1377;5617;3853;0;18000;20712;135138;56202;2150125;402794;10;0;10;0;0;0;10;0;0;5;5;0;0;0;0;0;0;5;5;135138;30704;165842;22311,04;0;0;188153,04;313738;373689;1512252;343713,5;1512252;1512252;0;1774956;9488;2042827
1769201;4711-472;471-472;11;1992;0;1113091;416813,5;5867;33985;78110;0;44;922;2440;119456;5063;9476;61326;4990;73852;0;0;21282,5;393063;162667;8801500;696277,5;19;1;19;0;0;1;21;0;1;7;12;0;0;0;0;1;0;8;13;389797;82513;472310;71997,04;0;0;544307,04;217831;311346;7688409;264588,5;7688409;7688409;0;8174629;37481;8796742
1769203;462;462-463;14;2015;0;4077742;2510462;38;783009;46700;0;237600;28939;79;19689;7296;5446;886972;25501;403726;0;0;65467;311632;121064;12754186;1567280;30;0;30;0;0;0;30;0;0;5;25;0;0;0;0;0;0;5;25;311632;69723;381355;44468,68;0;0;425823,68;975068;0;8676444;487534;8676444;8676444;0;11356901;252909;12090615
1769205;465;464-465;14;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1769206;4752;474 - 475;11;2013;0;1336625;366571;0;0;12000;0;933;0;4487;2793;2512;757;0;0;1800;0;0;0;0;0;8002515;970054;0;0;0;0;14;0;14;0;0;0;0;0;0;4;10;0;0;4;10;0;0;0;0;341289;0;0;1507592;169083;6665890;838337,5;6665890;6665890;0;6728038;0;7069327
1769207;4771-4751;476 - 477;14;2013;0;957949;421654;0;0;10492;0;231869;2042;2406;87066;3625;3356;1392;45775;33631;0;0;0;311300;128500;6588074;536295;24;0;24;0;0;1;25;0;0;16;8;0;0;0;0;1;0;17;8;300000;74195;374195;47520,04;0;0;421715,04;1396990;1435421;5630125;1416205,5;5630125;5630125;0;6070633;0;6558433
1769212;4759-4761;476 - 477;14;2014;0;311358;105223;0;0;6500;0;62240;0;5437;11702;5361;729;5218;410;1293;0;2227;4106;76858;30477;590236;206135;10;1;3;7;0;0;11;0;1;3;0;4;3;0;0;0;0;7;4;35570;17097;42089;11719,6;0;41288;95096,6;355702;152925;278878;254313,5;278878;278878;0;391558;4205;514229
1769214;473;473;14;1993;0;1670262;548287,5;0;0;63655;0;0;8952;420;49887;9777;11225;136974;12660;229050;0;0;25687,5;761979;219010;15041159;1121974,5;20;0;20;0;0;1;21;0;0;16;4;0;0;0;0;0;1;16;5;754679;64824;819503;130999,2;0;0;950502,2;227923;313859;13370897;270891;13370897;13370897;0;14003834;167979;15190751
1769215;453;453-454;14;2016;0;1988794;825093,5;0;0;34111;130399;140813;35004;1054;39740;22086;2020;6945;13070;82309;0;0;317542,5;332581;133086;9065829;1163700,5;24;0;24;0;0;1;25;0;0;10;14;0;0;0;0;0;1;10;15;328031;77731;405762;48490,52;0;0;454252,52;1404858000;152917104;7077035;778887552;7077035;7077035;0;8239884;414443;9140852
1769224;4711-472;471-472;11;2016;0;5670705;1737467,5;9662;6963;83209;0;247985;69740;133109;703232;12540;13361;49105;34731;271401;0;0;102429,5;1019627;359677;32697017;3933237,5;76;0;76;0;0;0;76;0;0;27;49;0;0;0;0;0;0;27;49;1019627;186860;1206487;150247,32;0;0;1356734,32;4173835;3775492;27026312;3974663,5;27026312;27026312;0;28973953;407420;30884134
1769226;473;473;14;2007;0;722651;214839;0;0;25180;0;84360;11310;0;17355;12215;2756;0;0;37298;0;0;24365;212120;76964;11611269;507812;16;0;16;0;0;0;16;0;0;9;7;0;0;0;0;0;0;9;7;212120;39196;251316;33239,84;0;0;284555,84;208018;283671;10888618;245844,5;10888618;10888618;0;11143467;10281;11463267
1769227;473;473;11;2011;0;1129528;173351,5;0;0;3242;0;0;23886;12833;27560;3542;5154;65328;0;13724;0;0;18082,5;120000;46836;13197962;956176,5;10;0;10;0;0;0;10;0;0;4;6;0;0;0;0;0;0;4;6;120000;26632;146632;17598,32;0;0;164230,32;67560;84121;12068434;75840,5;12068434;12068434;0;12296518;6667;12483648
1769228;473;473;11;2007;0;943655;209027,5;0;0;28000;0;6600;20077;0;19475;1176;4628;111964;0;16690;0;0;417,5;168553;69623;9436554;734627,5;11;1;11;0;0;0;12;1;0;2;9;0;0;0;0;0;0;3;9;168553;40338;208891;25715;0;0;234606;76681;2720226;8492899;1398453,5;8492899;8492899;0;8722551;11405;9017132
1769230;473;473;11;2013;0;897252;169291,5;0;0;20235;0;1740;10508;7599;42554;3482;11115;0;168;38571;0;0;33319,5;125281;56780;11912739;727960,5;10;0;10;0;0;0;10;0;0;5;5;0;0;0;0;0;0;5;5;125281;33684;158965;20289,84;0;0;179254,84;10717;11620;11015487;11168,5;11015487;11015487;0;11308906;275944;11780972
1769231;473;473;4;2008;0;190021;52052;0;0;900;0;0;739;0;5103;1261;1443;22242;0;2142;0;0;18222;52954;19554;2424498,596;137969;4;0;0;4;0;0;4;0;0;0;0;3;1;0;0;0;0;3;1;0;11450;0;6917,36;0;52954;59871,36;15405;40277;2275577;27841;2275577;2275577;0;2346790;1281;2420579
1769232;473;473;14;2012;0;2098335;416984;0;0;91593;0;6143;21698;5916;187781;3776;9357;9268;17242;46767;0;0;17443;471110;197359;10655725;1681351;36;0;36;0;0;0;36;0;0;16;20;0;0;0;0;0;0;16;20;471110;125212;596322;63450,76;0;0;659772,76;245776;297494;8557390;271635;8557390;8557390;0;9008634;197342;9912744
1769233;473;473;14;2013;0;218809;104307;895;0;25400;0;0;8500;1057;37921;226;420;13263;0;15425;0;0;1200;60241;29251;3297211;114502;4;0;4;0;0;0;4;0;0;3;1;0;0;0;0;0;0;3;1;60241;13950;74191;13681,48;0;0;87872,48;7803;6762;3078402;7282,5;3078402;3078402;0;3190921;2400;3296829
1769234;473;473;14;2013;0;1365143;430692,5;0;150;41569;0;30000;11849;2291;62913;5698;5494;112051;7140;104532;0;0;47005,5;486221;172801;17958118;934450,5;24;1;24;0;0;1;26;1;0;5;19;0;0;0;0;1;0;7;19;476621;89755;566376;72417,76;0;0;638793,76;121398;172917;16592975;147157,5;16592975;16592975;0;17182415;186006;18053948
1769235;473;473;14;2015;0;7532079;806386,5;0;0;226445;0;15361;33745;16684;84794;18706;6643;252434;2232;32351;0;0;116991,5;505593;219410;28189417,81;6725692,5;30;2;10;20;0;2;34;1;1;4;6;3;17;0;0;1;1;9;25;130699;124925;158349;82887,96;0;374884;616120,96;626376;273745;20595216;450060,5;20595216;20595216;0;21596552;969858;23343847
1769237;466;466-469;14;2016;0;1907630;336089;0;0;34386;0;167775;16647;6978;4553;12444;2679;16779;5812;26870;0;0;41166;488598;203926;7367774,374;1571541;10;0;10;0;0;0;10;0;0;3;7;0;0;0;0;0;0;3;7;488598;102320;590918;86359,44;0;0;677277,44;2219945;2011520;5469398;2115732,5;5469398;5469398;0;5892217;500249;7104647
1769240;4711-472;471-472;14;2016;0;793535;342557,5;0;10151;48632;0;60335;24283;2496;151887;4527;1276;14969;0;17366;0;0;6635,5;109768;50809;2729434,571;450977,5;9;0;9;0;0;0;9;0;0;2;7;0;0;0;0;0;0;2;7;109768;29807;139575;18214,88;0;0;157789,88;276330;266099;1953902;271214,5;1953902;1953902;0;2319924;80097;2588088
1769242;464;464-465;14;2016;0;2384357;432873;140;39180;50530;0;224122;2490;18582;15630;13940;6463;41500;2600;3140;1180;0;13376;685300;273914;18841212;1951484;32;0;32;0;0;0;32;0;0;23;9;0;0;0;0;0;0;23;9;685300;132360;817660;126235,76;0;0;943895,76;4111250;6070147;16456855;5090698,5;16456855;16456855;0;17215794;198139;18415047
1769245;4711-472;471-472;14;2014;0;4168313;1412162;0;219379;257937;0;348000;26803;14503;299744;7525;5698;0;14087;61770;490;0;156226;805570;335521;41300949,96;2756151;57;0;0;57;0;2;59;0;0;0;0;32;25;0;0;1;1;33;26;0;194087;0;123447,92;0;793570;917017,92;2301710;2225653;37150490;2263681,5;37150490;37150490;0;39036926;98215;40346880
