,ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_ESTUDIANTE,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,COLE_COD_DANE_ESTABLECIMIENTO,COLE_CODIGO_ICFES,COLE_NOMBRE_ESTABLECIMIENTO,COLE_JORNADA,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_COD_DANE_SEDE,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,COLE_DEPTO_UBICACION,ESTU_PRIVADO_LIBERTAD,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_DEPTO_PRESENTACION,ESTU_COD_DEPTO_PRESENTACION,PUNT_MATEMATICAS,DESEMP_MATEMATICAS,PERCENTIL_MATEMATICAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_C_NATURALES,DESEMP_C_NATURALES,PERCENTIL_C_NATURALES,PUNT_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,PUNT_GLOBAL,PERCENTIL_GLOBAL,PERCENTIL_ESPECIAL_GLOBAL,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_ESTADOINVESTIGACION
2311,TI,COLOMBIA,M,19/11/2003,20224,SB11202240226091,ESTUDIANTE,COLOMBIA,No,SANTANDER,68.0,BUCARAMANGA,68001.0,,,,5 a 6,Cuatro,,Si,Si,Si,,Si,Si,No,,,,Entre 11 y 20 horas,"Si, en efectivo",,,,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Mejor,368001000648.0,748145.0,COL MILIT GENERAL SANTANDER                                                                         ,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,368001000648.0,COL MILIT GENERAL SANTANDER                                                                         ,S,URBANO,68001.0,BUCARAMANGA,68.0,SANTANDER,N,68001,BUCARAMANGA,SANTANDER,68,52,3,52,51.0,57.0,A1,41,2,26,41,2,14,35,1,17,215,28.0,,60.0353919536837,3.0,3.0,PUBLICAR
2312,TI,COLOMBIA,F,04/12/2006,20224,SB11202240304274,ESTUDIANTE,COLOMBIA,No,BOYACA,15.0,DUITAMA,15238.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,Tres,Si,No,Si,No,No,No,No,No,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,Menos de 10 horas,"Si, en efectivo",1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",Mejor,115238001813.0,666354.0,COLEGIO NACIONALIZADO LA PRESENTACION,UNICA,FEMENINO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,115238001813.0,COLEGIO NACIONALIZADO LA PRESENTACION SEDE NORTE,S,URBANO,15238.0,DUITAMA,15.0,BOYACA,N,15238,DUITAMA,BOYACA,15,48,2,42,46.0,43.0,A-,53,2,67,54,3,55,52,2,64,257,56.0,,44.9845216682603,2.0,3.0,PUBLICAR
2313,TI,COLOMBIA,M,28/11/2004,20224,SB11202240120722,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Educación profesional completa,Técnica o tecnológica completa,Estrato 3,5 a 6,Cuatro,Si,Si,Si,Si,Si,No,No,Si,26 A 100 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Mejor,311769004268.0,604769.0,GIMNASIO ACADEMIA REGIONAL,COMPLETA,MIXTO,NO OFICIAL,A,N,TÉCNICO/ACADÉMICO,311769004268.0,GIMN ACAD REGIONAL                                                                                  ,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,51,3,49,50.0,55.0,A1,40,1,21,65,3,87,53,2,66,260,59.0,,69.408631803442,4.0,3.0,PUBLICAR
2314,TI,COLOMBIA,F,13/11/2004,20224,SB11202240022151,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Primaria incompleta,Primaria incompleta,Estrato 2,5 a 6,Tres,Si,Si,Si,Si,Si,No,Si,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,3 a 5 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",Igual,111001046485.0,102681.0,COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED),MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,111001046485.0,CENT EDUC DIST NUEVO SAN ANDRES DE LOS ALTOS,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,57,3,69,58.0,74.0,A2,49,2,53,59,3,69,47,2,51,267,63.0,,48.0864457272986,2.0,3.0,PUBLICAR
2315,TI,COLOMBIA,F,15/12/2005,20224,SB11202240303999,ESTUDIANTE,COLOMBIA,No,QUINDIO,63.0,ARMENIA,63001.0,Ninguno,Ninguno,Estrato 2,5 a 6,Tres,No,No,Si,Si,Si,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja en el hogar, no trabaja o estudia",Igual,163001000515.0,662064.0,INSTITUCION EDUCATIVA CRISTOBAL COLON,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,163001000515.0,CRISTOBAL COLON,S,URBANO,63001.0,ARMENIA,63.0,QUINDIO,N,63001,ARMENIA,QUINDIO,63,29,1,4,47.0,47.0,A-,33,1,4,41,2,15,40,1,30,183,10.0,,42.8293924192166,2.0,2.0,PUBLICAR
2316,TI,COLOMBIA,F,31/12/2004,20224,SB11202240086956,ESTUDIANTE,COLOMBIA,Si,CHOCO,27.0,QUIBDÓ,27001.0,Ninguno,Ninguno,Sin Estrato,9 o más,Seis o mas,Si,Si,Si,Si,Si,No,Si,No,0 A 10 LIBROS,No leo por entretenimiento,Entre 30 y 60 minutos,0,No,Todos o casi todos los días,1 o 2 veces por semana,1 o 2 veces por semana,No aplica,No aplica,Igual,127001004107.0,165035.0,IE MIA ROGERIO VELASQUEZ MURILLO,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,127001004107.0,IE MIA ROGERIO VELASQUEZ MURILLO,S,URBANO,27001.0,QUIBDÓ,27.0,CHOCO,N,27001,QUIBDÓ,CHOCO,27,45,2,33,44.0,38.0,A-,49,2,52,39,2,12,36,1,18,212,26.0,,48.260949036024,2.0,2.0,PUBLICAR
2317,CC,COLOMBIA,M,01/06/1992,20224,SB11202240430273,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13.0,CARTAGENA DE INDIAS,13001.0,Secundaria (Bachillerato) incompleta,Ninguno,Estrato 1,5 a 6,Dos,Si,No,Si,No,No,No,No,No,0 A 10 LIBROS,30 minutos o menos,30 minutos o menos,Menos de 10 horas,No,1 o 2 veces por semana,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Es vendedor o trabaja en atención al público,"Trabaja en el hogar, no trabaja o estudia",Peor,113001003274.0,123133.0,INSTITUCION EDUCATIVA JOSE MANUEL RODRIGUEZ TORICES,NOCHE,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,113001003274.0,INSTITUCION EDUCATIVA JOSE MANUEL RODRIGUEZ TORICES,S,URBANO,13001.0,CARTAGENA DE INDIAS,13.0,BOLIVAR,N,13001,CARTAGENA DE INDIAS,BOLIVAR,13,42,2,26,33.0,7.0,A-,38,1,16,48,2,35,34,1,13,200,19.0,,39.1848677772118,1.0,2.0,PUBLICAR
2318,TI,COLOMBIA,M,29/04/2006,20224,SB11202240367371,ESTUDIANTE,COLOMBIA,No,NARIÑO,52.0,IPIALES,52356.0,Educación profesional completa,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,Tres,No,No,No,Si,Si,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,0,No,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja por cuenta propia (por ejemplo plomero, electricista)",Igual,152356001901.0,747899.0,INSTITUCION EDUCATIVA POLITECNICO MARCELO MIRANDA,UNICA,MIXTO,OFICIAL,A,,TÉCNICO/ACADÉMICO,152356001901.0,INSTITUCION EDUCATIVA POLITECNICO MARCELO MIRANDA - SEDE PRINCIPAL,S,URBANO,52356.0,IPIALES,52.0,NARIÑO,N,52356,IPIALES,NARIÑO,52,65,3,89,37.0,17.0,A-,58,3,79,54,3,54,61,3,86,289,76.0,,47.8561656334292,2.0,2.0,PUBLICAR
2319,TI,COLOMBIA,M,06/08/2005,20224,SB11202240210509,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13.0,CARTAGENA DE INDIAS,13001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 1,7 a 8,Dos,Si,No,Si,No,No,No,No,No,0 A 10 LIBROS,Entre 1 y 2 horas,Entre 30 y 60 minutos,0,No,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Peor,113001800263.0,718338.0,INSTITUCION EDUCATIVA EL SALVADOR,MAÑANA,MIXTO,OFICIAL,A,,,113001800344.0,SEDE LAS COLINAS,N,URBANO,13001.0,CARTAGENA DE INDIAS,13.0,BOLIVAR,N,13001,CARTAGENA DE INDIAS,BOLIVAR,13,47,2,37,50.0,54.0,A1,45,2,39,39,2,11,30,1,6,205,22.0,,42.9213956409039,2.0,2.0,PUBLICAR
2320,CC,COLOMBIA,F,14/04/2004,20224,SB11202240085884,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,No Aplica,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Dos,Si,Si,No,No,Si,No,No,No,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,0,No,1 o 2 veces por semana,1 o 2 veces por semana,Nunca o rara vez comemos eso,No aplica,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Igual,111769003424.0,109678.0,COLEGIO GERARDO PAREDES (IED),MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,111769003424.0,COL DIST EDUC BAS Y MEDIA GERARDO PAREDES MARTINEZ,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,40,2,21,47.0,45.0,A-,41,2,23,40,2,12,38,1,26,202,20.0,,45.1326629397438,2.0,2.0,PUBLICAR
2321,TI,COLOMBIA,F,24/05/2004,20224,SB11202240084833,ESTUDIANTE,COLOMBIA,Si,CHOCO,27.0,QUIBDÓ,27001.0,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 1,3 a 4,Cuatro,Si,Si,Si,Si,Si,No,Si,No,26 A 100 LIBROS,Entre 1 y 2 horas,Más de 3 horas,0,No,1 o 2 veces por semana,1 o 2 veces por semana,Nunca o rara vez comemos eso,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Igual,127001000853.0,9613.0,IE GIMNASIO DE QUIBDO,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,127001000853.0,INSTITUCION EDUCATIVA GIMNASIO DE QUIBDO,S,URBANO,27001.0,QUIBDÓ,27.0,CHOCO,N,27001,QUIBDÓ,CHOCO,27,48,2,40,48.0,50.0,A1,35,1,7,49,2,36,44,2,41,222,33.0,,58.5199878057801,3.0,3.0,PUBLICAR
2322,TI,VENEZUELA,F,02/07/2004,20224,SB11202240342120,ESTUDIANTE,VENEZUELA,No,NORTE SANTANDER,54.0,CHINÁCOTA,54172.0,Secundaria (Bachillerato) completa,Postgrado,Estrato 2,3 a 4,Dos,Si,Si,Si,Si,Si,No,Si,No,26 A 100 LIBROS,Más de 2 horas,Más de 3 horas,Entre 11 y 20 horas,"Si, en efectivo",Todos o casi todos los días,3 a 5 veces por semana,Nunca o rara vez comemos eso,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",Igual,154172000000.0,738591.0,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LA PRESENTACION,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,154172000000.0,INST EDUC TECNICA NTRA SRA DE LA PRESENTACION,S,URBANO,54172.0,CHINÁCOTA,54.0,NORTE SANTANDER,N,54172,CHINÁCOTA,NORTE SANTANDER,54,79,4,100,83.0,100.0,B+,77,4,100,81,4,100,71,4,98,387,100.0,,56.2378264215205,3.0,2.0,PUBLICAR
2323,TI,COLOMBIA,M,11/10/2006,20224,SB11202240195953,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Secundaria (Bachillerato) incompleta,Técnica o tecnológica incompleta,Estrato 1,5 a 6,Tres,Si,No,Si,Si,Si,No,No,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,3 a 5 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Mejor,111848002689.0,144287.0,COLEGIO DIVINO MAESTRO (IED),TARDE,MIXTO,OFICIAL,A,,ACADÉMICO,111848002689.0,CENT EDUC NAL PILOTO BAVARIA,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,53,3,56,58.0,76.0,A2,52,2,63,57,3,64,49,2,54,266,62.0,,48.4586706013805,2.0,2.0,PUBLICAR
2324,CC,COLOMBIA,F,02/12/2002,20224,SB11202240180126,ESTUDIANTE,COLOMBIA,Si,CAUCA,19.0,TIMBIQUÍ,19809.0,Técnica o tecnológica completa,Educación profesional completa,Estrato 1,1 a 2,Dos,No,No,No,No,Si,No,No,No,0 A 10 LIBROS,Más de 2 horas,No Navega Internet,Menos de 10 horas,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Es agricultor, pesquero o jornalero",Peor,119809001358.0,749119.0,INSTITUCION EDUCATIVA AGRICOLA JUSTINIANO OCORO,UNICA,MIXTO,OFICIAL,A,S,TÉCNICO,119809001358.0, JUSTINIANO OCORO (sede principal),S,URBANO,19809.0,TIMBIQUÍ,19.0,CAUCA,N,19809,TIMBIQUÍ,CAUCA,19,20,1,1,41.0,29.0,A-,33,1,4,33,1,3,31,1,7,151,1.0,,38.0258817057466,1.0,2.0,PUBLICAR
2325,TI,COLOMBIA,F,12/10/2005,20224,SB11202240256165,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 1,1 a 2,Dos,Si,No,Si,Si,No,No,No,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,0,No,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Peor,111001107875.0,140103.0,COLEGIO CIUDADELA EDUCATIVA DE BOSA (IED),TARDE,MIXTO,OFICIAL,A,N,ACADÉMICO,111001107875.0,COL CUIDADELA EDUCATIVA BOSA (INS EDUC DIST),S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,49,2,44,57.0,73.0,A1,43,2,32,49,2,38,54,2,67,247,50.0,,47.6820226925983,2.0,3.0,PUBLICAR
2326,TI,COLOMBIA,M,22/04/2006,20224,SB11202240604663,ESTUDIANTE,COLOMBIA,Si,NARIÑO,52.0,SAN ANDRÉS DE TUMACO,52835.0,Educación profesional completa,Técnica o tecnológica completa,Estrato 4,3 a 4,Tres,Si,Si,Si,Si,No,No,Si,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia",Igual,352835007021.0,662072.0,COLEGIO NUEVO HORIZONTE,SABATINA,MIXTO,NO OFICIAL,A,N,,352835007021.0,COLEGIO NUEVO HORIZONTE - SEDE PRINCIPAL,S,URBANO,52835.0,SAN ANDRÉS DE TUMACO,52.0,NARIÑO,N,52835,SAN ANDRÉS DE TUMACO,NARIÑO,52,28,1,4,34.0,10.0,A-,36,1,11,33,1,3,31,1,8,161,2.0,,62.872582937364,3.0,2.0,PUBLICAR
2327,TI,COLOMBIA,M,24/12/2005,20224,SB11202240182093,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Tres,Si,Si,Si,Si,Si,No,Si,No,26 A 100 LIBROS,30 minutos o menos,Entre 1 y 3 horas,0,No,Todos o casi todos los días,3 a 5 veces por semana,Todos o casi todos los días,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",Igual,105001000931.0,725705.0,INST EDUC DIEGO ECHAVARRIA MISAS,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,105001000931.0,INST EDUC DIEGO ECHAVARRIA MISAS,S,URBANO,5001.0,MEDELLÍN,5.0,ANTIOQUIA,N,5001,MEDELLÍN,ANTIOQUIA,5,73,4,98,68.0,90.0,B1,78,4,100,71,4,97,67,3,95,360,99.0,,56.7118162038615,3.0,3.0,PUBLICAR
2328,TI,COLOMBIA,M,28/10/2005,20224,SB11202240085559,ESTUDIANTE,COLOMBIA,No,ATLANTICO,8.0,BARRANQUILLA,8001.0,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 2,3 a 4,Dos,Si,Si,Si,Si,Si,Si,Si,Si,26 A 100 LIBROS,Entre 1 y 2 horas,Entre 30 y 60 minutos,0,No,3 a 5 veces por semana,1 o 2 veces por semana,3 a 5 veces por semana,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Peor,108001001812.0,209296.0,ESCUELA NORMAL SUPERIOR DEL DISTRITO DE BARRANQUILLA,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,108001001812.0,ESCUELA NORMAL SUPERIOR DEL DISTRITO BARRANQUILLA,S,URBANO,8001.0,BARRANQUILLA,8.0,ATLANTICO,N,8001,BARRANQUILLA,ATLANTICO,8,61,3,80,61.0,82.0,A2,62,3,88,57,3,64,57,3,77,297,80.0,,62.7277523902546,3.0,3.0,PUBLICAR
2329,TI,COLOMBIA,F,22/02/2006,20224,SB11202240074616,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,LA CEJA,5376.0,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Cuatro,Si,Si,Si,Si,Si,Si,Si,Si,26 A 100 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,No sabe,"Trabaja en el hogar, no trabaja o estudia",Igual,305376000198.0,2154.0,COLEGIO SALESIANO SANTO DOMINGO SAVIO,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,305376000198.0,COLEGIO SALESIANO SANTO DOMINGO SAVIO,S,RURAL,5376.0,LA CEJA,5.0,ANTIOQUIA,N,5376,LA CEJA,ANTIOQUIA,5,58,3,71,75.0,96.0,B1,58,3,78,62,3,77,58,3,78,301,82.0,,60.6568384350456,3.0,3.0,PUBLICAR
2330,TI,COLOMBIA,F,18/12/2005,20224,SB11202240552235,ESTUDIANTE,COLOMBIA,No,MAGDALENA,47.0,CIÉNAGA,47189.0,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Tres,Si,Si,No,No,Si,Si,No,No,11 A 25 LIBROS,30 minutos o menos,Más de 3 horas,0,No,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Mejor,147189001160.0,129429.0,INSTITUCION EDUCATIVA  EL CARMEN,TARDE,MIXTO,OFICIAL,A,,ACADÉMICO,147189001160.0,IE EL CARMEN,S,URBANO,47189.0,CIÉNAGA,47.0,MAGDALENA,N,47189,CIÉNAGA,MAGDALENA,47,35,1,11,44.0,38.0,A-,35,1,7,42,2,17,29,1,4,180,8.0,,55.7511665729067,3.0,2.0,PUBLICAR
2331,CC,COLOMBIA,M,29/12/2003,20224,SB11202240118434,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,YARUMAL,5887.0,Primaria incompleta,Primaria completa,Estrato 1,5 a 6,Cuatro,Si,Si,Si,No,Si,No,Si,No,11 A 25 LIBROS,No leo por entretenimiento,Entre 30 y 60 minutos,0,"Si, en efectivo",3 a 5 veces por semana,Todos o casi todos los días,Todos o casi todos los días,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Mejor,305887000650.0,754283.0,INSTITUCION EDUCATIVA DE MARIA,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,305887000650.0,COLEGIO DE MARIA,S,URBANO,5887.0,YARUMAL,5.0,ANTIOQUIA,N,5887,YARUMAL,ANTIOQUIA,5,54,3,61,38.0,20.0,A-,56,3,73,54,3,54,53,2,66,265,62.0,,50.4334271639767,2.0,2.0,PUBLICAR
2332,TI,COLOMBIA,M,28/03/2006,20224,SB11202240428956,ESTUDIANTE,COLOMBIA,No,TOLIMA,73.0,MELGAR,73449.0,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Tres,Si,Si,Si,No,Si,No,Si,No,26 A 100 LIBROS,Entre 1 y 2 horas,Entre 30 y 60 minutos,Entre 11 y 20 horas,"Si, en efectivo",1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Pensionado,Es vendedor o trabaja en atención al público,Peor,173449000015.0,719484.0,INSTITUCION EDUCATIVA TECNICA SUMAPAZ,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,173449000015.0,I.E.T. SUMAPAZ - SEDE PRINCIPAL,S,URBANO,73449.0,MELGAR,73.0,TOLIMA,N,73449,MELGAR,TOLIMA,73,66,3,90,71.0,93.0,B1,67,3,95,71,4,96,57,3,76,328,93.0,,53.0753499797351,3.0,2.0,PUBLICAR
2333,TI,COLOMBIA,F,28/10/2005,20224,SB11202240386107,ESTUDIANTE,COLOMBIA,No,BOYACA,15.0,CALDAS,15131.0,Primaria incompleta,Primaria completa,Estrato 1,3 a 4,Tres,Si,Si,No,No,No,No,No,No,11 A 25 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,0,No,1 o 2 veces por semana,1 o 2 veces por semana,3 a 5 veces por semana,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",Igual,115131000172.0,29611.0,IE FRANCISCO JOSE DE CALDAS,COMPLETA,MIXTO,OFICIAL,A,N,TÉCNICO,115131000172.0,IE FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL,S,URBANO,15131.0,CALDAS,15.0,BOYACA,N,15176,CHIQUINQUIRÁ,BOYACA,15,49,2,43,36.0,15.0,A-,49,2,51,48,2,35,40,1,30,228,37.0,,42.3718149044342,2.0,2.0,PUBLICAR
2334,TI,COLOMBIA,M,23/08/2005,20224,SB11202240124950,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,Dos,Si,No,Si,No,Si,No,Si,Si,11 A 25 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,Menos de 10 horas,"Si, en efectivo",3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Es vendedor o trabaja en atención al público,Es vendedor o trabaja en atención al público,Mejor,111001076937.0,56507.0,COLEGIO SAN FRANCISCO (IED),TARDE,MIXTO,OFICIAL,A,N,ACADÉMICO,111001076937.0,COL DIST SAN FRANCISCO,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,44,2,29,56.0,69.0,A1,44,2,34,46,2,28,33,1,12,214,28.0,,48.8803873933672,2.0,2.0,PUBLICAR
