id_lote,tipo_cultivo,departamento,region,fertilizante_kg_ha,proveedor_semilla,latitud,longitud,campaña,area_ha,produccion_ton
861,soya,Caquetá,Amazonía,98.0,Agrosavia,1.980702,-75.541723,2023A,26.4,57.29
862,arroz,Bolívar,Caribe,223.8,Bayer,8.475655,-74.102592,2025A,22.1,136.8
863,arroz,Huila,Andina,228.7,Corteva,2.542465,-75.363715,2025A,32.3,209.3
864,maíz,Tolima,Andina,210.7,Local,3.981594,-75.341736,2024A,21.7,108.72
865,maíz,Valle del Cauca,Pacífica,206.5,Local,3.882165,-76.463508,2025A,26.3,142.28
866,arroz,Huila,Andina,216.3,Syngenta,2.276523,-75.355113,2024B,35.5,212.29
867,maíz,Meta,Orinoquía,238.6,Corteva,3.427013,-73.282065,2025A,31.9,200.97
868,maíz,Meta,Orinoquía,163.5,Syngenta,3.400941,-72.669254,2024A,31.9,198.74
869,maíz,Casanare,Orinoquía,183.5,Corteva,5.5022,-71.657514,2023A,12.5,77.12
870,maíz,Valle del Cauca,Pacífica,239.4,Bayer,3.556429,-76.721087,2024A,29.2,214.91
871,arroz,Arauca,Orinoquía,219.5,Syngenta,7.006232,-70.436334,2024A,15.2,101.69
872,maíz,Meta,Orinoquía,191.7,Bayer,3.285621,-73.165513,2024B,11.2,69.66
873,soya,Córdoba,Caribe,125.0,Local,8.0469,-75.635687,2023A,23.3,65.01
874,soya,Córdoba,Caribe,40.0,Local,8.25176,-75.666266,2025A,15.0,32.85
875,maíz,Cesar,Caribe,205.6,Corteva,9.271114,-73.736427,2023B,31.9,173.22
876,maíz,Meta,Orinoquía,198.4,Corteva,3.283611,-72.924522,2023B,32.1,204.48
877,arroz,Meta,Orinoquía,242.1,Syngenta,3.043959,-73.00874,2024A,5.0,35.75
878,maíz,Casanare,Orinoquía,118.7,Local,5.639263,-71.734906,2024A,15.7,56.68
879,soya,Tolima,Andina,117.9,Syngenta,3.86013,-74.988358,2024A,9.4,35.44
880,arroz,Meta,Orinoquía,207.2,Agrosavia,3.365861,-72.847046,2025A,19.4,124.16
881,maíz,Nariño,Pacífica,168.6,Local,1.385189,-77.475225,2024A,28.6,120.12
882,maíz,Magdalena,Caribe,189.0,Corteva,10.206634,-74.553627,2024B,21.6,111.89
883,maíz,Santander,Andina,209.0,Bayer,6.343398,-73.692499,2024B,18.1,93.58
884,soya,Casanare,Orinoquía,87.5,Syngenta,5.51674,-71.62301,2023A,37.0,125.8
885,maíz,Bolívar,Caribe,197.3,Local,8.529668,-74.109146,2024B,3.0,12.99
886,maíz,Caquetá,Amazonía,177.5,Corteva,1.416686,-75.717642,2025A,36.4,199.11
887,soya,Valle del Cauca,Pacífica,109.2,Corteva,3.775832,-76.369044,2023A,18.6,78.68
888,arroz,Huila,Andina,187.3,Bayer,2.631423,-75.647119,2024A,23.2,132.47
889,soya,Meta,Orinoquía,160.0,Syngenta,3.085783,-72.977329,2025A,18.7,66.57
890,arroz,Tolima,Andina,233.5,Agrosavia,3.727518,-75.313987,2024A,39.4,257.68
891,maíz,Santander,Andina,195.5,Syngenta,6.490217,-73.619168,2024A,11.7,63.3
892,maíz,Santander,Andina,148.5,Local,6.85644,-73.665561,2025A,24.1,116.4
893,maíz,Córdoba,Caribe,191.0,Syngenta,7.820935,-75.252413,2023B,29.3,154.12
894,soya,Bolívar,Caribe,120.4,Agrosavia,8.45022,-73.773567,2023A,7.9,23.94
895,maíz,Cesar,Caribe,229.9,Corteva,9.643377,-73.987946,2025A,14.8,85.4
896,arroz,Meta,Orinoquía,170.5,Agrosavia,3.417268,-72.886156,2025A,22.5,126.0
897,arroz,Valle del Cauca,Pacífica,244.9,Bayer,3.720061,-76.604899,2024A,15.1,109.48
898,maíz,Tolima,Andina,230.7,Local,4.240154,-75.325672,2024A,15.8,81.53
899,arroz,Meta,Orinoquía,250.9,Bayer,2.686194,-72.872519,2025A,20.5,131.61
900,arroz,Huila,Andina,151.8,Local,2.640621,-75.53062,2024B,30.5,150.67
901,maíz,Tolima,Andina,227.4,Bayer,4.067336,-75.132616,2023B,20.6,130.4
902,maíz,Caquetá,Amazonía,206.0,Local,1.856698,-75.640995,2023A,34.8,157.64
903,maíz,Caquetá,Amazonía,224.6,Local,1.381304,-75.566534,2024A,14.0,71.12
904,maíz,Casanare,Orinoquía,238.5,Local,5.966981,-71.681929,2025A,11.5,66.01
905,maíz,Córdoba,Caribe,169.0,Bayer,7.983567,-75.664584,2025A,43.3,212.6
906,soya,Casanare,Orinoquía,114.1,Local,5.807353,-71.611242,2025A,17.4,44.37
907,maíz,Valle del Cauca,Pacífica,154.8,Corteva,3.873164,-76.90275,2025A,10.9,61.26
908,maíz,Valle del Cauca,Pacífica,226.9,Bayer,3.4946,-76.78705,2024B,6.6,43.69
909,arroz,Cesar,Caribe,226.6,Agrosavia,9.460972,-73.523397,2024A,34.8,215.06
910,maíz,Valle del Cauca,Pacífica,234.4,Agrosavia,3.800591,-76.445183,2025A,20.6,132.46
911,arroz,Casanare,Orinoquía,315.2,Bayer,5.594417,-71.955679,2024B,21.5,149.21
912,maíz,Nariño,Pacífica,196.9,Local,1.368411,-77.640166,2024A,22.4,94.53
913,arroz,Huila,Andina,243.8,Bayer,2.486218,-75.588734,2023A,34.1,216.19
914,arroz,Santander,Andina,197.9,Local,6.9671,-73.807229,2025A,22.2,108.34
915,maíz,Cesar,Caribe,180.7,Bayer,9.455908,-73.458331,2024A,47.4,290.09
916,maíz,Meta,Orinoquía,168.1,Syngenta,3.325835,-72.937732,2024A,25.3,145.22
917,maíz,Nariño,Pacífica,166.8,Corteva,1.208701,-77.669138,2024B,34.6,170.23
918,maíz,Tolima,Andina,180.2,Local,4.114871,-74.98601,2024B,32.1,164.03
919,soya,Meta,Orinoquía,125.4,Bayer,3.254815,-73.287771,2023B,23.6,89.92
920,arroz,Caquetá,Amazonía,220.6,Agrosavia,1.521537,-75.772771,2025A,18.1,101.54
921,soya,Valle del Cauca,Pacífica,123.6,Bayer,3.695102,-76.405125,2023B,27.3,101.28
922,maíz,Magdalena,Caribe,232.2,Syngenta,10.01174,-74.657643,2023B,29.1,162.38
923,arroz,Tolima,Andina,228.0,Corteva,4.285084,-75.023049,2024A,18.3,129.02
924,soya,Meta,Orinoquía,80.0,Local,3.460712,-73.102292,2024B,25.7,77.1
925,maíz,Santander,Andina,155.0,Local,6.655137,-73.902319,2025A,36.4,185.28
926,maíz,Meta,Orinoquía,143.9,Bayer,3.574669,-73.246796,2025A,44.7,288.76
927,soya,Meta,Orinoquía,81.7,Local,3.405118,-73.09489,2025A,32.5,95.55
928,maíz,Santander,Andina,216.1,Agrosavia,6.572944,-73.935838,2023A,42.6,198.52
929,soya,Córdoba,Caribe,65.2,Agrosavia,7.960147,-75.661724,2023A,17.7,42.3
930,arroz,Meta,Orinoquía,174.5,Local,2.922518,-73.516983,2024B,31.0,176.08
931,maíz,Atlántico,Caribe,206.9,Local,10.694504,-74.830879,2023B,37.4,173.16
932,maíz,Santander,Andina,222.0,Syngenta,6.940803,-73.766858,2025A,15.0,88.65
933,soya,Atlántico,Caribe,115.6,Local,10.462474,-74.912863,2024B,19.1,45.27
934,maíz,Caquetá,Amazonía,234.0,Bayer,1.624816,-75.654007,2025A,41.4,235.98
935,maíz,Huila,Andina,237.7,Syngenta,2.410291,-75.430935,2023B,14.2,72.85
936,maíz,Casanare,Orinoquía,211.9,Corteva,5.588088,-71.735643,2024A,10.6,72.29
937,maíz,Santander,Andina,201.9,Corteva,6.538288,-73.909942,2024A,39.3,211.43
938,maíz,Santander,Andina,174.8,Corteva,6.290084,-73.920206,2023B,36.0,196.2
939,soya,Meta,Orinoquía,145.3,Corteva,3.142268,-73.089009,2024B,28.3,108.11
940,arroz,Huila,Andina,195.2,Syngenta,2.32854,-75.508065,2024A,23.5,129.72
941,maíz,Meta,Orinoquía,154.5,Bayer,3.41571,-73.102266,2024A,19.6,98.2
942,arroz,Tolima,Andina,222.4,Local,4.10907,-75.068777,2024A,26.8,161.34
943,soya,Casanare,Orinoquía,84.7,Agrosavia,5.617138,-71.729319,2023A,39.8,138.5
944,maíz,Casanare,Orinoquía,199.8,Corteva,5.920632,-71.72105,2024A,26.4,154.7
945,maíz,Atlántico,Caribe,236.6,Local,10.339481,-74.88229,2024A,45.7,232.61
946,soya,Sucre,Caribe,119.2,Corteva,9.222664,-75.640306,2023A,15.0,36.15
947,maíz,Tolima,Andina,156.8,Syngenta,4.08395,-75.116656,2023B,23.8,120.43
948,arroz,Meta,Orinoquía,191.2,Corteva,3.254583,-72.905749,2023B,20.3,127.28
949,arroz,Tolima,Andina,320.0,Bayer,3.980165,-75.291667,2024A,13.1,94.32
950,maíz,Tolima,Andina,148.6,Local,3.82709,-74.984075,2023A,22.5,102.6
951,maíz,Tolima,Andina,177.1,Local,3.997421,-75.28236,2024A,28.2,126.05
952,maíz,Huila,Andina,183.4,Corteva,2.30442,-75.723614,2024B,29.2,171.11
953,maíz,Casanare,Orinoquía,278.1,Bayer,5.66957,-71.26385,2024B,45.7,323.56
954,arroz,Valle del Cauca,Pacífica,223.2,Syngenta,3.95447,-76.596754,2025A,28.6,187.04
955,maíz,Magdalena,Caribe,195.2,Corteva,10.610329,-74.462142,2024A,35.5,184.96
956,maíz,Córdoba,Caribe,129.7,Local,8.210961,-75.640201,2024A,24.7,75.09
957,soya,Cesar,Caribe,116.1,Corteva,9.624923,-73.770128,2025A,40.8,104.45
958,maíz,Casanare,Orinoquía,277.6,Bayer,5.800677,-71.482601,2024A,48.0,357.12
959,maíz,Meta,Orinoquía,174.7,Agrosavia,3.621939,-73.174047,2024B,29.3,147.96
960,maíz,Magdalena,Caribe,207.6,Bayer,10.654152,-74.401302,2024A,14.1,85.59
961,maíz,Atlántico,Caribe,185.7,Bayer,10.850082,-74.75641,2024A,18.5,111.56
962,maíz,Tolima,Andina,188.3,Bayer,3.866751,-75.254403,2024B,26.8,151.69
963,maíz,Santander,Andina,223.4,Bayer,6.812749,-73.846435,2023B,28.6,184.47
964,arroz,Meta,Orinoquía,251.3,Local,3.413333,-73.407683,2024A,31.0,200.88
965,maíz,Meta,Orinoquía,199.0,Syngenta,3.527405,-72.825076,2023B,28.6,183.04
966,maíz,Cesar,Caribe,225.2,Agrosavia,9.469075,-73.709232,2024A,24.1,137.61
967,soya,Meta,Orinoquía,113.8,Corteva,3.448447,-72.625883,2023B,17.6,78.32
968,soya,Meta,Orinoquía,86.4,Local,3.330051,-73.333239,2024B,28.0,64.96
969,maíz,Tolima,Andina,156.9,Local,4.048746,-74.999003,2025A,42.5,203.58
970,soya,Córdoba,Caribe,119.8,Corteva,7.77528,-75.430364,2025A,34.2,111.83
971,soya,Meta,Orinoquía,102.6,Syngenta,3.331118,-72.897408,2024A,29.3,91.42
972,soya,Bolívar,Caribe,81.4,Local,8.794052,-73.753509,2025A,34.3,107.02
973,arroz,Santander,Andina,243.6,Bayer,6.619939,-73.795479,2024B,20.3,139.66
974,maíz,Santander,Andina,142.9,Local,6.869513,-73.509474,2024A,18.9,87.7
975,maíz,Meta,Orinoquía,249.7,Syngenta,3.164571,-73.287114,2025A,16.5,113.36
976,soya,Casanare,Orinoquía,113.3,Corteva,6.060781,-71.83529,2024B,22.7,81.49
977,maíz,Córdoba,Caribe,202.8,Local,7.923306,-75.614285,2024B,19.8,98.8
978,arroz,Meta,Orinoquía,233.8,Bayer,3.202227,-73.435994,2023B,36.1,265.33
979,soya,Casanare,Orinoquía,92.8,Corteva,5.596206,-71.321116,2024A,19.2,62.4
980,maíz,Bolívar,Caribe,155.9,Local,8.518939,-74.116011,2025A,16.0,65.76
981,maíz,Valle del Cauca,Pacífica,183.7,Agrosavia,3.813516,-76.742497,2024A,43.4,267.78
982,maíz,Córdoba,Caribe,186.7,Agrosavia,8.142206,-75.691455,2024B,19.5,90.87
983,maíz,Caquetá,Amazonía,159.3,Local,1.317055,-75.649208,2024B,25.5,77.26
984,arroz,Casanare,Orinoquía,245.7,Bayer,5.281571,-71.32645,2025A,28.5,209.76
985,maíz,Arauca,Orinoquía,151.2,Local,6.717757,-70.826969,2023B,12.6,50.4
986,soya,Sucre,Caribe,112.1,Bayer,9.063492,-75.53143,2024B,36.4,119.76
987,maíz,Casanare,Orinoquía,191.2,Corteva,5.972463,-71.912856,2023A,30.4,193.34
988,soya,Arauca,Orinoquía,74.4,Local,7.019387,-70.630341,2024B,39.6,101.77
989,maíz,Caquetá,Amazonía,137.2,Local,2.051163,-75.709626,2024B,17.2,63.3
990,maíz,Nariño,Pacífica,182.5,Agrosavia,1.42374,-77.304282,2023A,25.0,127.0
991,maíz,Valle del Cauca,Pacífica,248.8,Syngenta,4.102135,-76.483496,2024B,24.4,164.94
992,maíz,Santander,Andina,189.2,Syngenta,6.41133,-73.726855,2024A,26.6,140.45
993,maíz,Nariño,Pacífica,117.4,Local,0.99038,-76.993076,2023A,9.5,26.79
994,arroz,Casanare,Orinoquía,303.8,Corteva,5.787817,-71.453193,2024A,25.1,188.0
995,maíz,Cesar,Caribe,222.9,Agrosavia,9.410005,-73.674374,2023B,9.7,54.22
996,maíz,Bolívar,Caribe,163.0,Bayer,8.590551,-74.183688,2024A,27.6,150.42
997,maíz,Huila,Andina,157.6,Local,2.36762,-75.567853,2024A,3.0,13.11
998,maíz,Magdalena,Caribe,209.5,Local,10.528099,-74.510892,2024B,5.5,26.29
999,arroz,Caquetá,Amazonía,303.9,Local,1.764455,-75.575736,2025A,32.2,201.89
1000,arroz,Caquetá,Amazonía,263.1,Corteva,1.464231,-75.915381,2024B,18.5,118.58
1001,maíz,Atlántico,Caribe,182.5,Local,10.665255,-74.565547,2023A,14.1,67.12
1002,maíz,Tolima,Andina,182.0,Corteva,4.085454,-74.929552,2025A,36.7,246.26
1003,maíz,Magdalena,Caribe,145.2,Local,10.161348,-74.447052,2024B,27.3,122.58
1004,arroz,Córdoba,Caribe,176.8,Local,8.25117,-75.692985,2023A,32.7,148.46
1005,arroz,Arauca,Orinoquía,225.9,Corteva,7.290949,-70.672929,2025A,22.3,143.84
1006,arroz,Meta,Orinoquía,211.7,Syngenta,2.921625,-73.288927,2023B,50.8,345.44
1007,soya,Sucre,Caribe,135.3,Corteva,9.277431,-75.536974,2024B,18.0,56.34
1008,maíz,Caquetá,Amazonía,215.5,Bayer,1.687864,-75.853814,2024A,41.4,250.06
1009,soya,Casanare,Orinoquía,101.2,Corteva,5.710047,-71.655911,2024A,23.4,87.98
1010,maíz,Casanare,Orinoquía,181.5,Corteva,5.595158,-71.653635,2025A,7.5,47.4
1011,arroz,Huila,Andina,181.5,Local,2.796916,-75.756342,2024A,28.8,120.38
1012,soya,Sucre,Caribe,71.2,Agrosavia,9.167859,-75.278344,2023A,27.1,86.18
1013,maíz,Córdoba,Caribe,176.0,Local,8.319024,-75.472797,2025A,13.5,54.95
1014,maíz,Nariño,Pacífica,143.1,Local,1.372765,-77.248256,2025A,14.8,70.45
1015,maíz,Meta,Orinoquía,193.6,Local,3.210414,-72.992,2024B,23.8,134.95
1016,maíz,Tolima,Andina,198.4,Local,3.8571,-75.216619,2024A,27.5,142.45
1017,maíz,Córdoba,Caribe,197.6,Local,8.122706,-75.42708,2023A,3.0,15.87
1018,maíz,Valle del Cauca,Pacífica,154.0,Bayer,3.990298,-76.623762,2025A,34.5,220.46
1019,soya,Caquetá,Amazonía,100.1,Local,1.872593,-75.7676,2023A,19.1,34.95
1020,maíz,Meta,Orinoquía,100.0,Syngenta,3.213224,-73.298466,2023A,10.7,55.43
1021,maíz,Huila,Andina,160.3,Syngenta,2.676727,-75.542408,2024A,33.4,185.7
1022,soya,Meta,Orinoquía,97.8,Bayer,3.28841,-72.945823,2023B,23.8,114.24
1023,maíz,Santander,Andina,163.1,Agrosavia,6.602395,-73.443294,2023A,36.2,191.14
1024,maíz,Bolívar,Caribe,171.2,Syngenta,8.48139,-74.193744,2024A,28.4,130.92
1025,maíz,Meta,Orinoquía,218.3,Bayer,3.18802,-73.506314,2023A,24.0,151.44
1026,maíz,Meta,Orinoquía,154.7,Corteva,3.117098,-73.145848,2023B,22.5,149.85
1027,soya,Bolívar,Caribe,101.9,Corteva,8.902398,-74.229906,2023A,28.8,99.07
1028,maíz,Meta,Orinoquía,130.8,Syngenta,3.208412,-73.128289,2023B,19.9,123.38
1029,maíz,Caquetá,Amazonía,193.9,Agrosavia,1.726456,-75.45735,2024B,15.5,72.39
1030,maíz,Arauca,Orinoquía,130.1,Local,6.975528,-70.761379,2025A,30.1,116.79
1031,arroz,Córdoba,Caribe,178.0,Local,8.033388,-75.558297,2024A,22.6,115.71
1032,maíz,Sucre,Caribe,140.2,Agrosavia,8.901055,-75.360818,2024A,24.3,96.23
1033,arroz,Córdoba,Caribe,180.0,Local,8.215596,-75.307685,2023A,34.9,171.71
1034,arroz,Tolima,Andina,140.0,Local,3.807048,-75.122733,2023A,22.9,122.51
1035,soya,Meta,Orinoquía,94.9,Local,3.223307,-72.882046,2023B,24.2,76.47
1036,maíz,Valle del Cauca,Pacífica,177.0,Local,3.607267,-76.718962,2024A,18.0,89.1
1037,arroz,Córdoba,Caribe,157.6,Syngenta,8.29956,-75.33714,2024B,28.3,141.5
1038,arroz,Bolívar,Caribe,248.0,Local,9.015507,-74.304603,2024B,27.5,161.15
1039,maíz,Cesar,Caribe,140.2,Local,9.312049,-73.748129,2024A,33.0,152.13
1040,maíz,Córdoba,Caribe,177.6,Local,7.8288,-75.362224,2023A,18.2,77.9
1041,arroz,Casanare,Orinoquía,182.6,Local,5.751253,-71.996785,2025A,19.4,101.46
1042,soya,Córdoba,Caribe,134.8,Corteva,8.294879,-75.454744,2024A,31.9,100.17
1043,soya,Magdalena,Caribe,78.5,Agrosavia,10.556699,-74.38485,2024B,26.5,64.4
1044,arroz,Tolima,Andina,248.7,Bayer,3.809362,-75.343958,2024A,14.9,99.98
1045,maíz,Santander,Andina,162.3,Bayer,6.700835,-73.877445,2024B,37.1,185.5
1046,maíz,Tolima,Andina,223.5,Bayer,4.134882,-75.818406,2025A,7.0,44.17
1047,arroz,Córdoba,Caribe,274.4,Corteva,8.199569,-75.689818,2025A,31.8,241.68
1048,arroz,Tolima,Andina,216.6,Syngenta,4.290813,-75.065941,2024A,11.3,78.31
1049,soya,Santander,Andina,115.4,Syngenta,6.909332,-73.81086,2024A,42.9,134.28
1050,arroz,Tolima,Andina,273.6,Corteva,4.012834,-75.153109,2023B,8.6,61.83
1051,maíz,Córdoba,Caribe,121.6,Local,7.77731,-75.943517,2025A,35.5,119.64
1052,maíz,Bolívar,Caribe,146.1,Local,8.917409,-74.004432,2024A,23.2,88.39
1053,arroz,Arauca,Orinoquía,198.7,Local,6.961184,-71.001246,2023A,20.3,92.16
1054,soya,Bolívar,Caribe,110.4,Syngenta,8.544168,-74.187647,2024A,25.9,36.78
1055,maíz,Tolima,Andina,229.0,Local,4.167774,-75.255443,2023A,30.3,156.65
1056,arroz,Tolima,Andina,202.5,Local,4.203805,-74.892492,2024A,15.0,83.25
1057,arroz,Magdalena,Caribe,197.7,Syngenta,10.528636,-74.44088,2024B,15.8,97.8
1058,soya,Meta,Orinoquía,93.6,Local,3.331889,-73.327667,2024A,30.5,76.25
1059,arroz,Caquetá,Amazonía,240.2,Agrosavia,1.713297,-75.725005,2023A,6.9,35.74
1060,arroz,Córdoba,Caribe,214.6,Local,8.051554,-75.279302,2025A,18.2,97.19
1061,soya,Valle del Cauca,Pacífica,78.8,Corteva,3.759612,-76.614324,2025A,54.4,219.78
1062,maíz,Huila,Andina,190.5,Bayer,2.629477,-75.489899,2025A,14.3,96.52
1063,maíz,Valle del Cauca,Pacífica,193.4,Local,3.916408,-76.30218,2024A,35.5,186.02
1064,maíz,Arauca,Orinoquía,179.6,Local,6.953525,-70.751971,2024B,18.1,93.76
1065,maíz,Santander,Andina,208.6,Syngenta,6.788717,-73.44948,2024A,29.1,146.08
1066,arroz,Tolima,Andina,292.6,Local,4.302475,-74.994058,2023B,30.5,206.18
1067,maíz,Tolima,Andina,195.8,Bayer,4.154153,-75.101085,2023A,35.3,199.09
1068,maíz,Nariño,Pacífica,164.5,Local,1.47194,-77.338463,2024A,22.0,86.9
1069,maíz,Cesar,Caribe,280.0,Bayer,9.189066,-73.660148,2023A,43.9,279.2
1070,maíz,Santander,Andina,206.4,Bayer,6.586131,-73.627624,2025A,18.1,93.76
1071,arroz,Huila,Andina,156.3,Local,2.15727,-75.258632,2023A,26.3,117.04
1072,maíz,Santander,Andina,189.7,Agrosavia,6.664866,-73.626347,2024A,26.5,131.7
1073,arroz,Tolima,Andina,251.8,Local,3.995665,-74.986118,2024A,12.8,79.74
1074,arroz,Meta,Orinoquía,250.9,Syngenta,3.23715,-72.953674,2023B,21.1,138.42
1075,arroz,Bolívar,Caribe,210.2,Bayer,8.580429,-73.979645,2024B,25.6,136.45
1076,maíz,Cesar,Caribe,222.7,Bayer,9.697737,-73.708963,2023A,19.7,110.32
1077,maíz,Atlántico,Caribe,147.1,Agrosavia,10.550533,-75.087007,2025A,48.4,227.48
1078,maíz,Huila,Andina,259.5,Corteva,2.4202,-75.610298,2024A,15.6,85.8
1079,maíz,Sucre,Caribe,149.3,Local,9.195883,-74.909348,2024B,35.8,122.44
1080,maíz,Santander,Andina,181.2,Corteva,6.715528,-73.891214,2024B,32.6,168.87
1081,maíz,Casanare,Orinoquía,177.8,Agrosavia,5.993083,-71.862616,2025A,23.9,112.33
1082,maíz,Caquetá,Amazonía,196.4,Local,1.266023,-75.705049,2025A,15.3,62.88
1083,maíz,Casanare,Orinoquía,196.5,Bayer,5.531487,-71.752337,2024B,16.3,96.5
1084,maíz,Cesar,Caribe,169.5,Agrosavia,9.287193,-73.514487,2024A,18.8,89.49
1085,maíz,Atlántico,Caribe,208.5,Agrosavia,10.320064,-74.940543,2024A,6.1,30.32
1086,arroz,Huila,Andina,219.5,Bayer,2.771809,-75.316902,2024B,14.0,90.72
1087,maíz,Meta,Orinoquía,190.4,Local,3.218053,-72.993145,2025A,9.2,51.52
1088,maíz,Meta,Orinoquía,146.5,Bayer,3.381488,-72.845432,2023A,37.5,188.25
1089,arroz,Huila,Andina,243.3,Local,2.086673,-76.013578,2024A,30.2,183.01
1090,maíz,Arauca,Orinoquía,153.0,Syngenta,7.158082,-70.931153,2025A,31.9,169.39
1091,maíz,Magdalena,Caribe,199.2,Local,10.293638,-74.525289,2024A,29.9,129.47
1092,maíz,Nariño,Pacífica,174.2,Local,1.305637,-77.426382,2024A,25.7,133.9
1093,maíz,Sucre,Caribe,151.5,Local,9.113209,-75.344665,2024A,38.6,150.93
1094,maíz,Valle del Cauca,Pacífica,202.4,Corteva,3.815285,-76.583533,2024B,17.9,109.19
1095,maíz,Nariño,Pacífica,150.1,Local,1.313107,-77.452013,2025A,25.1,76.56
1096,maíz,Meta,Orinoquía,176.4,Syngenta,3.311714,-73.151076,2024A,31.5,173.56
1097,arroz,Meta,Orinoquía,200.4,Local,3.511429,-73.030412,2023B,10.8,62.53
1098,maíz,Magdalena,Caribe,225.6,Syngenta,10.470159,-74.556022,2023B,55.0,361.9
1099,maíz,Santander,Andina,220.7,Bayer,6.401098,-73.531556,2023A,24.3,161.84
1100,maíz,Casanare,Orinoquía,215.3,Syngenta,5.738459,-71.582453,2024B,25.4,162.81
1101,soya,Arauca,Orinoquía,112.0,Syngenta,7.306278,-70.854848,2024A,36.6,123.71
1102,maíz,Valle del Cauca,Pacífica,256.3,Bayer,3.235967,-76.665958,2023B,33.1,214.82
1103,arroz,Casanare,Orinoquía,204.0,Corteva,5.560315,-71.407833,2024B,24.4,182.51
1104,soya,Casanare,Orinoquía,129.7,Syngenta,5.722479,-71.605384,2024B,25.3,121.44
1105,soya,Cesar,Caribe,104.0,Bayer,9.400161,-73.782964,2023B,9.0,28.71
1106,maíz,Huila,Andina,209.5,Bayer,2.459636,-75.615748,2024A,18.4,95.68
1107,arroz,Arauca,Orinoquía,240.2,Bayer,7.021933,-70.606027,2025A,29.2,183.38
1108,maíz,Arauca,Orinoquía,196.2,Syngenta,7.293594,-70.595078,2024A,28.4,160.18
1109,maíz,Nariño,Pacífica,253.7,Bayer,1.391172,-77.341558,2024B,36.2,200.19
1110,maíz,Córdoba,Caribe,127.6,Local,7.923774,-75.369133,2024A,22.8,101.23
1111,soya,Bolívar,Caribe,75.6,Local,8.510055,-73.911124,2025A,10.1,16.97
1112,soya,Meta,Orinoquía,111.0,Corteva,3.350398,-73.057733,2024B,34.6,151.89
1113,arroz,Bolívar,Caribe,170.2,Corteva,8.506484,-73.965745,2024B,38.4,177.02
1114,maíz,Meta,Orinoquía,202.1,Syngenta,3.098589,-73.435472,2025A,33.0,209.55
1115,soya,Valle del Cauca,Pacífica,91.6,Agrosavia,3.844059,-76.786744,2025A,22.4,63.39
1116,soya,Tolima,Andina,122.7,Bayer,4.089985,-75.214528,2024B,34.4,137.6
1117,maíz,Meta,Orinoquía,211.6,Agrosavia,3.303416,-73.003433,2023B,58.3,331.73
1118,maíz,Huila,Andina,206.4,Syngenta,2.26045,-75.549738,2024A,25.2,160.52
1119,soya,Magdalena,Caribe,68.2,Local,10.126656,-74.335784,2024B,10.9,20.06
1120,arroz,Santander,Andina,238.7,Local,6.552904,-73.927181,2024B,18.1,100.27
1121,maíz,Córdoba,Caribe,165.0,Bayer,8.099815,-75.665616,2023B,30.3,160.29
1122,maíz,Caquetá,Amazonía,103.6,Local,1.478823,-75.626647,2023A,8.0,30.16
1123,soya,Arauca,Orinoquía,126.4,Bayer,7.005418,-70.534309,2024B,25.7,104.34
1124,maíz,Cesar,Caribe,135.1,Agrosavia,9.390789,-73.653929,2023B,27.8,79.51
1125,soya,Tolima,Andina,93.9,Local,3.910213,-75.000217,2024A,39.4,117.81
1126,maíz,Atlántico,Caribe,206.2,Syngenta,11.070522,-74.476936,2024B,37.1,204.79
1127,soya,Casanare,Orinoquía,104.0,Bayer,5.673738,-71.700435,2024B,32.6,117.03
1128,maíz,Santander,Andina,219.5,Bayer,6.467612,-73.744794,2023A,3.0,16.68
1129,maíz,Valle del Cauca,Pacífica,217.2,Bayer,3.998804,-76.7629,2023B,33.2,200.86
1130,soya,Bolívar,Caribe,91.5,Local,8.802724,-74.028851,2023B,31.1,68.42
1131,soya,Casanare,Orinoquía,53.5,Local,5.623562,-71.295824,2023B,26.6,71.82
1132,maíz,Magdalena,Caribe,179.8,Agrosavia,10.28438,-74.648629,2024B,6.7,36.18
1133,soya,Meta,Orinoquía,116.2,Corteva,2.931781,-72.877053,2024A,16.2,55.24
1134,soya,Casanare,Orinoquía,74.1,Local,5.665545,-71.263094,2023B,12.3,34.32
1135,arroz,Córdoba,Caribe,162.5,Local,8.183975,-75.543146,2023A,3.8,19.61
1136,soya,Córdoba,Caribe,115.5,Bayer,7.847002,-75.505952,2023B,24.0,70.32
1137,soya,Casanare,Orinoquía,123.8,Syngenta,5.361393,-71.24084,2025A,16.0,49.6
1138,arroz,Huila,Andina,212.1,Local,2.519993,-75.129776,2024A,50.3,230.37
1139,maíz,Cesar,Caribe,197.2,Local,9.404773,-74.003041,2025A,22.3,113.28
1140,maíz,Arauca,Orinoquía,156.8,Bayer,6.82765,-70.417611,2025A,36.9,209.22
1141,arroz,Córdoba,Caribe,177.9,Local,8.172549,-75.522543,2024A,8.3,45.82
1142,maíz,Valle del Cauca,Pacífica,177.7,Local,3.439061,-76.879611,2024B,18.7,93.13
1143,maíz,Santander,Andina,148.1,Local,6.789091,-73.511772,2023B,25.0,104.5
1144,maíz,Valle del Cauca,Pacífica,217.0,Corteva,3.626251,-76.884816,2024B,14.9,99.08
1145,maíz,Caquetá,Amazonía,174.9,Agrosavia,1.611755,-75.559369,2023B,19.8,102.37
