DP,DPNOM,AÑO,ÁREA GEOGRÁFICA,Población
95,Guaviare,2035,Centros Poblados y Rural Disperso,57243
95,Guaviare,2035,Total,127141
95,Guaviare,2036,Total,129291
95,Guaviare,2037,Total,131399
95,Guaviare,2038,Total,133469
95,Guaviare,2039,Total,135492
95,Guaviare,2040,Total,137466
95,Guaviare,2041,Total,139398
95,Guaviare,2042,Total,141296
95,Guaviare,2043,Total,143151
95,Guaviare,2044,Total,144957
95,Guaviare,2045,Total,146724
95,Guaviare,2046,Total,148458
95,Guaviare,2047,Total,150157
95,Guaviare,2048,Total,151813
95,Guaviare,2049,Total,153431
95,Guaviare,2050,Total,155021
97,Vaupés,2020,Cabecera,12482
97,Vaupés,2020,Centros Poblados y Rural Disperso,30706
97,Vaupés,2020,Total,43188
97,Vaupés,2021,Cabecera,12708
97,Vaupés,2021,Centros Poblados y Rural Disperso,31670
97,Vaupés,2021,Total,44378
97,Vaupés,2022,Cabecera,12918
97,Vaupés,2022,Centros Poblados y Rural Disperso,32661
97,Vaupés,2022,Total,45579
97,Vaupés,2023,Cabecera,13139
97,Vaupés,2023,Centros Poblados y Rural Disperso,33638
97,Vaupés,2023,Total,46777
97,Vaupés,2024,Cabecera,13336
97,Vaupés,2024,Centros Poblados y Rural Disperso,34625
97,Vaupés,2024,Total,47961
97,Vaupés,2025,Cabecera,13514
97,Vaupés,2025,Centros Poblados y Rural Disperso,35628
97,Vaupés,2025,Total,49142
97,Vaupés,2026,Cabecera,13679
97,Vaupés,2026,Centros Poblados y Rural Disperso,36643
97,Vaupés,2026,Total,50322
97,Vaupés,2027,Cabecera,13836
97,Vaupés,2027,Centros Poblados y Rural Disperso,37670
97,Vaupés,2027,Total,51506
97,Vaupés,2028,Cabecera,13995
97,Vaupés,2028,Centros Poblados y Rural Disperso,38699
97,Vaupés,2028,Total,52694
97,Vaupés,2029,Cabecera,14132
97,Vaupés,2029,Centros Poblados y Rural Disperso,39754
97,Vaupés,2029,Total,53886
97,Vaupés,2030,Cabecera,14261
97,Vaupés,2030,Centros Poblados y Rural Disperso,40822
97,Vaupés,2030,Total,55083
97,Vaupés,2031,Cabecera,14363
97,Vaupés,2031,Centros Poblados y Rural Disperso,41919
97,Vaupés,2031,Total,56282
97,Vaupés,2032,Cabecera,14458
97,Vaupés,2032,Centros Poblados y Rural Disperso,43027
97,Vaupés,2032,Total,57485
97,Vaupés,2033,Cabecera,14534
97,Vaupés,2033,Centros Poblados y Rural Disperso,44153
97,Vaupés,2033,Total,58687
97,Vaupés,2034,Cabecera,14598
97,Vaupés,2034,Centros Poblados y Rural Disperso,45285
97,Vaupés,2034,Total,59883
97,Vaupés,2035,Cabecera,14637
97,Vaupés,2035,Centros Poblados y Rural Disperso,46437
97,Vaupés,2035,Total,61074
97,Vaupés,2036,Total,62254
97,Vaupés,2037,Total,63423
97,Vaupés,2038,Total,64576
97,Vaupés,2039,Total,65704
97,Vaupés,2040,Total,66812
97,Vaupés,2041,Total,67905
97,Vaupés,2042,Total,68985
97,Vaupés,2043,Total,70055
97,Vaupés,2044,Total,71115
97,Vaupés,2045,Total,72160
97,Vaupés,2046,Total,73192
97,Vaupés,2047,Total,74220
97,Vaupés,2048,Total,75243
97,Vaupés,2049,Total,76256
97,Vaupés,2050,Total,77256
99,Vichada,2020,Cabecera,29106
99,Vichada,2020,Centros Poblados y Rural Disperso,86090
99,Vichada,2020,Total,115196
99,Vichada,2021,Cabecera,29298
99,Vichada,2021,Centros Poblados y Rural Disperso,88972
99,Vichada,2021,Total,118270
99,Vichada,2022,Cabecera,29700
99,Vichada,2022,Centros Poblados y Rural Disperso,91242
99,Vichada,2022,Total,120942
99,Vichada,2023,Cabecera,29940
99,Vichada,2023,Centros Poblados y Rural Disperso,93364
99,Vichada,2023,Total,123304
99,Vichada,2024,Cabecera,30319
99,Vichada,2024,Centros Poblados y Rural Disperso,95158
99,Vichada,2024,Total,125477
99,Vichada,2025,Cabecera,30662
99,Vichada,2025,Centros Poblados y Rural Disperso,96805
99,Vichada,2025,Total,127467
99,Vichada,2026,Cabecera,30969
99,Vichada,2026,Centros Poblados y Rural Disperso,98335
99,Vichada,2026,Total,129304
99,Vichada,2027,Cabecera,31168
99,Vichada,2027,Centros Poblados y Rural Disperso,99901
99,Vichada,2027,Total,131069
99,Vichada,2028,Cabecera,31431
99,Vichada,2028,Centros Poblados y Rural Disperso,101339
99,Vichada,2028,Total,132770
99,Vichada,2029,Cabecera,31677
99,Vichada,2029,Centros Poblados y Rural Disperso,102744
99,Vichada,2029,Total,134421
99,Vichada,2030,Cabecera,31891
99,Vichada,2030,Centros Poblados y Rural Disperso,104145
99,Vichada,2030,Total,136036
99,Vichada,2031,Cabecera,32029
99,Vichada,2031,Centros Poblados y Rural Disperso,105597
99,Vichada,2031,Total,137626
99,Vichada,2032,Cabecera,32238
99,Vichada,2032,Centros Poblados y Rural Disperso,106944
99,Vichada,2032,Total,139182
99,Vichada,2033,Cabecera,32420
99,Vichada,2033,Centros Poblados y Rural Disperso,108264
99,Vichada,2033,Total,140684
99,Vichada,2034,Cabecera,32579
99,Vichada,2034,Centros Poblados y Rural Disperso,109556
99,Vichada,2034,Total,142135
99,Vichada,2035,Cabecera,32659
99,Vichada,2035,Centros Poblados y Rural Disperso,110879
99,Vichada,2035,Total,143538
99,Vichada,2036,Total,144886
99,Vichada,2037,Total,146170
99,Vichada,2038,Total,147394
99,Vichada,2039,Total,148564
99,Vichada,2040,Total,149678
99,Vichada,2041,Total,150730
99,Vichada,2042,Total,151722
99,Vichada,2043,Total,152663
99,Vichada,2044,Total,153547
99,Vichada,2045,Total,154376
99,Vichada,2046,Total,155150
99,Vichada,2047,Total,155867
99,Vichada,2048,Total,156528
99,Vichada,2049,Total,157136
99,Vichada,2050,Total,157691
